,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Luis Alberto Romero Alconchel,83,83,35500000.0,74000.0,69,75,49,91,76,82,86,79,89,90,55,54,68,75,83,78,53,68,64,75,29,59,76,92,56,80,58,58,52,6,8,6,12,11
1,Bartosz Bereszyński,73,73,2700000.0,15000.0,67,50,60,68,56,68,60,50,62,70,79,85,73,68,72,64,69,84,68,60,71,67,60,60,50,69,66,69,68,9,8,16,7,15
2,Lewis Dunk,79,79,14500000.0,65000.0,32,42,81,77,24,63,52,69,75,72,34,53,38,82,38,72,73,66,84,67,82,80,30,58,36,79,83,79,77,15,16,9,12,6
3,Timo Horn,75,77,4700000.0,20000.0,19,13,14,30,14,20,12,15,29,22,45,51,50,79,31,44,64,31,67,17,41,22,15,45,21,25,14,13,12,75,75,58,69,78
4,Lucas Rodrigues Moura da Silva,79,79,17000000.0,100000.0,70,75,73,71,70,86,71,68,64,78,89,88,91,79,88,83,93,64,59,73,79,54,76,71,74,79,36,43,44,9,10,14,7,14
5,Nick Powell,71,71,1900000.0,19000.0,64,70,76,70,63,71,72,71,70,74,69,65,71,71,74,73,84,64,70,70,60,45,72,73,70,71,55,54,49,15,13,7,14,12
6,Álvaro Borja Morata Martín,81,81,25500000.0,71000.0,72,83,85,76,79,79,78,50,62,80,80,82,73,80,63,78,86,77,80,72,69,24,83,77,75,78,37,14,20,4,5,4,4,5
7,Gerard Deulofeu Lázaro,81,81,26500000.0,28000.0,74,80,40,81,75,87,80,77,66,84,90,90,92,78,89,80,34,75,67,80,59,25,79,76,77,77,34,30,22,12,16,14,11,11
8,Jesé Rodríguez Ruiz,72,72,2300000.0,12000.0,62,72,56,74,65,73,73,66,65,74,77,73,74,64,74,75,77,78,73,66,38,33,74,70,72,73,17,23,12,13,7,6,13,15
9,Alessandro Florenzi,79,79,12500000.0,60000.0,76,73,70,83,84,75,71,71,76,84,79,74,86,77,82,82,72,75,50,81,66,77,69,80,73,79,76,74,70,9,8,10,11,10
10,Viktor Gorridsen Fischer,71,71,1900000.0,14000.0,74,66,44,71,67,75,71,70,68,72,69,69,76,68,73,66,57,55,62,66,64,31,69,72,62,67,37,35,25,13,14,6,14,15
11,Riyad Mahrez,85,85,44500000.0,200000.0,80,80,56,83,76,89,85,79,75,90,84,77,91,83,88,82,56,75,57,82,48,39,84,83,74,79,45,31,22,15,9,13,11,6
12,Raúl Alonso Jiménez Rodríguez,80,80,18000000.0,95000.0,73,80,77,79,78,81,75,51,75,79,66,72,71,79,65,84,74,75,83,74,82,53,80,78,92,81,45,38,30,7,11,13,14,10
13,Jamal Blackman,66,66,600000.0,2000.0,13,19,18,37,17,14,18,12,33,19,23,29,42,59,33,47,60,25,69,16,23,10,10,29,36,40,17,13,12,67,65,63,64,67
14,Alex David Pritchard,69,69,1400000.0,9000.0,70,65,42,68,63,70,75,72,65,70,65,65,86,66,89,72,48,56,30,67,67,44,66,72,64,69,44,48,50,13,13,14,10,8
15,Matija Nastasić,74,74,3500000.0,21000.0,50,30,70,68,32,43,72,65,68,63,59,65,64,76,60,44,81,61,79,41,77,75,30,55,52,80,74,74,76,11,16,11,15,13
16,Kalifa Coulibaly,70,70,1600000.0,16000.0,62,69,71,68,68,66,46,41,50,68,59,79,27,69,30,74,40,68,89,61,69,22,71,61,69,69,18,24,23,10,11,9,13,12
17,Sergio Rico González,75,77,4800000.0,46000.0,17,14,11,28,15,15,24,20,26,13,48,46,51,71,43,56,63,36,53,12,25,17,11,53,24,55,16,13,11,75,73,74,73,78
18,Bryan Cristante,80,82,23000000.0,63000.0,70,68,76,81,70,76,68,62,85,80,55,53,62,76,54,83,71,88,79,77,75,74,76,79,58,78,81,79,72,3,5,3,3,5
19,Lucas Vázquez Iglesias,81,81,18500000.0,140000.0,83,72,58,82,58,81,83,71,76,79,81,82,81,81,82,80,69,91,56,76,72,75,80,79,56,75,74,74,73,9,16,9,9,7
20,Fábio Henrique Tavares,86,86,59500000.0,170000.0,75,63,75,84,47,78,71,53,82,81,62,66,63,86,64,81,75,88,81,70,85,86,70,76,90,85,86,87,85,13,12,6,8,8
21,Raúl De Tomás Gómez,83,83,39500000.0,37000.0,66,85,80,81,80,84,75,75,76,83,78,76,83,82,77,85,82,76,76,81,83,35,84,81,84,82,36,35,32,6,11,13,7,14
22,Chancel Mbemba Mangulu,80,82,22500000.0,43000.0,55,55,79,68,37,63,30,28,66,66,70,75,67,79,64,76,90,80,82,42,81,78,52,43,41,73,83,82,80,9,14,16,7,7
23,Moussa Dembélé,79,82,23500000.0,69000.0,50,82,84,74,77,73,69,58,50,74,69,75,65,80,62,81,84,74,83,65,75,22,84,69,79,76,39,14,16,7,13,11,10,8
24,Aymeric Laporte,86,87,64500000.0,195000.0,58,45,84,83,40,63,61,69,81,78,55,65,57,87,55,68,80,67,83,47,82,87,54,65,44,84,86,87,86,10,11,5,14,5
25,Alisson Ramsés Becker,89,90,79000000.0,190000.0,17,13,29,60,20,27,19,18,58,40,58,49,40,87,37,64,52,32,78,14,27,11,13,66,23,68,15,19,16,86,85,85,90,89
26,Andrés Mateus Uribe Villa,81,81,21000000.0,19000.0,69,78,67,80,53,79,63,63,78,82,75,75,74,85,71,78,83,93,77,77,78,82,77,76,71,77,79,83,79,16,13,16,7,14
27,Duván Esteban Zapata Banguera,83,83,30500000.0,77000.0,47,87,83,75,79,79,55,62,57,84,77,79,67,82,58,86,80,78,95,69,72,20,86,66,75,82,44,24,22,9,9,8,6,8
28,Robert Skov,74,75,4500000.0,26000.0,84,72,52,73,73,74,87,86,70,74,76,79,76,73,74,86,49,69,67,82,72,63,71,70,78,70,67,69,66,15,16,15,13,11
29,Kenny Joelle Tete,75,76,6000000.0,44000.0,75,42,73,70,36,67,59,41,67,68,74,76,69,67,65,64,77,75,74,41,77,72,60,58,46,66,75,75,74,9,15,11,6,10
30,Alen Halilović,69,72,1800000.0,13000.0,70,57,24,68,62,73,81,69,70,75,74,65,81,63,85,63,36,52,32,65,42,44,63,72,66,66,50,36,30,15,11,11,13,10
31,Rafael Alexandre Fernandes Ferreira da Silva,83,83,36500000.0,26000.0,78,79,49,77,68,86,81,56,76,85,94,93,90,84,89,77,64,84,40,77,47,58,83,83,59,81,52,47,39,9,11,11,12,8
32,Matt Targett,77,78,11500000.0,69000.0,81,40,60,74,40,73,77,68,66,75,69,69,63,75,63,65,64,79,66,44,63,77,62,63,51,67,76,77,72,10,15,8,11,14
33,Munir El Haddadi Mohamed,79,79,19000000.0,33000.0,73,79,77,80,80,82,81,67,62,83,80,74,83,78,80,78,66,70,64,77,58,25,78,76,66,80,38,27,25,9,12,6,13,16
34,Valentín Vada,67,68,1200000.0,4000.0,68,68,52,68,64,64,73,74,66,65,66,62,74,69,78,68,58,75,80,66,70,67,71,69,73,68,65,66,60,8,13,15,16,6
35,Josh Brownhill,75,78,7500000.0,40000.0,65,63,67,74,54,73,63,70,73,76,71,64,70,77,71,76,84,89,71,71,78,82,69,71,46,72,72,77,68,8,11,12,7,9
36,Andrija Živković,76,77,9000000.0,2000.0,75,73,46,73,66,82,83,71,65,81,82,78,75,68,88,78,60,72,54,70,60,64,71,77,68,78,49,59,50,9,11,8,6,6
