,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Jeff Reine-Adélaïde,75,81,9000000.0,43000.0,65,70,58,78,63,83,66,53,77,79,72,71,73,73,65,79,63,64,68,67,56,62,75,77,55,78,41,61,51,10,15,11,16,8
1,Mouctar Diakhaby,75,80,7500000.0,26000.0,31,36,79,71,31,56,34,26,58,62,58,58,60,68,43,51,80,71,80,29,74,76,47,59,49,69,75,77,72,15,11,10,14,11
2,Trevoh Chalobah,76,81,10500000.0,64000.0,53,44,72,75,40,69,49,43,70,72,62,66,51,75,55,55,61,67,82,50,74,77,49,64,42,68,76,78,76,5,5,9,9,7
3,Taiwo Michael Awoniyi,77,80,14500000.0,56000.0,57,78,76,69,68,71,55,35,56,70,79,86,69,77,70,82,81,68,84,69,77,33,77,53,70,63,25,27,23,10,7,9,8,10
4,Niklas Bernd Dorsch,77,82,14500000.0,23000.0,65,66,61,80,65,77,63,63,77,80,74,70,80,75,84,82,77,77,69,80,78,71,64,74,62,73,75,76,71,12,9,5,9,5
5,Antonio Latorre Grueso,73,78,4300000.0,20000.0,79,55,65,72,59,70,75,38,75,71,76,75,72,70,80,64,47,63,56,53,67,67,68,64,39,64,68,70,71,7,10,13,9,9
6,伊藤 宏樹,72,77,3200000.0,14000.0,64,48,68,70,42,62,45,45,76,69,81,86,66,72,62,68,68,69,74,60,67,72,53,61,47,70,76,74,71,13,10,10,10,10
7,Sam Surridge,71,77,3000000.0,33000.0,51,74,70,62,64,69,63,41,45,70,68,69,69,67,62,71,66,69,78,66,58,21,74,58,64,70,22,26,23,10,8,7,13,15
8,Yoane Wissa,75,76,6500000.0,44000.0,71,76,58,65,70,77,56,53,60,76,85,87,82,70,73,75,76,71,68,72,61,31,75,68,71,73,25,23,18,14,7,6,8,15
9,Emil Bohinen,72,79,4700000.0,16000.0,63,60,56,77,47,72,68,64,74,75,68,66,72,68,74,66,69,74,67,65,67,70,69,68,65,68,70,68,65,12,6,13,13,8
10,Oliver Skipp,77,83,15500000.0,49000.0,52,41,51,78,38,69,61,42,76,74,67,63,65,76,74,63,61,73,66,45,80,78,54,71,54,74,77,77,78,8,12,9,7,5
11,Jesús David Ferreira Castro,74,82,9500000.0,7000.0,70,76,68,73,65,71,68,47,69,75,76,87,84,73,88,74,78,86,58,71,57,31,77,76,67,73,38,55,41,13,12,12,13,6
12,Stephen Antunes Eustáquio,77,82,14000000.0,13000.0,72,55,55,78,57,70,74,65,75,75,69,65,72,77,73,69,76,82,69,67,68,78,67,76,64,76,73,76,73,6,5,13,7,11
13,菅原 由勢,74,79,6000000.0,8000.0,75,47,54,73,50,70,69,50,73,71,80,83,80,74,77,64,81,86,66,54,64,67,68,72,39,71,64,71,69,8,12,9,8,12
14,Neco Williams,72,82,5000000.0,25000.0,72,43,52,69,36,71,58,55,65,71,74,73,75,70,78,55,61,72,56,43,66,71,52,58,45,67,69,72,65,10,11,7,14,15
15,Jorge de Frutos Sebastián,76,79,10000000.0,13000.0,75,70,55,74,64,77,77,56,70,75,83,82,81,71,81,79,65,80,56,67,58,41,71,77,58,78,44,38,29,13,8,12,14,14
16,Callum William McCowatt,65,72,0.0,0.0,62,64,58,63,54,62,65,58,62,63,70,73,62,61,61,65,64,75,67,65,72,53,63,64,57,63,50,55,50,7,10,5,10,13
17,Daniel George Ballard,70,81,3300000.0,8000.0,31,25,70,60,31,43,28,30,63,59,48,55,44,68,48,44,71,58,80,26,73,70,36,49,37,57,70,72,70,13,7,7,8,7
18,Gabriel Nascimento Resende Brazão,65,73,1400000.0,6000.0,12,6,13,25,6,10,13,12,26,13,26,31,34,64,26,46,37,24,73,6,18,11,7,34,18,30,12,11,11,62,62,61,63,69
19,Oihan Sancet Tirapu,77,86,23500000.0,23000.0,57,76,71,80,69,78,60,53,70,80,75,72,78,78,57,79,57,75,76,74,56,70,77,80,70,81,45,68,60,15,11,6,15,7
20,Sergio Reguilón Rodríguez,80,83,25500000.0,82000.0,79,53,72,78,43,79,73,43,71,79,83,83,76,77,74,69,64,73,65,58,77,78,76,73,42,74,76,79,76,11,14,9,5,12
21,Doğan Alemdar,72,80,4400000.0,9000.0,14,7,12,16,8,13,10,10,24,16,38,39,35,69,42,52,56,33,65,5,19,6,8,45,10,59,8,11,14,71,70,69,73,71
22,Enzo Jérémy Le Fée,76,83,15000000.0,17000.0,68,49,45,83,51,78,68,71,80,82,58,62,68,73,89,60,62,64,39,61,50,63,76,79,58,77,57,65,60,8,11,14,13,10
23,Anthony Patterson,68,80,2600000.0,5000.0,13,3,8,48,8,6,10,13,52,9,19,32,40,68,37,47,50,21,58,4,28,8,4,55,12,36,5,14,13,67,65,63,68,69
24,Ander Barrenetxea Muguruza,74,83,9500000.0,21000.0,68,75,58,66,66,82,64,43,53,76,81,76,85,69,84,75,80,59,44,62,35,17,72,65,59,74,33,12,14,13,11,11,5,13
