,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Lucas Correa,66,68,925000.0,500.0,55,44,64,68,33,58,35,44,61,57,67,67,70,66,64,45,82,72,70,42,67,67,44,48,38,47,61,68,62,6,13,5,7,9
1,Christian Franco,62,69,800000.0,500.0,44,67,66,61,58,61,59,58,45,58,58,54,55,57,61,63,63,59,60,60,55,50,61,58,57,55,40,25,22,12,9,5,11,7
2,Didrik Hafstad,53,70,240000.0,500.0,36,55,55,48,44,46,36,32,38,50,64,66,68,46,65,52,42,34,51,50,41,20,55,46,52,49,22,18,18,6,6,6,14,10
3,Kenson Pierre Bauer,59,78,525000.0,500.0,33,30,61,52,29,42,28,32,46,45,63,60,41,53,56,45,68,57,62,25,56,57,24,35,50,43,59,63,62,13,11,5,14,5
4,Simone Trimboli,56,70,350000.0,2000.0,48,45,54,62,51,58,57,52,59,63,63,54,61,62,70,59,57,47,56,42,55,47,45,57,54,64,50,48,52,8,9,9,5,7
5,Lucas Noubi,58,77,475000.0,500.0,37,15,51,60,20,55,34,20,55,58,69,69,62,51,61,33,68,59,80,23,59,54,16,44,34,48,53,58,56,8,8,11,11,14
6,Abiel Osorio,68,79,2700000.0,5000.0,27,67,70,50,62,63,40,40,46,65,72,74,65,67,78,73,77,63,85,62,83,23,70,55,62,57,25,24,29,15,9,15,10,9
7,Ju Hyeong Kim,51,56,80000.0,850.0,29,16,51,35,31,26,30,26,34,30,47,53,42,45,56,32,71,54,72,26,43,48,30,30,35,38,51,53,49,10,12,15,14,8
8,Joo Hyeong Kim,50,65,110000.0,550.0,52,49,43,43,55,48,42,32,32,48,70,64,53,43,56,45,49,52,50,40,35,15,59,38,53,40,16,21,20,9,15,9,15,13
9,Yoann Beaka,59,75,575000.0,600.0,44,59,60,51,51,60,49,44,41,57,65,73,67,54,49,62,64,52,64,53,46,19,58,48,61,57,20,24,19,12,6,13,13,11
10,Mees Rijks,61,74,775000.0,1000.0,40,61,63,54,53,60,49,43,39,63,70,68,64,58,69,64,61,59,53,57,32,13,59,53,64,60,21,16,18,10,12,14,7,8
