,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Antonio Sandoval,60,69,500000.0,500.0,39,34,53,64,33,54,35,32,61,61,67,69,59,52,73,53,57,60,61,31,55,53,48,45,47,44,59,64,63,8,7,9,5,11
1,Raymundo García,60,73,550000.0,500.0,55,55,45,55,45,58,46,47,50,55,67,68,60,50,70,42,70,66,61,40,55,60,52,55,45,50,55,60,55,14,10,14,8,11
2,Cristhian Penayo,60,68,525000.0,500.0,55,60,55,66,60,65,55,54,60,55,67,67,65,50,70,55,70,60,55,60,55,42,50,52,55,55,40,45,48,8,11,13,12,14
3,Ricardo Román,65,68,950000.0,500.0,60,59,55,63,55,67,61,66,61,66,67,68,70,60,70,65,70,70,59,68,61,65,66,65,65,60,55,70,65,9,6,6,6,6
4,Jamir Berdecio,59,68,475000.0,500.0,55,55,55,60,45,61,47,55,61,58,61,63,60,58,70,55,59,66,59,58,50,55,61,58,60,55,48,59,58,11,13,13,8,10
5,José Briceño,61,70,725000.0,500.0,55,67,63,61,61,58,55,58,58,60,61,55,55,55,70,65,60,70,59,60,55,23,58,50,66,55,22,35,33,13,13,6,9,15
6,Anton Sorenson,53,65,210000.0,600.0,42,23,44,46,24,49,28,30,37,37,68,58,79,49,88,24,58,62,40,28,48,47,37,40,36,35,48,56,53,11,7,9,13,12
7,Lucas de Bolle,59,78,575000.0,2000.0,54,49,36,64,54,58,56,52,60,60,68,70,71,54,78,56,54,54,35,50,51,38,51,60,43,66,41,53,50,14,15,8,11,11
8,Seydouba Cisse,66,76,1900000.0,3000.0,52,60,58,72,49,58,44,47,74,66,64,56,56,64,70,67,55,70,46,61,65,62,61,59,56,50,54,60,62,5,5,5,13,8
9,David Zalazar,63,73,1100000.0,2000.0,56,59,48,58,62,68,65,62,55,60,84,80,83,54,74,58,60,52,56,63,55,21,63,58,57,66,33,36,33,6,15,5,14,5
10,Franco Díaz,64,73,1300000.0,3000.0,60,48,49,69,41,68,51,46,68,72,73,71,75,55,70,55,53,74,65,53,75,50,61,62,49,45,49,55,57,15,10,14,11,11
11,Stefano Surdanović,63,69,750000.0,2000.0,36,64,67,65,50,64,43,46,52,60,71,67,59,61,60,68,61,57,72,62,45,33,66,64,58,57,37,55,42,11,7,7,5,5
12,Cagan Kayra Erciyas,55,67,275000.0,1000.0,42,28,58,41,28,45,26,29,33,46,62,55,60,50,67,39,71,44,48,20,54,55,35,32,39,44,58,59,58,11,8,9,13,7
13,Lóránd Pászka,67,68,1100000.0,500.0,74,36,49,63,39,55,62,24,41,70,82,78,71,64,78,51,52,68,48,37,69,59,60,70,34,56,60,60,62,8,12,6,14,15
14,Alejandro Claverías Gutiérrez,61,71,725000.0,1000.0,47,38,57,69,40,62,49,41,66,60,59,60,52,60,78,55,64,53,49,37,60,55,57,60,52,47,54,66,61,7,15,5,7,8
