,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Daniel Camacho,61,67,525000.0,500.0,42,53,43,67,38,62,33,60,58,61,66,63,57,55,67,58,67,65,58,62,49,60,58,61,52,55,55,63,55,7,6,8,14,10
1,Frankie Maguire,57,75,400000.0,600.0,39,40,45,64,45,61,55,50,63,58,68,61,69,56,70,63,57,60,44,45,44,47,58,48,25,46,43,46,47,9,11,7,13,13
2,Jhon Mena,60,67,500000.0,500.0,55,40,55,62,38,61,55,45,61,60,65,65,59,60,67,55,55,65,55,51,59,65,60,61,61,55,55,60,55,14,13,15,13,15
3,Mario Šubarić,60,66,350000.0,1000.0,52,29,58,56,34,54,36,30,54,57,64,67,62,53,64,43,70,61,71,31,60,49,37,33,35,50,57,62,60,10,6,6,13,11
4,Mohammed Bassam Alhurayji,52,60,180000.0,2000.0,38,34,39,57,39,51,41,42,56,56,54,61,78,50,67,42,68,51,57,33,48,37,45,57,34,57,39,43,44,8,6,8,8,8
5,Lucas Forsberg,52,66,180000.0,500.0,42,24,33,43,21,51,25,32,39,42,68,65,68,54,61,26,57,61,49,26,47,48,44,36,35,42,44,50,51,12,13,10,13,10
6,Ernest Muçi,65,76,1600000.0,2000.0,58,65,48,60,55,67,60,57,44,67,80,78,74,64,71,71,59,62,59,72,33,14,63,64,61,64,17,17,17,14,10,10,9,14
7,David Justin Taylor,62,67,550000.0,1000.0,55,25,44,58,24,56,30,25,51,56,70,70,56,59,71,36,63,68,75,31,60,61,47,43,31,44,60,61,60,13,11,10,14,13
8,Robert Castellanos,58,67,425000.0,1000.0,28,20,62,44,28,34,26,20,56,51,55,56,35,50,45,33,78,56,80,22,48,50,24,32,35,44,60,59,52,6,11,6,12,7
9,Nicholas Hinds,58,66,425000.0,1000.0,52,29,43,55,24,58,31,30,47,50,76,73,68,54,75,24,56,57,56,25,52,53,50,34,34,42,47,58,57,12,7,8,12,11
10,Freddy Kleemann,57,63,240000.0,1000.0,28,21,58,44,24,28,27,21,36,31,55,53,39,48,31,32,72,53,77,24,40,52,32,29,36,49,58,63,56,11,7,6,6,10
11,Nassim Chadli,63,77,1100000.0,2000.0,55,64,54,58,56,70,67,41,49,71,71,69,72,52,68,60,61,52,55,55,42,23,54,62,62,65,20,23,20,5,11,5,13,7
12,Myrto Uzuni,75,75,6000000.0,12000.0,69,85,75,65,57,79,66,67,57,78,82,83,82,73,75,72,70,65,59,64,71,49,74,69,75,80,22,22,16,7,8,9,15,13
13,Igor Kharatin,66,66,800000.0,3000.0,43,64,56,66,48,61,50,52,66,66,55,52,49,59,47,55,58,71,75,63,62,66,58,62,69,48,63,65,65,9,6,14,11,7
14,Máté Katona,63,70,950000.0,500.0,52,60,54,67,49,59,47,37,65,64,80,72,84,70,76,66,62,91,39,54,47,48,58,54,48,66,51,57,49,11,9,13,5,9
15,Michal Škvarka,65,65,725000.0,2000.0,60,52,45,72,67,63,71,67,70,72,66,69,62,62,81,51,58,60,46,56,59,61,49,65,62,59,38,50,49,12,6,13,14,5
16,Dominik Csontos,57,73,400000.0,500.0,60,22,47,37,23,49,35,22,34,48,72,73,53,49,56,24,57,51,53,31,58,56,43,40,39,38,51,55,56,11,14,10,9,12
17,Damir Redzic,64,76,1400000.0,500.0,48,69,52,56,58,68,53,51,48,66,85,81,87,60,78,63,51,61,52,63,35,26,58,54,67,48,28,14,13,18,18,16,21,18
18,Mike Fondop-Talum,58,58,220000.0,2000.0,32,54,57,50,49,55,37,33,34,53,68,65,63,57,50,61,64,67,75,55,73,11,60,42,50,53,18,19,14,6,13,8,13,14
19,Domagoj Drožđek,60,63,325000.0,1000.0,62,56,35,52,52,70,53,56,56,60,71,70,65,53,68,57,40,60,48,55,30,21,55,42,60,48,21,22,28,5,14,13,5,11
20,Andrew Draper,62,70,875000.0,500.0,55,55,38,62,58,65,38,55,59,67,70,70,65,50,72,55,57,60,54,60,45,52,60,61,61,48,43,50,46,12,7,8,11,7
21,Dalibor Markovic,53,61,200000.0,500.0,49,20,39,48,22,54,30,22,42,48,62,51,60,47,62,26,52,63,56,21,56,48,38,32,29,42,48,53,50,8,11,14,14,8
22,Ángel Ramón Sánchez Chávez,57,72,325000.0,500.0,12,8,12,28,6,12,12,11,26,19,23,33,33,55,55,41,65,33,59,8,18,7,8,25,18,40,9,11,15,59,51,55,60,57
23,Brahian Matías Fernández Fernández,58,73,475000.0,500.0,51,55,55,61,38,65,55,52,58,61,63,63,61,50,66,53,58,57,55,58,58,52,53,62,55,55,55,51,57,15,9,7,13,8
24,Ignacio Antonio Mesina Silva,60,70,500000.0,550.0,30,25,62,54,26,38,28,28,51,41,65,64,45,53,67,38,70,65,70,24,61,56,21,25,37,56,61,62,60,13,13,7,11,11
25,Felipe Sebastián Chamorro Aspe,59,69,475000.0,500.0,55,49,43,65,45,60,52,45,61,64,67,67,65,49,68,53,59,55,60,53,53,28,53,54,48,54,34,43,41,14,10,15,8,7
