,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Jakub Pek,54,64,220000.0,900.0,39,29,46,57,31,50,42,42,50,51,67,64,66,49,73,45,62,65,68,29,60,48,31,37,43,46,47,53,55,6,8,11,11,12
1,Michal Hubínek,62,64,450000.0,2000.0,51,39,53,62,31,53,45,39,61,57,65,67,58,62,75,54,66,73,78,42,61,60,33,54,47,44,60,60,58,8,13,6,9,12
2,Alexandru Iacob,62,62,190000.0,1000.0,19,36,64,53,20,45,22,27,41,45,50,50,52,61,61,34,84,65,83,32,54,57,47,48,48,47,60,65,57,9,5,10,7,6
3,Guilherme Gomes Garutti,63,64,450000.0,1000.0,26,45,67,51,28,28,30,31,45,46,55,58,52,57,48,53,87,75,85,48,66,61,52,50,38,50,61,62,56,9,5,14,10,9
4,Marius Chindriș,57,57,140000.0,1000.0,43,32,47,61,33,48,48,36,55,49,53,56,62,43,70,60,58,63,67,51,39,62,55,50,62,56,48,64,58,6,13,6,11,8
5,Szilárd Vereș,62,64,450000.0,1000.0,40,30,52,66,35,44,36,38,60,52,67,68,64,61,66,57,60,70,71,44,65,63,53,48,46,47,50,62,58,10,14,13,11,6
6,Leon Klußmann,54,71,240000.0,500.0,7,7,11,26,6,8,10,8,25,14,41,43,35,49,40,41,60,29,59,5,28,10,6,31,11,39,9,9,15,57,55,54,48,55
7,Tidiane Malbec,59,70,425000.0,500.0,14,7,11,25,6,5,12,11,32,20,23,23,23,48,33,45,49,22,56,6,25,13,4,37,18,27,7,12,11,60,62,60,58,59
8,Malcom Bokele,64,73,1200000.0,2000.0,31,24,64,41,34,38,35,27,36,46,64,60,49,54,68,47,68,62,67,25,64,63,26,35,40,58,66,71,70,14,12,10,7,14
9,Mathieu Cachbach,63,71,1100000.0,3000.0,59,50,50,68,49,63,59,49,69,64,67,69,59,60,75,59,56,54,52,53,58,58,60,63,54,63,60,60,58,14,6,8,7,8
10,Denis Makarov,70,78,0.0,0.0,68,64,51,72,69,74,70,61,67,72,72,73,70,61,69,68,51,62,56,73,40,24,66,65,67,64,26,35,28,14,5,12,14,15
