,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Joshua Falkingham,61,61,275000.0,2000.0,51,52,44,62,39,60,53,51,60,61,56,62,78,61,81,54,77,81,34,55,68,58,56,62,54,58,60,61,60,6,9,6,15,8
1,Jonathan Chiedozie Obika,63,63,400000.0,2000.0,31,61,63,53,55,60,53,55,30,62,58,67,65,58,60,67,75,66,88,55,50,15,62,49,59,62,40,28,24,16,10,7,13,14
2,Benjamin André,79,79,12500000.0,35000.0,70,61,80,78,56,75,68,53,75,75,62,67,70,78,71,69,93,90,79,65,87,80,70,72,66,76,75,80,75,8,14,15,7,10
3,Préjuce Niguimbé Nakoulma,69,69,850000.0,5000.0,64,68,56,62,51,73,51,39,57,68,76,80,80,68,77,72,72,61,73,66,60,45,71,65,58,75,28,35,30,12,8,12,16,16
4,Michail Antonio,79,79,14000000.0,79000.0,75,76,84,75,70,78,66,60,72,76,76,85,74,82,77,78,91,70,88,68,84,45,80,74,75,73,51,56,53,12,13,8,14,10
5,Tosaint Ricketts,61,61,160000.0,2000.0,55,61,66,53,56,48,50,30,30,52,80,83,67,52,57,67,91,30,71,55,55,20,60,45,46,53,19,14,12,14,12,15,13,15
6,Alfredo Ortuño Martínez,67,67,850000.0,4000.0,49,68,76,63,64,62,64,51,41,63,57,62,59,63,56,70,77,64,78,60,42,29,71,59,70,66,39,18,15,11,9,16,14,15
7,Matt Besler,69,69,450000.0,4000.0,49,35,68,74,44,58,34,35,74,61,61,54,59,68,65,56,68,77,76,40,69,68,32,60,61,73,70,68,68,14,10,6,14,9
8,Stephan El Shaarawy,77,77,10500000.0,63000.0,75,73,65,75,83,76,85,68,66,77,86,86,91,73,80,73,69,63,63,76,51,36,75,78,69,77,59,37,35,5,3,5,5,3
9,Omar Elabdellaoui,74,74,3600000.0,45000.0,71,42,60,71,55,72,72,60,68,74,79,74,82,74,80,72,66,82,68,66,72,69,75,68,42,68,69,72,72,8,11,12,6,6
10,Callum Henry McManaman,61,61,325000.0,2000.0,58,55,36,57,55,64,51,54,51,63,69,71,80,57,76,63,34,54,61,56,71,29,59,59,59,58,30,21,24,10,13,15,14,10
11,Rhayner Santos Nascimento,67,67,975000.0,4000.0,55,56,58,70,61,66,65,62,68,71,92,90,86,60,78,68,91,78,57,61,73,56,60,71,54,72,56,64,58,8,16,12,7,12
12,Ervin Zukanović,70,70,525000.0,8000.0,66,32,74,65,27,50,76,79,64,61,39,34,34,69,34,85,50,62,87,69,70,69,38,51,64,74,72,73,67,15,12,8,12,11
13,Osvaldo Alonso Moreno,69,69,275000.0,3000.0,47,50,60,77,69,71,66,51,75,71,48,47,49,68,65,82,50,41,77,66,86,61,58,60,66,75,67,65,66,9,12,15,16,8
14,Mushagalusa Bakenga Joar Namugunga,67,67,1000000.0,2000.0,57,68,66,59,62,64,46,27,44,63,78,78,77,66,70,67,84,67,72,61,39,49,70,57,65,57,38,19,16,8,11,15,12,16
15,Ahmed Eissa El Mohamady Abdel Fattah,70,70,1100000.0,26000.0,74,56,72,73,60,68,76,69,69,72,63,65,69,65,63,70,77,73,72,66,59,69,66,67,59,68,60,67,62,14,7,9,10,7
16,Tomás Eduardo Rincón Hernández,72,72,1100000.0,14000.0,65,45,58,77,60,70,55,52,71,70,66,55,72,74,81,77,91,77,69,72,82,76,66,70,46,74,69,76,71,12,12,11,8,12
17,Harlee Dean,66,66,700000.0,9000.0,17,25,66,61,23,48,26,32,56,55,55,51,57,62,55,60,79,65,75,30,74,65,34,40,21,68,66,65,63,16,16,16,12,16
18,Tom Adeyemi,67,67,800000.0,4000.0,46,60,65,68,39,62,33,60,66,65,64,67,70,64,65,65,62,73,79,68,73,65,60,66,55,64,62,68,66,8,12,10,7,14
19,Khaleem Hyland,70,70,1100000.0,9000.0,62,49,67,67,59,68,49,63,65,70,58,52,56,65,64,79,77,83,85,68,73,66,63,64,55,69,65,68,66,7,12,13,8,9
20,Robert Mikael Lundström,66,66,600000.0,1000.0,59,49,46,63,41,61,60,49,62,60,84,85,70,60,66,64,58,81,65,55,60,57,50,59,52,65,61,61,59,15,16,9,8,7
21,大迫 勇也,68,68,1000000.0,5000.0,52,67,72,66,67,72,71,53,55,73,71,62,77,67,77,68,79,68,67,64,71,31,68,71,68,72,43,49,37,14,9,6,6,16
22,Leandro Chichizola,70,70,800000.0,2000.0,11,16,17,12,14,17,15,14,13,13,49,54,64,64,44,49,74,31,52,17,15,16,14,42,25,57,15,12,11,70,70,65,69,72
23,김승규 金承奎,70,70,850000.0,13000.0,14,12,11,45,14,13,16,12,25,25,36,36,38,66,58,50,68,35,47,20,27,25,16,59,12,60,15,18,12,71,65,67,71,73
24,임상협 廉桑,70,70,1000000.0,5000.0,64,72,63,64,67,70,67,60,58,68,72,80,83,67,68,66,65,82,68,63,51,53,73,64,68,63,41,32,35,11,6,16,8,15
25,Alberto Tomás Botía Rabasco,68,68,575000.0,9000.0,44,50,70,60,33,44,49,32,64,50,47,52,51,60,44,65,75,65,88,46,84,66,53,44,29,59,65,67,64,12,13,16,8,8
26,Abdulmalek Abdullah Al Khaibri,65,65,240000.0,8000.0,40,37,62,62,36,50,35,37,62,53,60,60,67,57,62,63,72,64,76,43,77,73,39,43,46,64,68,67,69,14,9,14,15,12
27,윤석영 尹硕扬,65,65,475000.0,2000.0,63,47,62,59,56,58,61,64,54,63,70,72,70,64,64,58,72,75,72,57,67,66,63,54,54,66,63,64,60,8,16,12,8,14
28,Carlos Alberto Guzmán Fonseca,69,69,1300000.0,9000.0,67,43,69,65,43,68,46,41,62,67,74,69,69,64,65,62,93,78,67,44,61,62,32,39,52,59,67,68,66,15,12,16,6,11
29,Aleksandr Kokorin,72,72,2000000.0,36000.0,66,72,70,74,71,74,74,69,66,74,74,74,78,66,71,76,73,60,66,73,64,35,72,65,67,74,37,42,44,7,16,14,8,8
30,Bruno César Zanaki,74,74,5500000.0,15000.0,79,70,58,79,74,80,82,82,77,79,60,61,65,70,77,84,54,53,68,78,76,69,70,77,69,75,66,66,65,16,16,7,13,8
31,Joseph Robert Edwards,67,67,750000.0,5000.0,61,60,58,63,45,62,62,53,62,63,69,67,80,60,81,59,89,91,70,55,66,61,57,63,56,70,64,62,61,11,6,8,12,7
32,Rhyan Bert Grant,69,69,1000000.0,5000.0,66,58,55,67,53,63,59,48,59,66,75,71,70,65,73,61,79,84,76,59,72,66,65,64,56,68,63,66,65,16,15,16,7,10
33,Viktor Lundberg,64,64,575000.0,2000.0,62,62,65,65,60,65,70,66,59,64,60,56,68,67,62,70,64,77,73,63,73,31,67,61,61,67,28,39,33,14,13,16,13,12
34,Artjoms Rudņevs,73,73,4000000.0,40000.0,44,71,74,58,78,60,53,46,39,68,76,79,68,75,66,81,80,78,77,70,79,28,72,54,74,68,25,29,24,10,11,11,14,15
35,Luke Garbutt,67,67,900000.0,5000.0,70,49,59,64,44,64,75,73,65,65,69,67,70,63,66,60,75,68,63,64,66,63,60,63,43,63,64,62,63,14,9,6,15,10
36,Gary Gardner,67,67,975000.0,12000.0,68,60,70,67,70,61,70,68,68,67,52,52,60,68,53,73,77,78,73,67,72,66,62,63,70,70,62,70,65,11,12,12,9,15
37,Javier Ignacio Aquino Carmona,74,74,3100000.0,34000.0,70,60,59,72,51,74,72,61,63,75,84,83,85,70,88,74,76,80,48,60,62,69,74,69,67,72,67,69,67,16,15,7,9,7
38,Marco Stiepermann,69,69,1300000.0,8000.0,67,66,64,69,65,73,73,67,65,73,56,66,62,72,52,83,52,78,76,71,78,62,70,70,58,72,61,65,59,8,12,9,7,8
39,Enda Stevens,71,71,1400000.0,17000.0,72,43,56,67,24,72,68,53,58,71,67,66,66,68,66,57,65,74,73,38,63,68,57,57,52,65,69,70,68,9,16,8,7,15
40,Yunus Mallı,71,71,1800000.0,10000.0,70,66,40,74,68,75,74,69,69,74,71,65,76,65,79,64,64,59,52,64,39,46,70,72,81,72,31,29,21,13,14,14,15,10
41,Sambou Yatabaré,63,63,300000.0,2000.0,62,52,53,64,51,62,54,50,63,65,35,56,39,70,38,68,63,60,76,52,78,67,59,62,48,72,64,60,58,6,6,10,9,13
42,Holger Badstuber,65,65,475000.0,4000.0,62,41,69,63,54,45,55,54,64,60,32,34,34,53,39,63,58,34,72,55,69,64,45,57,55,60,66,65,65,11,12,6,11,8
43,Nathan Thompson,68,68,825000.0,5000.0,56,36,64,59,34,59,37,33,54,58,73,68,74,63,83,43,90,76,78,41,78,65,38,51,30,64,67,69,67,8,14,13,8,13
