,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Jhon Durán,59,76,575000.0,600.0,31,64,47,48,38,58,45,27,45,62,79,82,69,50,55,51,71,69,71,45,63,14,60,43,51,53,19,28,22,6,6,10,9,5
1,Daniel García Beltrán,60,72,600000.0,1000.0,58,53,38,67,53,64,60,48,63,67,64,60,65,58,72,65,53,55,57,52,48,37,55,63,47,49,43,48,54,8,13,5,11,10
2,Jeremy Ngakia,70,78,3400000.0,15000.0,60,26,58,66,29,68,44,25,53,66,74,73,63,68,73,24,68,68,60,28,63,67,47,32,37,54,67,74,69,13,14,9,13,14
3,Domingos André Ribeiro Almeida,74,82,9500000.0,24000.0,65,55,49,76,56,79,65,74,70,78,76,72,78,76,79,78,64,82,55,72,67,65,69,73,53,73,61,68,58,6,9,12,8,5
4,Michał Karbownik,68,76,2600000.0,15000.0,68,39,55,68,32,71,62,38,59,70,78,76,64,60,83,45,60,70,56,37,66,63,62,64,44,60,61,63,61,6,5,15,12,12
5,Gabriel Slonina,66,81,1700000.0,2000.0,14,7,11,25,8,13,10,14,23,15,44,37,39,67,35,47,50,34,63,8,39,15,5,50,12,48,14,10,12,69,62,62,65,65
6,송민규 Min Kyu Song,68,73,1900000.0,5000.0,61,67,72,58,57,71,65,48,55,68,82,76,75,64,83,70,76,74,73,58,63,20,74,58,58,60,21,26,27,11,12,11,9,8
7,Faustino Adebola Rasheed Anjorin,66,80,2100000.0,17000.0,58,65,52,66,47,71,64,62,64,69,70,76,61,58,71,70,58,52,76,66,61,43,59,67,64,67,44,56,52,11,14,15,7,9
8,이수빈 Soo Bin Lee,63,71,1000000.0,1000.0,33,47,48,68,33,66,50,40,68,67,59,53,59,63,72,47,64,65,59,53,53,61,60,66,37,57,55,59,53,11,12,13,11,15
9,Sergio Camello Pérez,73,83,7000000.0,29000.0,44,79,67,68,66,73,66,48,46,78,69,71,66,75,72,74,66,61,54,71,42,23,76,65,59,68,32,18,13,13,8,13,11,11
10,Braian Óscar Ojeda Rodríguez,70,80,3400000.0,23000.0,55,47,59,71,45,67,43,39,69,71,72,63,75,65,79,69,79,77,59,57,81,65,60,68,41,61,66,69,67,7,6,9,9,14
11,Kristian Fredrik Malt Arnstad,65,79,1700000.0,2000.0,56,48,32,70,50,68,61,63,66,72,75,66,85,60,86,56,68,56,44,61,66,65,48,67,46,62,55,59,53,11,12,13,8,11
12,Jean Lucas de Souza Oliveira,74,79,6500000.0,34000.0,70,64,62,77,58,74,72,56,75,76,75,73,74,73,71,77,55,78,72,74,70,68,72,71,47,75,66,72,66,12,7,14,13,11
13,Ricardo Daniel Pepi,69,83,3300000.0,8000.0,34,73,69,65,62,65,59,51,57,69,70,72,66,69,63,70,65,75,70,53,32,41,72,52,66,67,34,30,24,11,14,9,10,10
14,Kelvin Kwarteng Yeboah,70,77,3300000.0,3000.0,53,70,59,59,57,71,56,40,48,68,91,92,81,74,71,70,91,74,70,58,55,20,71,66,68,65,19,21,17,7,11,12,6,6
15,Shon Zalman Weissman,76,79,10000000.0,25000.0,58,80,78,70,80,65,63,53,60,72,74,74,69,74,77,78,79,74,72,72,65,28,82,68,79,78,43,30,25,7,10,7,10,9
16,Niall Huggins,59,68,475000.0,2000.0,57,44,49,55,40,55,39,32,49,57,76,69,65,56,82,50,57,63,53,51,40,49,50,53,57,51,55,55,51,12,14,14,13,15
17,John Tolkin,69,81,3200000.0,2000.0,67,44,51,67,47,63,59,61,64,60,80,80,77,64,75,53,74,79,61,49,67,68,60,55,40,52,67,66,62,12,10,6,8,14
18,Tomás do Lago Pontes Esteves,67,80,2300000.0,3000.0,68,36,56,64,32,69,48,37,48,66,74,75,64,59,66,35,57,65,62,35,64,65,54,57,40,64,58,64,63,7,11,7,9,8
19,Salvatore Esposito,68,79,2700000.0,1000.0,59,55,51,77,51,61,68,67,70,68,63,64,71,62,74,62,51,75,51,68,55,61,68,70,64,65,60,60,61,5,9,13,7,10
20,Ramiz Larbi Zerrouki,74,80,6500000.0,11000.0,58,58,47,77,57,72,64,67,76,75,69,67,75,75,75,73,70,83,76,71,81,69,68,71,57,71,69,70,70,6,11,14,12,6
21,Jamie Leweling,73,82,7000000.0,20000.0,64,74,58,69,65,80,55,43,49,76,85,79,79,71,77,73,55,71,75,67,57,26,73,59,55,62,33,31,23,6,11,10,14,9
22,Joris Chotard,74,82,8500000.0,14000.0,68,52,58,77,40,75,66,57,74,74,67,68,76,73,70,61,69,77,61,53,75,75,62,73,55,69,72,73,66,11,6,7,14,10
23,Calvin William Ramsay,64,81,1400000.0,5000.0,69,33,50,58,27,65,61,54,55,67,77,79,75,55,66,66,61,71,65,43,64,56,57,60,42,60,56,59,57,13,8,9,9,8
24,Nathanaël Mbuku,72,81,5000000.0,14000.0,66,67,50,74,64,79,66,56,67,75,80,75,87,65,87,71,33,62,53,58,48,29,69,72,64,69,32,36,35,14,8,12,8,8
25,Brian Alexis Ocampo Ferreira,72,81,5000000.0,18000.0,76,64,49,66,61,79,78,74,67,70,85,82,82,61,77,71,56,69,59,71,62,62,65,65,61,70,40,43,47,7,14,9,9,14
26,Ricky-Jade Jones,63,78,1100000.0,2000.0,49,66,54,55,57,62,61,43,46,56,92,91,82,57,61,63,58,64,64,59,56,28,59,54,59,56,23,25,26,14,7,8,10,8
27,Kwadwo Kyeremeh Baah,60,78,625000.0,4000.0,49,52,42,52,41,62,45,46,47,59,87,83,75,56,78,64,54,52,61,60,50,28,54,55,48,58,30,32,24,10,6,14,7,14
28,Daryl Dike,71,80,4200000.0,21000.0,30,71,75,62,47,64,33,40,39,66,62,73,53,67,46,86,72,62,96,64,57,15,66,50,65,52,15,15,10,11,9,15,11,13
29,El Bilal Touré,70,80,3500000.0,12000.0,54,74,66,66,58,69,54,46,42,70,69,74,67,64,65,73,63,63,71,63,49,17,70,61,71,66,19,14,19,8,15,12,8,12
30,David Zima,74,81,8000000.0,23000.0,36,30,67,64,33,60,51,32,61,63,74,74,65,73,58,61,64,75,79,35,70,78,27,55,44,73,80,75,75,5,12,13,10,10
31,Marcelino Ignacio Nuñez Espinoza,71,80,4200000.0,23000.0,66,56,36,74,66,74,71,75,72,76,65,65,72,64,75,74,59,80,62,63,48,62,59,77,65,70,56,60,53,11,8,11,8,14
32,Alistair Johnston,71,74,2600000.0,5000.0,69,55,61,66,34,68,66,37,64,66,80,79,76,69,68,68,73,82,73,53,74,69,73,72,49,63,71,70,69,8,9,14,11,11
33,William Joel Pacho Tenorio,69,79,2900000.0,7000.0,46,30,67,64,26,52,31,38,61,62,76,83,63,64,56,41,75,69,79,29,70,65,36,47,36,58,65,71,69,9,12,12,13,10
34,Aaron Nicolás Molinas,73,81,7000000.0,10000.0,69,56,39,75,44,75,57,60,76,76,79,67,85,71,73,60,55,75,52,60,59,54,70,80,44,74,55,52,44,9,8,10,10,15
35,Dennis Cirkin,65,80,1600000.0,3000.0,62,40,57,55,29,63,50,43,35,60,75,78,57,59,64,37,63,66,58,34,62,61,50,52,47,51,57,63,62,7,8,11,11,15
