,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Viktor Andersson,55,72,inf,500.0,10,6,14,17,7,10,14,13,26,14,27,26,35,48,38,41,50,28,65,8,28,15,8,39,16,23,9,12,11,53,57,55,52,58
1,Luca Petzold,55,65,inf,500.0,12,7,14,29,9,8,11,19,14,39,41,39,21,39,21,44,44,29,51,11,37,19,11,41,21,34,11,14,12,56,54,59,58,56
2,Willum Þór Willumsson,65,71,1100000.0,2000.0,65,60,64,71,50,62,59,65,69,64,52,57,62,59,62,67,53,74,77,63,61,47,64,68,50,55,56,55,58,11,10,15,12,9
3,Wilson Odobert,65,81,1800000.0,1000.0,57,67,44,62,49,71,48,46,45,69,76,70,59,59,61,66,47,45,40,45,29,22,62,55,63,52,22,26,27,5,10,12,11,7
4,Joe Ackroyd,52,65,inf,1000.0,35,31,41,58,35,48,38,31,54,49,62,57,50,55,60,47,58,59,52,34,65,50,48,53,37,45,49,53,56,13,14,10,8,11
5,Niklas Jahn,55,72,inf,500.0,39,38,40,64,36,51,55,42,62,50,62,64,78,51,92,52,72,55,33,44,39,47,57,55,41,47,44,47,47,5,12,10,10,9
6,Serkan Göksu,63,63,inf,3000.0,51,52,67,68,47,63,51,45,64,64,65,67,52,55,51,66,57,69,78,54,61,56,59,57,57,62,51,63,61,15,14,6,9,6
7,João Pedro Eira Antunes Silva,62,68,inf,2000.0,25,18,62,56,21,35,23,25,51,52,57,67,62,58,56,38,62,68,69,23,67,61,24,33,30,42,60,64,59,14,14,5,9,8
8,Lucas Barros da Cunha,66,73,1600000.0,3000.0,62,58,55,68,47,67,69,51,65,44,64,68,69,58,72,60,67,64,59,64,58,64,55,59,47,49,61,74,71,14,11,9,7,9
9,Alan Madaliński,54,68,inf,500.0,14,7,13,25,8,5,14,13,17,18,15,21,33,38,34,38,50,28,53,8,22,9,4,27,17,36,9,14,14,55,50,50,57,58
10,Tornike Gaprindashvili,63,66,inf,2000.0,57,63,36,62,62,63,56,46,51,63,85,81,78,55,77,67,44,57,66,63,63,54,58,54,55,56,28,47,28,12,14,7,6,7
11,Darren Robinson,54,68,inf,500.0,40,32,50,58,38,56,44,43,56,59,62,64,60,58,62,54,56,58,52,34,63,57,43,45,40,48,47,56,58,10,14,7,12,10
12,Tomasz Walczak,54,68,inf,500.0,31,55,56,45,36,51,40,30,31,49,58,59,52,54,51,51,61,60,64,53,29,10,55,51,58,48,19,15,12,6,9,11,14,13
