,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Daniel Alves da Silva,77,77,2300000.0,71000.0,80,63,59,79,67,77,83,73,77,80,72,68,79,74,78,82,70,69,53,77,80,74,75,78,70,82,71,72,73,5,11,9,6,7
1,Thiago Emiliano da Silva,86,86,12000000.0,115000.0,60,40,82,81,61,67,62,61,82,79,45,52,62,85,66,71,88,66,78,65,76,89,59,71,60,86,89,86,84,9,12,5,9,10
2,Héctor Alfredo Moreno Herrera,77,77,0.0,0.0,62,43,82,73,55,54,48,28,68,68,58,52,59,75,60,64,72,64,72,44,80,76,46,58,63,69,80,75,75,12,15,14,9,10
3,Ángel Fabián Di María Hernández,84,84,20000000.0,160000.0,85,74,51,85,78,88,92,88,80,89,80,79,91,83,75,83,70,74,61,84,73,42,82,89,73,87,41,55,52,10,7,11,12,11
4,Robert Lewandowski,91,91,84000000.0,420000.0,71,94,91,84,89,85,79,85,70,89,76,75,77,93,82,91,85,76,87,84,81,49,94,81,90,88,35,42,19,15,6,12,8,10
5,Pascal Groß,78,78,11500000.0,64000.0,84,74,53,81,65,77,85,77,79,78,55,45,66,79,67,76,71,86,68,80,67,58,76,81,72,83,60,60,59,8,15,15,16,11
6,Alex Sandro Lobo Silva,80,80,15500000.0,95000.0,82,55,73,75,68,79,78,56,66,81,71,79,71,77,76,78,78,79,77,72,80,75,69,72,60,78,73,79,77,7,7,9,12,5
7,Marc-André ter Stegen,88,89,68500000.0,210000.0,18,14,11,61,14,21,18,12,63,30,45,50,39,85,43,65,79,35,78,10,43,22,11,70,25,70,25,13,10,86,85,87,85,90
8,Juan Guillermo Cuadrado Bello,82,82,11000000.0,110000.0,85,68,65,81,70,87,84,76,77,83,89,89,91,82,81,84,79,76,61,80,80,71,77,78,65,77,71,79,83,5,5,13,6,9
9,Andros Townsend,76,76,7000000.0,37000.0,78,67,48,75,72,80,80,78,70,79,76,73,77,74,77,83,44,67,62,76,76,37,74,75,76,72,41,35,34,13,11,11,11,13
10,Francisco Román Alarcón Suárez,82,82,29500000.0,39000.0,78,75,55,81,67,91,88,76,80,90,68,62,79,75,88,69,60,58,58,78,57,61,77,83,74,82,58,64,51,10,8,12,15,6
11,Anga Dedryck Boyata,75,75,3800000.0,21000.0,46,20,78,69,44,53,34,13,63,60,65,68,64,64,63,55,80,62,85,25,77,74,39,38,17,66,74,77,78,11,8,13,13,8
12,Alex Oxlade-Chamberlain,77,77,10500000.0,90000.0,78,70,39,78,60,82,73,60,74,81,79,80,76,77,87,83,69,73,70,78,77,73,78,77,69,77,68,72,68,16,9,6,9,9
13,Faouzi Ghoulam,75,75,4800000.0,45000.0,82,54,68,74,52,78,77,68,74,78,63,72,70,69,62,80,69,69,65,69,74,73,69,69,76,73,75,75,75,12,7,8,8,13
14,Raphaël Varane,85,85,45000000.0,170000.0,42,46,85,78,42,61,46,52,77,75,77,84,62,84,39,52,80,65,87,53,78,84,55,59,43,82,86,86,83,11,11,9,5,14
15,Harry Kane,89,89,105500000.0,240000.0,80,93,85,84,87,83,82,65,86,84,67,70,68,92,73,92,79,83,83,86,80,44,94,87,92,92,50,36,38,8,10,11,14,11
16,Héctor Bellerín Moruno,79,80,18500000.0,115000.0,78,52,60,77,41,77,63,50,59,78,79,83,75,77,78,52,65,72,57,43,72,78,67,66,62,70,74,77,78,8,14,14,13,12
17,Samuel Yves Umtiti,79,79,15000000.0,125000.0,61,51,78,76,65,64,72,62,73,72,61,65,58,75,64,83,82,55,82,70,79,80,51,58,59,74,79,79,77,15,10,14,12,15
18,Ezgjan Alioski,74,74,3600000.0,45000.0,75,69,64,73,70,73,72,66,70,73,79,77,78,73,77,80,85,87,66,74,83,66,70,66,72,62,65,69,67,16,12,9,9,14
19,Mattia De Sciglio,76,76,6500000.0,75000.0,78,33,69,74,41,74,78,39,70,75,64,69,75,72,76,67,80,77,66,51,66,75,64,63,49,76,76,79,75,5,3,5,5,3
20,Yassine Bounou,84,84,22500000.0,34000.0,15,14,14,39,13,20,12,19,44,12,38,36,47,83,29,57,48,43,69,19,25,12,10,62,24,57,20,18,15,83,83,76,84,86
21,Ederson Santana de Moraes,89,91,88000000.0,210000.0,20,14,14,61,18,23,15,20,66,40,64,63,60,88,48,70,66,41,78,18,38,27,20,70,51,70,29,15,8,87,82,93,88,87
22,Juan Fernando Quintero Paniagua,78,78,14000000.0,16000.0,78,72,44,77,76,82,86,84,77,82,78,66,84,72,90,83,48,50,49,79,59,37,76,83,77,83,51,30,22,14,16,10,7,12
23,Lazar Marković,73,73,3100000.0,16000.0,69,64,58,72,68,78,79,62,64,77,81,85,89,72,78,65,78,49,49,64,41,49,70,70,70,72,32,39,37,8,9,15,6,7
24,Timo Werner,82,84,38000000.0,73000.0,69,78,75,79,82,82,70,58,55,83,93,88,79,85,76,85,75,81,64,77,63,37,87,68,78,79,39,20,19,9,9,8,15,9
25,Thomas Lemar,83,84,42500000.0,74000.0,82,77,54,84,77,88,85,81,80,86,85,81,90,82,86,79,67,80,56,79,63,77,81,85,69,80,55,76,69,11,15,13,7,14
26,Andreas Bødtker Christensen,82,86,37500000.0,145000.0,51,36,80,80,25,67,41,39,73,76,59,76,61,84,60,37,79,68,77,20,75,85,32,62,36,79,85,84,83,10,12,8,6,8
27,Iñaki Williams Arthuer,81,81,26500000.0,40000.0,75,77,73,74,74,81,76,58,66,76,93,94,79,82,62,85,89,87,83,77,76,25,85,73,68,81,42,34,29,14,15,14,10,13
28,Alen Halilović,69,72,1800000.0,13000.0,70,57,24,68,62,73,81,69,70,75,74,65,81,63,85,63,36,52,32,65,42,44,63,72,66,66,50,36,30,15,11,11,13,10
29,Andrej Kramarić,82,82,25500000.0,54000.0,76,79,69,84,79,85,79,78,66,85,75,67,84,84,86,82,72,76,69,80,73,21,82,82,89,81,35,20,26,8,14,14,7,15
30,Rico Henry,75,78,7000000.0,33000.0,66,40,48,67,33,69,48,39,50,74,91,89,89,73,90,43,92,80,65,34,76,72,65,52,43,65,72,73,71,13,12,12,6,12
31,Konrad Laimer,83,84,38500000.0,64000.0,78,69,69,83,60,79,70,47,78,80,82,85,76,80,74,72,73,90,69,68,87,86,73,78,54,81,83,80,75,9,12,12,13,12
32,Ainsley Maitland-Niles,74,76,5000000.0,46000.0,67,58,54,74,44,71,64,50,66,73,79,77,79,70,71,67,66,70,67,62,69,70,70,69,69,72,68,74,72,15,9,7,10,13
33,David Mota Veiga Teixeira Carmo,77,85,22000000.0,11000.0,31,23,74,70,28,45,33,25,70,62,53,54,35,76,32,43,36,65,92,23,80,78,22,53,38,70,80,79,76,10,7,9,14,15
34,Adrián Bernabé García,69,82,3400000.0,2000.0,68,67,46,72,56,75,75,65,70,77,80,75,80,61,81,68,51,66,51,61,69,61,63,66,58,73,48,64,49,8,12,9,10,9
35,Reinier Jesus Carvalho,70,80,3500000.0,44000.0,58,67,59,72,70,77,72,55,57,74,73,66,77,66,70,71,54,66,67,61,60,31,67,64,65,73,42,45,39,13,8,13,5,11
36,Josh Thomas Doig,69,81,3200000.0,8000.0,65,57,67,64,58,65,61,37,57,59,75,80,69,59,71,58,68,84,69,60,71,63,54,63,37,56,58,70,68,15,6,8,10,11
37,Daniel Maldini,65,78,1700000.0,10000.0,53,55,58,70,53,64,66,59,62,70,66,68,70,63,68,61,54,40,53,57,46,35,62,68,58,63,31,44,40,12,12,14,13,14
38,Adrien Truffert,76,84,15500000.0,27000.0,77,52,59,72,54,75,66,53,70,74,74,77,71,71,75,63,71,79,65,51,67,72,71,66,54,68,71,77,76,6,6,6,6,8
39,Márton Dárdai,71,82,3800000.0,12000.0,60,25,69,68,35,60,44,31,76,64,66,65,64,67,65,52,72,68,74,22,60,75,31,68,36,68,70,74,72,15,11,11,8,14
40,Anton Stach,76,82,12000000.0,23000.0,70,58,77,77,54,72,71,64,73,76,69,78,60,76,44,84,66,79,81,78,73,86,74,76,51,68,66,77,66,7,14,8,7,11
41,Alejandro Baena Rodríguez,75,82,11000000.0,21000.0,69,75,58,76,68,75,68,65,71,75,77,76,78,71,68,75,40,68,58,73,70,59,76,75,63,68,59,61,58,6,11,8,12,11
42,Eliot Matazo,72,83,4800000.0,21000.0,59,56,56,76,34,76,64,43,73,74,74,72,77,69,81,68,69,69,82,60,68,67,66,74,45,74,64,70,68,14,8,13,14,14
43,Illia Zabarnyi,73,83,6000000.0,500.0,56,33,74,72,29,52,34,38,67,59,63,68,66,73,68,45,77,74,75,34,66,74,35,32,40,69,75,75,72,14,11,10,11,13
44,David Pereira Da Costa,73,81,7000000.0,20000.0,63,68,34,70,55,81,69,60,62,78,75,70,85,71,84,63,40,51,39,73,43,32,66,67,48,76,36,30,35,6,8,9,10,10
45,Ilaix Moriba,73,81,6500000.0,20000.0,40,74,59,76,48,77,46,47,75,75,68,69,68,71,59,73,58,73,62,72,58,66,67,68,49,70,59,70,64,9,14,15,10,12
46,Martin Vitík,72,82,4700000.0,500.0,31,33,73,66,28,55,32,30,62,64,65,66,43,71,45,60,64,63,77,34,71,73,51,62,22,64,71,75,72,15,12,8,8,10
