,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Filipe Couto Cardoso,67,70,1200000.0,4000.0,57,32,70,67,53,62,56,41,72,64,54,55,57,63,45,67,61,67,84,54,71,64,50,55,51,68,65,67,62,15,14,13,8,7
1,Neal Gibs,56,65,300000.0,1000.0,39,25,54,35,24,47,31,33,25,51,78,74,72,50,73,28,69,71,54,20,51,48,37,34,36,36,48,55,56,6,13,14,10,7
2,Junior Mansoni,64,66,675000.0,4000.0,58,61,43,57,46,64,56,55,48,62,72,78,66,58,58,63,74,73,72,57,53,57,61,60,54,64,56,64,62,10,7,5,8,13
3,Robert Wagner,64,75,1200000.0,2000.0,50,39,42,68,39,62,51,35,66,66,69,67,66,62,63,52,54,69,68,49,56,63,58,65,40,47,52,62,58,11,14,9,12,11
4,Louis Breunig,61,74,725000.0,600.0,47,22,62,62,25,46,30,19,48,47,65,73,57,47,58,29,83,60,60,32,44,59,30,44,31,45,64,64,60,5,9,9,8,5
5,Tobias Dombrowa,62,67,600000.0,500.0,65,62,42,63,58,66,41,45,55,66,72,72,82,42,83,63,49,41,46,56,26,21,55,62,50,45,24,23,23,14,15,10,8,6
6,Joe Klöpper,54,63,230000.0,500.0,55,55,45,37,56,52,42,35,30,57,62,74,53,34,48,63,38,72,73,45,26,18,55,55,54,42,22,22,25,9,11,7,10,5
7,Morgan Faßbender,64,70,925000.0,750.0,62,55,39,59,61,64,44,31,44,60,83,87,66,50,63,63,47,77,63,40,55,24,64,55,54,49,16,26,20,11,7,9,13,9
8,Beyhan Ametov,62,68,625000.0,600.0,55,60,32,58,62,63,65,40,33,62,78,71,82,65,80,60,69,70,56,57,25,16,60,55,45,51,18,28,28,5,6,6,7,10
9,Moritz Hinnenkamp,53,68,210000.0,500.0,28,15,46,50,23,24,26,21,45,29,55,62,64,41,55,30,69,64,73,18,40,51,22,34,25,43,50,61,57,13,13,15,15,6
10,Jonas Fedl,63,70,900000.0,600.0,28,23,67,50,20,47,21,29,38,43,56,63,57,60,57,37,72,62,65,24,62,65,20,40,38,51,62,65,63,15,7,7,9,10
11,Gary Moya,60,69,550000.0,600.0,41,35,33,68,29,64,37,42,60,63,66,64,64,55,62,42,53,60,38,39,38,50,58,61,32,45,36,57,44,14,12,7,11,5
12,Cristián Díaz,54,62,230000.0,600.0,21,18,52,46,16,20,20,18,31,34,61,55,53,51,58,30,64,34,63,17,50,52,34,26,27,36,56,58,57,10,10,8,9,10
13,Florian Kleinhansl,64,72,1300000.0,1000.0,64,35,44,60,45,71,72,45,51,69,78,72,81,71,80,40,73,72,56,41,49,56,45,64,48,52,51,63,55,9,14,13,8,12
14,Maksymilian Boruc,52,69,180000.0,500.0,11,6,12,25,8,10,12,13,16,12,16,20,35,40,26,44,34,16,51,9,24,14,7,32,17,21,6,11,12,51,51,59,56,52
15,Paul Schermer,55,72,275000.0,500.0,11,5,14,25,9,8,11,12,27,15,25,22,24,48,42,41,59,18,53,7,22,9,6,30,12,31,7,12,11,58,52,54,51,57
16,Stefan Škrbo,60,71,550000.0,1000.0,61,56,45,58,48,61,57,48,51,62,72,71,74,52,79,57,67,54,45,55,57,31,53,52,43,47,45,49,43,7,13,11,12,10
17,Markus Wallner,63,66,650000.0,2000.0,58,65,41,55,48,66,55,36,48,63,76,79,64,52,62,71,40,65,58,52,38,28,56,58,52,49,25,25,32,8,8,6,6,14
18,Denis Tomic,60,66,400000.0,2000.0,59,63,56,60,54,61,44,46,59,59,71,78,62,56,78,60,61,54,39,58,45,17,57,42,58,46,12,17,11,7,12,14,8,7
