,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Han-Noah Massengo,69,81,3200000.0,11000.0,56,39,60,72,39,73,50,44,70,68,74,70,85,66,85,63,61,70,63,54,65,70,57,66,51,68,64,66,65,8,14,12,9,15
1,Charlie Kelman,61,73,800000.0,5000.0,44,62,52,49,53,62,55,44,35,60,82,80,75,58,71,65,72,68,57,59,54,21,59,50,55,58,22,26,24,10,9,13,8,8
2,Niklas-Wilson Sommer,63,68,675000.0,1000.0,59,38,52,63,37,62,51,36,57,64,77,86,74,56,73,40,67,70,71,35,60,53,47,51,35,50,55,58,57,6,6,11,6,14
3,Arthur Okonkwo,64,75,1100000.0,7000.0,10,6,12,33,7,9,12,20,20,17,44,44,40,59,31,44,50,29,50,7,20,11,6,30,19,30,13,13,12,63,61,59,64,65
4,Ander Barrenetxea Muguruza,74,83,9500000.0,21000.0,68,75,58,66,66,82,64,43,53,76,81,76,85,69,84,75,80,59,44,62,35,17,72,65,59,74,33,12,14,13,11,11,5,13
5,Leif Davis,68,74,1800000.0,5000.0,66,44,59,65,30,65,65,58,59,66,80,79,72,62,74,46,75,67,64,50,58,63,60,62,46,64,64,64,62,13,6,9,10,13
6,Adam Fernando Bareiro Gamarra,72,74,3000000.0,11000.0,43,73,74,66,54,71,49,46,50,73,68,69,64,72,62,69,80,69,80,64,66,25,74,61,64,69,39,39,30,7,14,10,14,14
7,Ake Arnaud Loba,67,72,1600000.0,3000.0,51,66,64,68,57,66,45,41,55,66,83,79,82,58,66,72,71,55,74,59,52,20,66,58,72,60,20,19,16,7,7,7,8,13
8,Aihen Muñoz Capellán,74,79,6000000.0,20000.0,72,51,65,71,45,78,66,41,75,68,77,76,68,75,70,55,69,77,63,60,78,72,70,66,36,74,73,72,71,10,9,10,15,15
9,Ángel David Alonzo Meneses,56,73,160000.0,700.0,11,7,10,22,8,7,13,10,16,11,30,35,40,53,47,44,67,24,58,5,16,14,6,44,16,22,8,10,13,56,51,58,53,61
