,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Benjamin Pavard,80,82,24000000.0,59000.0,76,44,84,77,73,68,63,51,74,75,68,65,66,79,66,75,86,78,78,59,74,80,58,66,51,77,78,86,79,9,7,15,7,15
1,Gonzalo Ariel Montiel,79,81,20000000.0,28000.0,74,56,71,74,41,73,59,39,66,74,84,83,82,76,75,65,80,93,72,59,87,78,77,70,75,75,76,75,74,6,10,11,5,6
2,Wesley Moraes Ferreira da Silva,73,76,4099999.9999999995,56000.0,58,70,74,72,72,70,57,49,67,76,54,74,53,70,45,81,75,70,91,68,83,37,75,71,69,75,35,37,15,12,13,14,8,6
3,Gabriel dos Santos Magalhães,81,86,35000000.0,74000.0,38,31,85,76,28,52,47,27,73,65,61,73,51,81,37,51,70,66,87,30,82,80,44,59,40,74,83,84,80,12,8,13,10,7
4,Mason Mount,83,86,49500000.0,120000.0,84,81,59,85,75,82,82,84,84,83,76,72,77,85,76,81,54,86,58,83,68,59,82,82,69,83,55,57,41,11,12,13,8,12
5,Alexander Isak,80,85,33000000.0,90000.0,61,79,74,75,79,85,70,65,52,86,80,85,79,79,66,81,71,68,75,76,52,29,83,76,75,77,25,21,18,7,6,9,7,11
6,Benjamin Anthony Brereton Díaz,75,82,11500000.0,38000.0,64,75,70,68,69,75,68,61,53,73,85,83,77,74,65,75,47,78,80,66,69,36,75,65,71,72,34,44,37,7,12,13,12,13
7,João Pedro Neves Filipe,76,83,15000000.0,46000.0,72,74,60,72,66,79,75,68,68,78,85,87,89,66,80,72,73,69,57,73,56,37,70,74,59,73,28,41,25,14,7,14,5,11
8,Federico Chiesa,84,87,57500000.0,140000.0,75,80,50,78,80,89,78,62,72,82,91,91,88,86,81,86,53,85,70,84,69,30,84,77,62,81,65,44,44,6,7,8,9,7
9,Carlos Uriel Antuna Romero,75,77,0.0,0.0,65,77,43,69,55,80,57,48,58,72,93,92,92,67,77,74,63,81,42,66,42,35,77,63,54,71,24,31,32,10,13,14,9,11
10,Noah Arinzechukwu Okafor,76,83,15500000.0,26000.0,66,76,63,72,68,76,67,63,64,74,93,93,87,76,66,74,78,76,83,72,53,20,75,68,70,70,38,25,20,14,14,11,6,5
11,Djed Spence,75,84,12000000.0,44000.0,71,38,48,68,27,77,49,28,47,72,87,90,79,73,66,54,60,76,63,45,46,71,56,44,37,65,67,73,64,13,8,7,11,6
12,Karamoko Kader Dembélé,65,79,1700000.0,4000.0,56,56,22,61,47,69,59,60,53,67,87,82,90,54,89,66,37,56,33,62,40,11,53,58,56,58,15,19,16,12,13,11,8,15
13,Khéphren Thuram-Ulien,78,85,28500000.0,32000.0,68,73,76,79,55,78,72,56,78,79,75,74,71,78,69,74,74,79,80,69,70,76,77,77,59,78,76,76,72,7,9,14,11,9
14,Yusuf Demir,71,82,4000000.0,23000.0,65,69,43,66,56,77,68,58,58,76,86,79,90,65,89,65,76,58,43,68,54,19,55,69,56,68,15,18,11,12,11,6,6,15
15,Fabricio Díaz Badaracco,72,83,5000000.0,500.0,53,59,64,73,75,71,59,61,78,70,73,68,74,76,76,72,58,78,53,72,58,68,59,73,57,74,67,75,71,6,11,11,12,6
16,Souleymane Isaak Touré,68,84,2900000.0,7000.0,42,29,64,59,27,47,38,24,47,62,63,70,53,53,47,39,74,65,91,19,84,64,38,50,41,64,62,71,60,14,7,7,5,12
17,Kaide Gordon,62,83,1200000.0,3000.0,55,60,42,58,42,64,45,30,50,61,77,67,80,57,76,55,58,55,43,54,38,22,58,57,56,61,22,24,21,13,7,6,9,7
18,Joaquín Sánchez Rodríguez,79,79,0.0,20000.0,86,78,65,85,68,81,86,77,84,81,62,68,69,82,69,78,31,34,61,77,55,35,81,85,75,81,41,47,39,9,14,6,10,11
19,Karim Benzema,91,91,64000000.0,450000.0,75,92,90,89,88,87,82,73,76,91,79,80,78,92,72,87,79,82,82,80,63,39,92,89,84,90,43,24,18,13,11,5,5,7
20,Philippe Coutinho Correia,81,81,25000000.0,95000.0,77,75,48,82,78,85,86,82,77,87,74,53,91,80,92,77,58,64,52,84,59,49,80,83,72,79,55,54,47,12,7,9,14,6
21,Fábio Pereira da Silva,71,71,1400000.0,15000.0,68,37,59,71,59,71,57,60,68,72,72,73,74,71,81,72,75,61,59,56,82,67,67,69,60,71,71,70,71,12,10,11,15,6
22,Bamidele Alli,77,80,14000000.0,40000.0,70,80,78,78,77,79,76,60,76,81,63,66,69,74,66,76,71,66,74,72,66,60,80,77,80,78,63,65,62,7,6,9,11,8
23,Bruno Miguel Borges Fernandes,86,86,72500000.0,190000.0,85,83,64,88,87,79,85,85,86,84,75,69,78,91,79,88,71,92,66,88,80,67,85,90,90,79,66,73,65,12,14,15,8,14
24,Mislav Oršić,77,77,10500000.0,1000.0,76,81,54,70,78,72,84,80,62,75,87,90,88,78,84,82,66,80,60,85,47,58,79,68,79,74,56,57,55,8,13,6,15,14
25,Sergej Milinković-Savić,86,87,77500000.0,90000.0,71,82,86,86,74,85,81,78,86,87,66,70,62,84,63,83,87,91,87,81,79,79,82,83,59,84,78,79,74,7,10,7,16,7
