,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Liam Walsh,68,73,1800000.0,10000.0,67,61,55,72,60,71,67,67,70,72,66,64,88,60,91,71,63,67,51,69,67,58,65,71,55,74,59,60,59,6,7,14,11,9
1,Sander Gard Bolin Berge,75,81,8000000.0,22000.0,65,60,79,76,48,75,71,50,74,75,55,69,56,72,54,75,73,79,91,59,72,73,68,73,54,83,73,74,66,14,9,10,8,10
2,Arquímedes José Figuera Salazar,69,69,0.0,0.0,45,22,64,68,17,59,50,51,70,60,69,66,66,64,75,61,69,77,59,49,68,74,44,65,55,71,72,66,67,12,9,9,8,7
3,Jorge Marcos Pombo Escobar,68,68,1200000.0,5000.0,66,68,62,71,65,71,67,69,68,70,69,65,65,56,79,80,66,60,81,73,66,51,65,69,69,72,42,55,56,12,13,8,8,10
4,Fabián Marcelo Hormazabal Berríos,64,75,775000.0,2000.0,65,59,65,65,49,67,49,32,60,65,70,76,72,57,61,68,64,74,70,55,27,33,62,58,47,55,44,28,21,15,8,12,8,12
5,Joshua Jon Cullen,75,78,6500000.0,36000.0,73,48,60,77,48,68,63,55,75,73,71,65,72,74,78,68,70,85,65,63,71,75,59,69,58,74,73,74,72,9,12,15,11,9
6,Bassem Morsi,70,73,0.0,0.0,26,73,74,59,66,68,64,65,24,59,64,71,58,66,67,72,69,63,65,69,70,18,72,68,70,63,16,28,22,15,6,13,12,13
7,Siphelele Leonard Ntshangase,66,67,975000.0,500.0,47,65,41,67,44,70,49,44,57,74,60,65,60,50,80,59,55,42,61,63,45,31,65,70,60,63,27,37,45,12,14,6,13,9
8,Charlie Lyon,56,59,80000.0,1000.0,14,17,11,24,17,12,19,13,23,17,45,47,39,50,40,16,54,41,85,14,18,24,20,14,22,36,15,12,18,58,53,65,56,52
9,Julien Laporte,74,75,4000000.0,17000.0,27,22,76,66,33,40,28,25,55,63,45,44,41,67,53,41,86,80,85,27,73,72,29,29,39,55,77,75,72,14,6,15,15,14
10,Alfonso Pedraza Sag,78,80,16000000.0,31000.0,76,72,67,74,63,77,74,57,68,76,79,82,76,75,68,78,69,82,75,69,69,72,75,69,64,66,74,77,75,12,6,14,7,12
