,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Daniele Casiraghi,66,66,850000.0,1000.0,67,68,49,68,59,66,64,73,59,71,64,65,62,63,73,68,62,82,70,65,62,25,69,56,67,68,30,40,49,14,10,14,9,8
1,Matteo Rover,63,69,750000.0,850.0,55,59,47,54,65,64,62,58,39,70,70,73,67,62,59,67,57,77,62,62,48,18,63,51,54,64,15,23,19,12,6,11,5,11
2,Raphael Odogwu,62,62,325000.0,850.0,36,63,52,50,61,64,55,42,39,65,64,61,50,57,56,68,57,51,83,58,46,23,60,44,59,53,18,19,12,10,7,11,7,14
3,David Hundertmark,53,58,110000.0,500.0,13,9,10,24,7,12,13,13,27,13,20,25,39,34,44,41,59,27,51,8,22,14,8,29,12,25,6,11,14,58,52,54,48,57
4,Jason Wright,56,57,170000.0,1000.0,44,57,58,48,46,54,37,35,28,52,71,68,59,51,63,55,54,61,49,54,33,21,56,43,61,47,19,18,15,6,12,13,13,15
5,Jack Lynn,54,65,240000.0,1000.0,41,62,53,46,40,44,33,29,36,47,56,53,55,54,55,53,58,57,60,51,30,19,59,49,64,56,19,27,25,11,14,9,13,9
6,Dae Hwan Kim,50,68,110000.0,500.0,42,28,41,33,28,51,31,30,25,39,60,62,50,49,74,28,60,50,41,21,49,55,48,39,38,30,40,48,52,7,9,13,10,6
7,Lorenzo Andreoli,57,65,350000.0,600.0,41,30,58,66,38,47,44,38,55,53,64,66,54,53,67,47,53,55,68,29,56,53,34,39,49,42,48,60,62,11,13,11,6,5
8,Hamza Haoudi,60,68,550000.0,550.0,57,49,33,56,42,69,51,36,46,66,64,71,71,49,74,53,33,54,50,48,33,26,49,59,53,56,24,26,32,14,14,7,9,9
9,Boualem Khoukhi,71,71,0.0,0.0,39,49,74,66,46,48,64,63,64,61,58,65,47,67,57,75,85,77,79,72,68,68,46,50,71,68,72,70,67,9,14,6,14,7
10,Ismael Mohammad,67,67,0.0,0.0,67,64,52,64,53,66,64,38,57,64,82,84,77,63,80,62,58,73,50,58,75,57,65,65,48,62,55,62,63,9,13,10,6,5
11,Karim Boudiaf,72,72,0.0,0.0,65,60,66,74,54,69,73,50,75,74,50,53,62,70,58,69,72,78,78,69,62,67,57,74,40,72,68,67,64,10,6,11,13,13
12,Ahmed Alaaeldin,65,65,0.0,0.0,42,62,67,49,59,62,50,41,38,65,80,82,72,58,78,65,88,57,67,55,40,27,68,52,61,64,23,16,14,10,5,13,12,10
13,Mohammed Muntari,67,67,0.0,0.0,39,69,73,57,62,62,45,38,42,66,51,72,49,61,32,67,68,59,80,62,55,26,67,51,67,64,21,19,24,8,7,10,5,7
14,Bassam Al Rawi,68,75,0.0,0.0,49,38,63,65,40,61,72,73,62,65,73,71,74,58,75,63,88,68,74,57,75,62,42,55,45,65,65,71,68,8,8,9,14,9
15,Meshaal Barsham,65,71,0.0,0.0,13,5,12,17,5,5,10,13,22,14,56,48,56,64,62,41,74,28,44,8,16,12,6,39,10,48,9,13,11,65,60,54,65,69
16,Musab Kheder,65,65,0.0,0.0,60,38,53,60,35,62,51,35,51,61,80,82,83,53,75,40,57,64,48,34,60,61,58,49,41,55,59,63,64,9,10,11,10,13
17,Salem Al Hajri,63,67,0.0,0.0,45,35,58,63,35,50,49,35,57,57,61,55,59,58,66,43,68,58,71,38,68,63,34,52,40,58,61,66,65,12,12,12,9,14
18,Gerard Storey,50,65,100000.0,500.0,38,25,50,46,32,39,35,34,48,44,61,64,54,50,62,48,54,58,49,39,50,49,48,38,42,42,50,51,50,7,12,11,10,12
19,Kazeem Olaigbe,55,67,300000.0,4000.0,48,59,45,51,56,56,53,46,48,54,71,73,67,39,70,63,39,33,49,49,39,26,55,57,58,53,20,31,30,7,6,9,6,9
20,Lewis Payne,54,66,240000.0,2000.0,50,28,38,46,29,46,37,34,35,47,68,55,56,53,43,40,60,52,54,30,61,55,39,37,39,40,51,53,50,11,9,5,10,6
21,Nathan Harvey,49,65,100000.0,500.0,11,6,11,21,7,7,15,9,25,12,16,28,32,33,50,44,65,20,34,9,22,14,5,24,11,25,9,13,15,52,48,59,47,50
22,Gabriele Piccinini,60,67,475000.0,600.0,37,33,46,68,38,53,47,46,51,55,64,63,61,59,58,53,57,62,65,32,54,60,39,46,49,52,53,63,58,13,15,11,7,9
23,Andrea Vallocchia,62,64,500000.0,650.0,51,44,44,67,44,64,48,48,64,68,71,68,53,60,56,58,64,72,51,46,57,46,54,53,52,54,49,74,65,8,8,12,12,5
24,Alessandro Livieri,65,71,875000.0,1000.0,8,8,8,28,11,9,13,12,31,15,41,52,28,53,31,53,35,24,68,8,17,14,8,37,18,29,8,14,13,64,61,70,67,68
25,Christian Friedrich,56,71,325000.0,1000.0,52,49,43,51,37,56,38,35,44,57,75,74,67,47,69,40,53,63,65,43,52,50,53,45,30,45,48,50,47,6,13,10,8,7
26,Hunor Gedő,52,70,180000.0,500.0,12,5,11,23,6,9,11,11,24,18,26,23,28,41,38,41,49,22,58,5,26,11,8,32,10,40,8,12,13,53,54,54,51,52
27,Tristan van Gilst,59,71,525000.0,800.0,39,62,55,51,58,71,55,41,46,65,78,70,58,51,62,60,50,42,52,55,31,17,48,56,57,51,18,13,17,11,13,5,15,12
28,Mario Gila Fuentes,62,73,825000.0,5000.0,47,28,67,63,41,50,42,36,61,61,64,64,60,54,62,54,66,61,67,49,56,58,24,36,38,57,59,65,63,14,10,10,6,14
29,Jean-Jacques Danley,64,77,1400000.0,2000.0,52,39,61,67,43,61,58,45,64,63,66,67,64,58,68,63,71,66,68,54,66,59,55,55,35,62,60,64,61,11,12,7,9,7
30,Sandro Plínio Rosa da Cruz,64,78,1400000.0,2000.0,57,32,50,62,34,63,58,37,58,65,78,82,62,58,61,27,56,75,61,33,59,52,51,54,44,44,57,60,58,8,14,12,12,12
31,Leonardo Flores,58,69,425000.0,3000.0,38,62,63,45,49,55,39,38,36,59,61,56,52,54,67,57,61,55,50,62,32,18,58,53,73,45,13,13,16,7,10,13,5,11
32,Ahmed Mandefu,52,62,170000.0,700.0,51,31,48,34,32,62,28,31,25,33,64,58,54,48,60,27,56,58,63,24,53,50,51,37,37,32,44,55,55,13,14,9,11,7
33,Yiğit Ulaş,56,70,300000.0,500.0,29,26,56,42,25,30,33,34,34,41,59,54,47,53,66,41,73,54,52,20,46,58,23,29,36,44,52,65,62,14,11,13,9,8
34,Berat Yaman,58,68,425000.0,850.0,60,57,40,63,49,61,52,44,55,58,66,62,52,38,75,57,47,53,43,43,27,25,51,47,59,48,31,35,31,9,14,13,10,13
35,Franco Ortellado,64,76,1400000.0,3000.0,31,27,63,42,22,36,33,35,38,51,61,59,57,58,60,44,61,55,83,23,67,63,24,29,40,62,65,65,63,7,14,12,14,6
36,Alfie Bendle,54,72,250000.0,500.0,42,36,46,56,34,51,35,36,52,53,64,60,57,53,65,48,57,58,56,32,54,51,34,47,44,46,52,50,48,9,11,11,8,11
37,Samuele Righetti,57,67,350000.0,550.0,42,30,47,41,29,52,33,35,38,53,65,62,58,57,63,33,66,66,49,31,55,56,38,34,33,42,54,62,59,14,12,6,6,6
38,Milan Smit,59,69,500000.0,1000.0,43,63,64,54,47,61,49,41,37,60,54,49,56,56,65,57,63,59,62,56,34,16,58,55,62,49,22,22,21,10,11,11,15,9
