,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Jürgen Locadia,70,70,1700000.0,15000.0,56,65,60,68,70,71,65,74,63,74,68,72,66,71,62,83,61,67,80,66,66,37,70,69,69,66,29,34,31,10,7,8,13,10
1,Emrah Başsan,71,71,1800000.0,12000.0,71,66,51,72,66,72,72,72,66,71,79,75,80,67,79,74,68,65,53,74,60,21,68,67,61,64,20,14,23,12,9,15,13,8
2,George Alan Saville,70,70,1600000.0,9000.0,69,67,67,70,56,67,64,68,66,70,65,61,71,72,71,66,83,85,66,68,77,69,69,72,54,64,66,70,64,7,11,12,11,14
3,Joe Ralls,70,70,1600000.0,20000.0,71,66,50,72,63,66,71,70,72,71,63,59,68,70,67,71,59,74,58,69,74,66,67,71,74,70,65,70,68,9,16,13,11,11
4,Kevin Stöger,73,73,3000000.0,21000.0,77,68,45,80,63,76,69,70,80,76,62,51,77,78,77,72,54,75,60,72,50,49,67,78,50,72,38,38,39,15,12,13,10,12
5,Fernando Lewis,69,70,1100000.0,5000.0,67,44,65,58,46,69,54,21,56,65,86,87,76,65,72,62,88,77,73,38,66,69,59,64,46,65,66,63,64,6,14,13,7,11
6,Maxime Dupé,75,77,4700000.0,15000.0,10,10,13,34,10,11,12,11,29,22,48,42,35,67,39,53,54,21,71,11,35,23,11,35,18,58,9,11,11,76,74,71,73,76
7,Davy Roef,73,73,2200000.0,14000.0,11,14,11,37,14,18,11,19,53,25,53,48,45,70,49,54,65,33,68,12,28,12,11,53,30,46,12,11,18,74,73,72,72,72
8,Segundo Víctor Ibarbo Guerrero,67,67,750000.0,2000.0,65,57,60,60,62,66,67,64,52,66,90,92,78,63,46,77,85,72,86,64,68,35,57,65,66,64,29,41,38,4,4,4,4,4
9,Mário Rui Silva Duarte,79,79,12500000.0,51000.0,79,42,60,76,57,78,76,72,75,78,84,79,88,76,87,72,90,83,50,73,73,76,64,70,60,71,74,75,75,13,5,9,8,14
10,Vilmos Tamás Orban,82,82,25500000.0,65000.0,39,38,85,71,31,52,28,32,58,58,50,63,48,77,56,37,91,68,85,29,83,82,42,44,41,72,85,85,81,15,12,15,10,6
11,Mats Seuntjens,71,71,1800000.0,10000.0,65,70,66,70,62,70,76,68,69,71,74,80,66,70,61,78,68,76,80,74,70,59,70,65,66,74,60,64,54,13,7,9,9,10
12,Paweł Olkowski,67,67,700000.0,3000.0,68,50,55,67,56,65,53,44,58,63,73,71,74,64,65,67,68,66,70,65,69,61,64,60,47,67,61,66,65,13,15,10,15,10
13,Mauricio Ernesto Pereyra Antonini,74,74,3300000.0,8000.0,72,61,49,76,69,73,67,73,72,75,72,66,82,75,88,70,53,73,64,66,67,69,78,79,62,73,35,63,55,16,13,14,12,7
14,Afonso Miguel Castro Vilhena Taira,68,68,1000000.0,2000.0,43,37,58,64,34,66,67,49,62,73,49,52,66,73,74,70,61,70,67,63,70,62,54,61,49,50,65,74,67,15,6,10,10,13
15,Charlie Taylor,75,75,5000000.0,38000.0,74,46,71,72,43,74,69,61,68,72,67,68,67,72,66,63,76,76,78,59,80,74,59,65,45,74,74,75,75,13,6,14,13,8
16,Phillipp Steinhart,66,66,750000.0,1000.0,68,49,57,65,51,57,73,72,64,63,74,72,71,51,71,66,73,81,72,57,62,61,53,59,68,60,53,63,61,10,14,9,15,12
17,Rafael Baca Miranda,72,72,1600000.0,36000.0,65,52,52,76,54,66,66,58,71,72,72,71,84,70,80,79,64,80,70,55,84,70,58,69,58,72,62,70,66,10,7,6,6,12
18,Samed Yeşil,63,68,500000.0,2000.0,35,67,46,58,69,67,56,42,36,66,76,68,83,57,79,57,65,57,58,50,36,21,66,39,62,57,29,16,19,15,9,12,7,7
19,Mikaël Yann Mathieu Mandron,62,62,425000.0,3000.0,47,62,63,55,54,57,52,43,43,61,64,61,52,60,53,64,71,80,86,57,67,42,63,58,64,64,45,44,39,14,10,13,15,8
20,Ben Wilson,66,66,575000.0,5000.0,18,19,15,32,14,19,14,14,30,20,40,40,32,57,57,50,53,22,56,16,19,19,17,40,32,43,18,14,17,68,65,67,63,67
21,Jamal Blackman,66,66,600000.0,2000.0,13,19,18,37,17,14,18,12,33,19,23,29,42,59,33,47,60,25,69,16,23,10,10,29,36,40,17,13,12,67,65,63,64,67
22,Tokmac Chol Nguen,73,73,3100000.0,1000.0,59,75,46,71,55,80,47,52,65,73,88,82,88,73,85,62,70,71,54,74,56,45,67,66,54,72,44,47,37,9,7,8,8,9
23,Daniel Schütz,64,64,575000.0,3000.0,61,58,51,61,58,64,70,63,59,63,89,79,91,51,90,63,92,70,41,63,59,37,56,55,61,66,39,59,58,11,9,11,13,8
24,John Egan,74,74,3500000.0,24000.0,32,43,76,71,50,55,36,29,69,68,62,65,60,75,66,62,77,72,80,41,78,76,38,44,42,64,72,73,71,15,10,9,8,6
25,Ibou Omar Touray,64,64,575000.0,5000.0,60,48,51,56,45,60,61,58,53,57,82,85,81,56,77,57,88,88,61,50,56,57,54,55,48,59,56,58,56,10,10,10,11,12
26,Adryan Oliveira Tavares,66,66,925000.0,8000.0,62,70,58,63,68,64,65,63,64,65,75,68,76,62,74,70,65,34,66,68,43,44,67,67,60,64,43,32,38,5,5,5,5,5
27,Juan Bernat Velasco,78,78,12500000.0,68000.0,81,63,56,78,61,81,78,51,73,80,75,73,80,80,87,70,74,53,53,62,75,77,77,76,53,78,74,80,77,8,9,12,11,16
28,Cristian Portugués Manzanera,78,78,13500000.0,33000.0,75,74,74,71,72,75,78,64,70,76,85,88,83,73,82,80,75,83,72,71,80,55,78,74,65,74,55,55,53,14,10,15,15,13
29,Mattia Valoti,72,72,2300000.0,33000.0,72,68,48,78,69,74,78,65,76,77,55,55,69,69,76,68,53,69,54,73,58,59,68,73,75,73,50,56,51,6,12,11,8,14
