,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Dimitri Foulquier,75,75,4900000.0,29000.0,71,63,69,70,49,72,60,40,68,72,75,77,69,74,62,74,74,79,78,56,72,72,72,63,49,68,71,74,73,11,7,6,10,14
1,Alejandro Pozuelo Melero,79,79,17000000.0,12000.0,74,70,54,82,68,80,78,74,75,81,69,59,77,80,85,75,61,79,64,76,59,55,77,88,76,84,54,55,36,10,8,14,10,8
2,John Anthony Brooks,77,78,9500000.0,14000.0,36,39,84,74,32,59,30,28,72,64,53,62,53,75,51,52,74,61,84,29,74,76,40,58,45,81,77,80,75,8,7,10,9,10
3,Marcus Bettinelli,70,71,1200000.0,33000.0,12,14,11,40,12,15,12,19,48,28,34,24,39,60,40,54,60,22,40,14,33,15,6,40,18,52,16,18,17,71,68,72,71,72
4,Riyad Mahrez,85,85,44500000.0,200000.0,80,80,56,83,76,89,85,79,75,90,84,77,91,83,88,82,56,75,57,82,48,39,84,83,74,79,45,31,22,15,9,13,11,6
5,Raphael Holzhauser,70,70,1600000.0,9000.0,80,70,59,71,72,69,87,82,74,75,42,51,57,67,42,83,50,64,77,72,67,59,72,80,82,82,58,59,44,13,12,8,8,15
6,Michy Batshuayi Tunga,77,77,11000000.0,68000.0,65,76,75,64,77,74,67,54,39,77,77,78,75,77,71,86,84,69,82,73,69,29,78,64,68,79,37,31,22,9,10,16,7,15
7,Segundo Víctor Ibarbo Guerrero,67,67,750000.0,2000.0,65,57,60,60,62,66,67,64,52,66,90,92,78,63,46,77,85,72,86,64,68,35,57,65,66,64,29,41,38,4,4,4,4,4
8,Ole Kristian Selnæs,75,75,6000000.0,18000.0,69,64,74,75,66,72,73,76,76,76,67,68,82,75,71,71,80,87,80,75,68,76,66,76,65,73,69,65,64,12,13,8,12,10
9,Vilmos Tamás Orban,82,82,25500000.0,65000.0,39,38,85,71,31,52,28,32,58,58,50,63,48,77,56,37,91,68,85,29,83,82,42,44,41,72,85,85,81,15,12,15,10,6
10,Joel Nathaniel Campbell Samuels,75,75,5500000.0,26000.0,73,74,65,75,68,80,72,69,70,77,75,74,76,70,64,78,75,64,82,72,64,45,74,74,70,74,32,40,42,8,15,14,15,14
11,Carlos Clerc Martínez,73,73,2600000.0,15000.0,73,56,62,69,48,71,75,56,63,73,79,88,76,70,73,64,72,83,69,59,62,68,72,68,50,73,64,68,67,7,14,11,10,14
12,乾 貴士,74,74,2600000.0,9000.0,69,66,41,72,69,80,85,65,68,79,80,71,88,70,92,72,64,70,43,76,49,44,72,70,57,75,58,39,31,11,12,11,15,8
13,Téji Tedy Savanier,81,81,25000000.0,33000.0,84,74,47,84,68,82,83,82,84,83,68,61,85,79,90,79,32,77,62,81,83,78,76,85,77,85,67,71,69,12,11,15,10,10
14,Marko Livaja,77,77,11000000.0,1000.0,69,78,73,75,74,80,68,73,53,80,82,75,65,75,80,85,75,70,86,71,88,27,74,77,86,83,39,39,20,15,9,12,15,12
15,Calum Chambers,75,76,5500000.0,58000.0,70,54,73,75,47,66,60,49,70,74,63,66,60,74,66,60,75,62,77,58,77,76,57,64,54,67,76,77,74,11,14,12,7,12
16,Mattia De Sciglio,76,76,6500000.0,75000.0,78,33,69,74,41,74,78,39,70,75,64,69,75,72,76,67,80,77,66,51,66,75,64,63,49,76,76,79,75,5,3,5,5,3
