,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Vincent Paté Aboubakar,75,75,5500000.0,38000.0,63,75,75,73,76,74,77,67,68,77,73,73,72,74,63,74,75,74,87,72,76,33,77,76,74,82,44,23,19,8,10,9,7,8
1,Noa Noëll Lang,77,84,21000000.0,25000.0,66,72,48,75,80,84,69,57,67,81,88,82,86,78,87,72,67,74,63,69,70,57,72,73,71,82,47,51,43,13,7,13,12,12
2,Georgios Giakoumakis,73,73,3300000.0,43000.0,36,75,77,64,75,62,57,45,39,70,66,73,64,74,64,78,82,69,84,62,70,17,78,52,73,70,27,24,19,9,8,14,7,13
3,Benoît Badiashile Mukinayi,77,85,22000000.0,31000.0,48,38,78,78,31,58,56,34,77,67,54,66,42,76,35,70,78,64,84,47,69,78,47,68,46,75,78,78,74,8,7,5,15,8
4,William Alain André Gabriel Saliba,81,89,54000000.0,62000.0,58,37,67,79,34,72,55,35,73,78,77,84,50,81,59,60,72,69,84,23,82,83,43,62,47,79,83,85,81,7,10,6,8,11
5,Mohammed Kudus,77,85,23500000.0,13000.0,59,75,52,76,68,80,64,48,73,81,91,85,85,72,92,78,77,77,75,67,68,59,77,75,64,76,60,66,46,6,12,7,7,10
6,Declan Rice,84,87,52000000.0,83000.0,55,61,72,83,50,78,61,65,84,79,68,74,55,81,67,78,74,90,79,65,84,85,58,79,71,83,82,84,80,8,11,14,5,9
7,Moise Bioty Kean,78,86,32000000.0,41000.0,48,79,76,68,72,77,69,44,46,75,83,87,79,70,79,84,79,77,81,66,57,31,81,58,65,72,40,36,30,13,8,10,7,9
8,Facundo Hernán Farías,75,85,12000000.0,9000.0,64,69,63,73,71,83,69,49,72,80,91,82,90,72,91,82,57,73,69,70,72,29,75,69,74,80,33,43,37,6,13,6,6,13
9,손흥민 孙兴慜,89,89,101000000.0,240000.0,83,91,68,83,79,86,87,74,74,84,85,90,85,91,76,88,60,88,64,89,62,39,91,82,73,89,47,34,33,11,13,13,6,10
10,Paulo Bruno Exequiel Dybala,86,86,69500000.0,130000.0,82,83,58,86,88,90,89,88,79,93,84,76,88,79,90,84,74,68,60,89,43,42,82,91,84,79,32,41,39,5,4,4,5,8
11,Mike Maignan,87,90,80000000.0,90000.0,18,15,17,57,16,31,38,16,53,40,50,53,41,85,56,64,74,39,78,20,35,25,15,61,15,66,23,16,19,85,82,85,85,89
12,Aaron Wan-Bissaka,79,82,22000000.0,86000.0,70,44,48,70,43,75,71,45,54,70,77,86,80,76,66,70,67,72,68,44,75,82,65,60,44,70,73,82,90,9,8,6,8,8
13,Theo Bernard François Hernández,85,90,76000000.0,82000.0,84,69,74,79,66,83,69,64,68,79,92,94,78,85,76,83,68,90,81,72,82,78,80,73,50,80,74,81,80,12,10,7,7,7
14,Alphonso Boyle Davies,84,89,60500000.0,59000.0,85,64,72,82,59,87,72,44,67,84,96,93,86,84,84,74,78,81,75,63,77,78,77,77,58,78,76,77,71,11,11,6,5,14
15,Philip Foden,85,92,109500000.0,180000.0,79,80,47,86,59,87,75,68,83,91,86,78,91,83,91,82,49,83,47,77,64,59,82,85,64,84,60,59,47,8,15,6,10,13
16,Ardon Jashari,67,82,2300000.0,3000.0,58,58,56,67,61,66,62,59,69,67,68,64,69,68,69,62,65,67,69,65,63,65,64,65,60,66,66,62,58,8,7,14,13,5
17,Yeremy Jesús Pino Santos,79,88,38000000.0,21000.0,77,79,46,78,67,81,73,60,74,80,78,77,80,74,79,68,34,70,33,69,48,29,79,76,54,60,31,48,41,9,7,14,6,9
18,Marcus Vincius Oliveira Alencar,73,86,7000000.0,30000.0,71,64,50,69,55,76,67,45,55,77,82,77,77,67,78,61,48,64,54,59,45,33,73,68,56,66,30,32,30,6,6,12,6,12
19,Victor James Osimhen,83,89,58000000.0,72000.0,62,88,80,72,76,78,63,48,53,80,86,93,78,84,68,79,90,81,85,72,69,34,85,69,75,79,36,43,19,14,14,10,9,6
20,Diogo Meireles Costa,81,87,33500000.0,12000.0,13,6,11,39,8,18,10,10,44,30,30,36,36,79,35,59,58,25,63,9,23,18,18,61,14,44,19,13,11,79,77,79,79,85
21,Kai Lukas Havertz,84,91,84500000.0,130000.0,74,81,80,84,80,85,84,53,79,85,76,85,76,84,75,76,75,77,69,78,52,38,82,82,73,84,39,46,38,6,8,11,10,12
22,Calvin Bassey Ughelumba,75,85,12000000.0,12000.0,71,36,73,69,49,70,63,37,64,70,79,89,70,66,78,64,80,90,88,36,76,71,60,58,44,66,72,76,73,9,7,5,8,7
23,Kenneth Ina Dorothea Taylor,75,86,12500000.0,11000.0,74,68,55,78,62,76,75,75,78,77,84,69,76,71,69,75,49,70,67,70,68,64,73,78,56,77,66,66,63,9,12,10,6,7
24,Youri Tielemans,84,86,52500000.0,115000.0,81,74,67,89,79,78,84,78,88,85,58,54,65,83,76,87,65,85,69,87,68,70,78,86,76,85,68,72,68,6,8,10,14,12
25,Benjamin White,80,86,30000000.0,69000.0,55,22,74,80,21,72,45,20,79,76,70,72,63,80,55,50,79,76,76,25,78,83,39,69,24,80,82,82,80,8,11,12,5,6
26,David Raum,80,84,28000000.0,46000.0,88,57,59,73,52,79,81,63,71,77,86,87,77,78,77,64,63,87,76,65,69,74,59,78,49,75,71,75,74,11,8,14,12,6
27,Tariq Lamptey,75,83,12000000.0,35000.0,76,47,54,71,32,77,60,35,62,70,92,83,85,71,95,48,63,62,31,36,75,71,55,59,40,73,70,72,74,15,13,12,5,13
28,Ikoma Loïs Openda,75,83,12500000.0,28000.0,67,77,65,70,64,73,51,43,56,72,94,93,79,74,79,73,92,77,75,66,72,16,76,67,74,71,29,19,15,9,8,10,8,13
29,Eduardo Celmi Camavinga,79,89,38000000.0,78000.0,70,62,64,84,59,80,72,59,81,83,75,76,81,79,78,73,70,81,78,69,78,77,73,77,62,82,75,80,79,12,6,8,12,12
30,Nicolò Rovella,77,86,23000000.0,62000.0,67,52,52,81,68,75,74,71,79,79,75,79,79,72,77,72,67,87,59,76,78,72,68,76,60,74,72,77,75,9,12,11,9,10
31,Tonny Emilio Trindade de Vilhena,76,76,8000000.0,19000.0,76,70,71,78,68,76,75,69,77,78,75,71,75,76,81,81,78,79,76,76,79,75,70,73,52,78,73,72,70,12,8,16,12,12
32,Bernardo Mota Veiga de Carvalho e Silva,88,88,97500000.0,260000.0,85,79,51,89,78,92,85,67,77,91,84,65,94,87,92,79,51,93,54,78,77,65,83,85,68,90,66,73,58,9,10,14,12,9
33,Ismaël Bennacer,82,86,40000000.0,63000.0,72,63,62,85,64,86,73,73,83,85,81,73,87,83,89,75,78,82,69,74,86,81,66,81,68,80,76,80,76,9,12,10,16,15
34,Miguel Ángel Almirón Rejala,79,79,17500000.0,100000.0,72,77,43,79,75,83,77,68,67,79,88,85,86,79,68,78,48,78,53,71,69,55,78,75,69,78,54,55,50,6,9,13,13,12
35,Martin Terrier,81,84,34000000.0,61000.0,73,85,75,78,79,80,77,58,72,82,84,86,73,78,70,79,78,77,75,80,57,27,82,77,73,79,34,31,34,12,5,13,5,8
36,Nicolò Zaniolo,81,88,53000000.0,71000.0,64,75,64,79,60,82,65,60,68,85,89,86,79,77,76,79,65,75,87,71,89,60,86,76,60,74,64,63,58,8,11,11,13,5
