,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Cristian Darío Álvarez,73,73,350000.0,5000.0,14,11,12,25,15,13,12,14,44,22,44,50,65,62,53,52,60,38,64,15,25,24,17,31,14,58,12,14,15,75,70,69,74,73
1,Victor Wanyama,75,75,3900000.0,8000.0,59,59,72,73,60,75,62,57,73,75,35,43,50,71,62,79,87,80,92,59,89,70,59,57,65,80,72,72,68,6,14,10,13,16
2,Luca Siligardi,69,69,875000.0,3000.0,69,60,46,71,70,73,73,68,68,74,68,68,72,62,81,74,33,56,57,71,39,23,64,67,61,65,54,29,27,15,5,14,14,8
3,Marcelo Alejandro Estigarribia Balmori,72,72,1100000.0,700.0,77,65,58,71,65,71,71,69,64,70,74,76,72,65,67,63,59,70,70,64,71,64,69,70,67,70,58,67,66,13,13,16,14,7
4,Atdhe Nuhiu,68,68,975000.0,7000.0,47,68,82,66,65,64,61,43,52,69,32,32,32,68,34,72,34,53,91,59,73,29,73,64,72,64,35,44,34,13,11,14,12,13
5,Míchel Macedo Rocha Machado,76,76,6500000.0,20000.0,68,52,61,78,39,73,56,29,63,71,83,88,88,69,76,59,85,87,75,45,80,76,67,60,33,65,63,75,78,8,8,14,6,6
6,Daniel Brosinski,71,71,1300000.0,14000.0,74,54,64,67,56,69,77,77,64,66,69,65,74,72,74,63,76,73,62,60,71,67,66,65,88,67,73,65,70,9,11,16,14,6
7,Aleksandar Dragović,76,76,0.0,0.0,53,41,75,67,37,62,32,61,74,66,62,47,64,70,64,69,78,66,80,53,78,78,63,65,65,73,77,78,76,10,7,11,13,8
8,Eloy Victor Room,73,73,1000000.0,6000.0,20,16,11,44,18,12,13,12,46,27,46,44,47,74,46,51,70,34,65,12,27,14,9,61,37,60,17,17,13,74,69,68,68,75
9,Roman Bürki,79,79,11500000.0,43000.0,15,8,17,37,13,12,13,12,24,23,44,50,49,77,52,45,74,36,76,14,35,18,10,50,20,58,11,13,16,80,78,60,77,84
10,Giacomo Bonaventura,78,78,11000000.0,52000.0,79,73,70,82,78,80,78,78,79,83,68,69,75,75,80,84,68,69,61,81,68,69,76,80,68,78,70,71,68,10,14,7,15,14
11,Serdar Aziz,74,74,2900000.0,45000.0,43,26,77,60,48,45,36,36,63,54,70,67,62,67,60,42,90,70,82,31,82,70,24,40,38,74,76,75,74,13,9,8,14,10
12,Mauro Alberto Díaz,72,72,2300000.0,13000.0,65,67,54,69,62,70,75,74,72,75,71,67,85,71,86,70,58,64,57,66,60,32,72,77,69,74,50,45,32,12,9,6,8,16
13,Aron Einar Malmquist Gunnarsson,68,68,0.0,0.0,60,54,64,66,55,62,57,57,66,66,47,47,58,70,68,70,62,60,70,64,80,67,57,58,50,64,67,67,65,11,6,16,10,9
14,John Fleck,73,73,2900000.0,23000.0,75,65,44,75,79,71,78,70,73,74,66,64,79,71,84,78,79,83,64,71,79,69,67,72,60,74,71,67,68,7,8,7,13,6
15,Cillian Sheridan,62,62,325000.0,2000.0,45,57,65,62,57,59,43,44,57,57,64,72,45,57,55,66,68,53,83,61,65,16,60,60,64,59,27,19,15,8,12,10,10,6
16,Ryan Jack,73,73,2900000.0,39000.0,65,65,66,76,58,71,63,52,73,74,54,66,62,68,77,75,74,80,75,69,84,74,65,71,63,78,75,74,72,12,16,11,8,9
17,Jens Hegeler,69,69,775000.0,20000.0,62,55,69,69,50,65,64,70,70,69,52,51,49,66,49,70,60,50,75,66,62,69,62,66,75,73,67,72,67,13,15,11,14,8
18,José Salomón Rondón Giménez,73,73,2500000.0,33000.0,59,73,78,70,74,69,62,68,53,72,46,50,48,76,64,83,75,53,83,66,76,26,77,69,65,75,29,28,18,13,13,7,5,14
19,Francis Coquelin,80,80,17500000.0,39000.0,69,65,63,84,60,80,71,53,81,81,69,68,73,81,77,75,80,76,80,72,85,78,77,80,52,78,80,79,79,9,9,8,10,15
20,Ashley Westwood,75,75,3700000.0,36000.0,80,56,60,77,56,69,80,77,75,75,60,53,74,74,78,75,67,82,67,66,77,73,66,73,64,74,72,74,71,10,13,13,7,8
21,Etrit Berisha,71,71,600000.0,18000.0,11,13,12,20,11,12,13,12,26,20,28,28,33,73,30,50,57,39,64,15,24,22,12,42,22,59,20,10,11,68,70,66,71,72
22,Mattias Erik Johansson,68,68,1000000.0,4000.0,59,51,54,61,23,68,59,22,58,67,79,82,83,63,78,66,74,80,56,29,61,62,65,43,46,65,62,63,63,7,10,10,16,16
23,Alex McCarthy,74,74,2100000.0,32000.0,11,17,16,33,12,17,15,18,35,17,50,56,35,71,43,46,68,34,63,14,35,22,11,50,41,61,13,13,12,74,72,61,72,80
24,香川 真司,72,72,1500000.0,11000.0,65,68,48,78,69,73,74,68,73,77,63,50,78,70,76,54,55,54,34,58,29,57,75,73,69,79,52,53,47,11,9,8,9,13
25,Danny Latza,71,71,1500000.0,15000.0,71,47,60,73,54,70,54,60,72,74,65,51,70,73,72,75,73,83,68,74,76,68,68,70,72,73,66,58,51,7,16,14,6,16
26,Simone Colombi,67,67,550000.0,950.0,14,15,18,36,12,10,16,14,35,23,45,35,57,60,36,40,77,40,49,12,26,20,14,34,23,55,12,11,14,68,65,53,67,69
27,Cristian Pasquato,69,69,1100000.0,6000.0,68,58,42,68,67,70,71,77,62,71,89,76,92,58,81,62,55,65,53,70,48,11,64,63,70,64,23,15,15,3,5,3,8,8
28,David Junior Hoilett,71,71,1500000.0,13000.0,70,67,55,67,68,73,71,65,61,73,83,76,83,67,85,74,74,55,66,69,67,50,67,68,65,68,44,49,45,11,10,9,11,9
