,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Mason Holgate,75,78,6500000.0,31000.0,67,37,75,76,40,67,53,35,76,70,68,74,67,72,64,55,76,73,75,42,81,76,52,63,40,70,74,77,75,13,12,9,8,16
1,Nils Eric Roland Björkander,65,70,950000.0,3000.0,40,31,60,58,34,54,51,31,55,60,65,72,68,64,61,42,82,72,73,36,72,68,36,44,36,57,66,61,62,10,9,11,7,14
2,Nemanja Radoja,75,75,5500000.0,26000.0,57,58,51,81,61,74,62,48,77,79,58,62,60,75,65,63,68,74,78,67,72,80,62,73,58,84,78,75,70,11,13,12,9,7
3,Motaz Ali Hassan Hawsawi,66,66,700000.0,7000.0,37,43,72,54,34,46,38,33,47,59,60,53,60,61,43,56,86,57,71,47,64,67,33,38,47,59,64,67,68,12,14,8,8,12
4,Jonathan Bamba,76,77,9000000.0,30000.0,73,67,61,73,68,78,75,67,66,78,85,83,80,73,80,79,73,76,63,72,62,36,73,73,76,74,33,39,38,15,14,15,8,9
5,Cristo Ramón González Pérez,68,72,1800000.0,7000.0,54,69,59,67,61,70,66,51,60,71,76,72,80,65,73,68,71,65,62,67,57,29,71,67,56,68,34,39,26,11,9,13,9,13
6,Mimoun Mahi,68,68,1200000.0,8000.0,63,67,55,66,71,74,71,68,59,72,75,69,75,68,70,73,57,66,63,69,63,40,70,68,70,69,29,30,34,8,14,6,14,10
7,Abdou-Aziz Thiam,64,78,800000.0,6000.0,48,43,60,68,44,65,57,49,61,68,64,62,55,57,74,59,68,60,48,42,67,60,42,55,54,53,68,67,66,13,11,8,15,7
8,Jarlan Junior Barrera Escalona,71,72,2200000.0,4000.0,69,68,49,74,40,71,69,73,73,72,70,73,74,65,84,57,68,69,56,66,40,24,69,75,70,67,44,46,50,10,14,6,10,16
9,José Raúl Gutiérrez Parejo,72,77,3400000.0,14000.0,58,67,60,75,58,66,66,64,73,72,67,65,66,76,74,76,58,87,79,64,70,71,65,72,53,69,64,69,64,8,15,12,11,11
10,Ronan Liam Coughlan,59,62,300000.0,700.0,52,58,58,56,47,57,53,52,42,59,71,71,68,59,77,61,71,71,68,53,49,25,57,58,65,54,20,20,16,7,6,11,11,14
11,Ignacio Alejandro Jeraldino Jul,65,67,900000.0,4000.0,38,62,67,51,52,64,51,40,32,67,67,61,54,71,46,64,80,62,76,51,36,18,70,46,61,57,32,17,17,10,11,6,9,12
12,Habibou Mouhamadou Diallo,77,78,12500000.0,30000.0,51,79,82,70,75,73,57,49,46,75,70,72,66,76,68,77,87,69,79,69,59,19,79,58,80,66,13,17,17,13,14,14,15,12
13,Jack Hendry,73,76,3500000.0,18000.0,48,50,74,66,26,57,38,28,63,67,66,75,62,70,60,77,84,76,84,61,82,71,58,45,37,69,73,70,68,13,11,13,8,13
14,Ander Bardají Maiza Lasgar,65,70,525000.0,4000.0,12,19,13,36,14,15,11,12,22,11,52,56,69,64,47,25,57,45,64,16,23,16,20,31,23,45,14,13,15,69,67,60,57,66
15,Ryan Swan,58,63,170000.0,600.0,27,56,59,52,55,52,56,51,46,56,64,66,61,53,58,55,67,59,71,51,52,14,60,52,51,55,17,15,16,8,7,15,7,15
16,Bruno Miguel Boialvo Gaspar,69,69,1200000.0,5000.0,68,50,60,68,60,70,74,35,65,68,73,78,74,64,76,68,81,64,65,60,67,65,66,60,48,67,65,65,65,9,10,7,8,10
17,Cheick Keita,67,72,900000.0,4000.0,70,29,57,66,24,71,42,44,60,71,77,78,76,63,70,55,73,64,43,39,66,61,65,55,36,62,62,66,65,15,10,10,15,8
18,Frederik August Albrecht Schram,62,65,400000.0,2000.0,17,12,17,37,15,18,20,16,37,28,38,42,31,58,40,47,50,30,70,18,20,17,10,57,30,35,19,18,18,65,60,63,58,62
19,Aaron Graham John Collins,68,70,1500000.0,5000.0,59,66,60,67,59,68,64,58,57,66,83,80,74,67,75,66,68,84,73,65,63,27,69,66,58,58,38,32,25,14,12,13,16,12
20,Chris Vianney Bedia,68,71,1600000.0,8000.0,39,67,69,62,54,66,55,53,45,62,72,80,69,68,52,73,81,67,81,60,64,32,66,61,66,68,19,36,27,13,10,9,6,11
21,Aboubakar Kamara,69,71,1700000.0,26000.0,57,64,66,65,59,66,48,43,47,62,82,89,69,67,78,76,72,64,88,58,78,21,71,58,69,57,37,27,23,6,14,12,7,11
22,Charlie Colkett,60,62,300000.0,2000.0,64,45,48,64,40,59,67,64,62,62,58,50,69,55,72,64,65,55,58,51,48,58,58,63,58,62,58,58,60,8,7,8,14,10
23,Regan Leslie Poole,65,69,925000.0,2000.0,54,30,62,63,25,55,46,30,62,58,71,64,63,60,67,32,91,77,73,32,64,63,46,47,39,57,62,65,62,16,15,13,7,12
24,Oliver Burke,68,73,1800000.0,10000.0,63,66,54,65,52,71,62,62,56,59,85,91,69,68,69,74,63,68,79,56,58,36,67,59,50,60,34,38,27,13,11,7,7,15
25,Conor Mark Chaplin,68,70,1500000.0,7000.0,59,67,55,65,64,67,60,68,51,68,81,80,89,67,91,68,75,72,47,62,57,35,68,66,61,68,42,38,43,13,16,10,14,12
26,Kingsley Ehizibue,72,73,2500000.0,12000.0,65,54,67,66,42,71,57,38,66,70,87,89,66,67,56,70,73,77,76,56,77,65,62,61,42,65,62,68,69,13,10,7,11,11
27,Murilo de Souza Costa,73,73,3200000.0,10000.0,66,68,58,66,68,78,69,72,57,77,88,85,85,71,70,75,67,75,70,65,32,23,67,65,70,68,21,21,23,13,11,8,9,7
28,Raúl Castro Peñaloza,66,66,575000.0,500.0,48,43,57,66,31,58,37,68,63,62,64,55,60,65,70,65,64,82,31,65,58,70,44,55,64,58,71,70,65,12,15,9,15,15
29,Jean-Kévin Augustin,65,70,1100000.0,5000.0,65,65,56,66,69,67,52,42,48,68,65,63,68,60,70,71,62,40,58,65,47,22,73,61,67,62,36,24,17,14,6,8,12,6
30,Ilias Chatzitheodoridis,66,72,1300000.0,500.0,67,45,47,61,44,62,62,30,62,60,79,78,74,63,74,66,61,70,60,65,63,62,66,56,40,59,64,61,62,9,15,15,9,8
31,Chris Anthony Willock,74,79,6500000.0,26000.0,67,73,59,70,67,76,68,45,59,75,83,83,86,74,73,71,62,75,58,68,36,23,75,72,60,66,24,32,19,9,10,8,9,9
32,Ben Swanson,60,71,350000.0,1000.0,42,50,49,67,51,66,59,52,60,67,77,63,81,54,76,60,57,50,43,54,55,49,47,65,57,60,42,40,48,13,6,11,15,6
33,Bryan Andrés Rovira Ferreira,72,76,3000000.0,3000.0,57,58,70,70,31,58,54,67,67,66,58,59,64,63,59,63,91,81,75,60,70,71,47,64,59,70,76,72,78,14,14,14,11,8
34,David Gil Mohedano,70,72,1400000.0,12000.0,30,13,20,30,16,28,31,19,20,29,48,46,32,62,55,51,60,41,66,12,25,25,12,31,21,40,15,15,16,71,70,68,67,70
35,Niklas Kreuzer,67,67,900000.0,2000.0,69,56,43,64,60,64,68,70,61,61,81,76,79,60,79,65,77,80,64,56,78,58,64,61,54,57,61,60,61,10,13,15,16,10
36,Derley Gonzo,72,78,0.0,0.0,62,71,56,68,60,76,59,33,59,72,81,85,86,69,83,69,73,72,58,66,51,34,72,69,66,61,30,43,33,15,15,15,14,13
37,Mikkel Duelund Poulsen,68,71,1600000.0,500.0,64,66,65,69,55,71,66,63,67,70,74,64,82,64,80,70,83,74,63,62,73,45,67,64,60,64,35,43,38,15,15,15,7,10
38,Cédric Yambéré,69,69,1200000.0,13000.0,30,28,70,64,34,52,28,28,52,53,65,50,35,60,46,40,74,71,80,21,72,67,50,43,34,60,70,72,66,11,15,11,9,11
39,Jann-Christopher George,64,64,575000.0,850.0,61,61,59,62,55,71,53,39,42,64,71,60,72,62,79,77,61,34,71,63,64,21,61,62,67,59,35,21,22,8,10,14,9,9
40,Rasmus Lauritsen,72,74,2600000.0,700.0,44,42,78,65,35,47,52,53,68,58,56,59,49,68,59,45,86,70,78,35,74,71,54,53,35,60,73,73,71,15,10,12,11,14
41,Denis Athanase Bouanga,75,75,6000000.0,9000.0,71,72,69,71,70,77,76,69,60,76,83,85,85,72,66,76,69,83,69,74,65,38,72,71,74,72,45,27,19,8,9,14,8,16
42,Petar Stojanović,74,75,4500000.0,10000.0,77,41,60,73,49,72,66,54,73,73,79,77,66,65,71,68,68,81,64,51,83,66,65,62,54,60,67,76,73,7,8,11,11,7
43,Ryan Phelim Manning,71,73,2100000.0,17000.0,68,58,57,67,36,71,65,65,65,70,66,67,73,69,78,63,76,81,63,63,68,71,64,70,66,64,66,68,65,12,6,11,12,12
44,Jonathan Maddison,58,63,130000.0,1000.0,14,15,12,23,15,15,21,13,27,19,45,43,33,55,29,41,52,23,44,13,25,19,6,30,32,31,17,18,19,60,57,54,54,59
45,Leonardo César Jardim,73,77,3200000.0,18000.0,12,16,14,27,12,18,18,17,24,18,40,43,35,69,54,51,54,42,56,18,30,24,17,57,19,28,11,16,14,74,73,68,70,72
46,Cheyenne Dunkley,67,67,825000.0,4000.0,26,39,68,55,31,46,29,25,50,52,54,55,49,65,49,41,77,68,84,25,71,64,45,35,34,52,67,66,65,15,14,15,12,11
