,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Nicolás Garayalde,70,79,3600000.0,8000.0,58,52,39,74,49,72,58,48,72,71,72,70,73,68,69,64,58,64,62,60,67,65,66,75,44,65,58,67,59,7,12,8,8,5
1,Abdoullah Ba,63,76,1100000.0,1000.0,54,54,47,66,36,66,60,42,59,67,69,65,73,61,65,63,69,73,63,59,58,56,59,65,48,64,53,58,52,5,14,8,7,7
2,Jay Gorter,71,82,3600000.0,6000.0,21,16,20,36,15,23,38,20,42,30,51,48,45,66,35,50,62,43,57,11,35,13,14,62,28,53,19,18,19,72,65,66,71,74
3,Agustín Rodríguez,61,78,825000.0,1000.0,52,44,33,66,46,65,46,50,63,65,73,63,74,56,68,44,55,54,34,34,44,29,57,62,50,55,41,46,49,7,15,5,9,5
4,Benjamin Craig Old,61,75,775000.0,550.0,54,51,40,61,45,68,54,53,56,61,82,74,80,51,87,52,51,71,59,52,75,44,54,60,51,56,36,52,42,10,9,9,6,5
5,Miguel Crespo da Silva,75,78,7500000.0,51000.0,66,60,65,76,57,76,73,64,73,73,70,66,77,76,65,72,67,93,77,66,83,78,68,72,65,74,71,76,73,11,8,8,15,8
6,André Filipe Russo Franco,73,79,4800000.0,10000.0,62,74,53,74,50,74,65,64,72,73,73,75,72,69,72,73,59,71,61,68,58,40,68,76,54,69,42,38,35,12,12,12,12,7
7,Andrea Compagno,68,71,1600000.0,8000.0,30,72,75,62,63,59,35,45,42,64,54,59,54,70,52,65,80,70,84,54,72,27,74,50,77,73,29,30,22,7,13,8,9,13
8,Souffian El Karouani,68,77,2600000.0,3000.0,66,39,52,64,34,66,53,33,58,63,76,77,73,66,71,49,61,82,59,41,67,60,52,60,45,66,63,64,63,10,9,10,10,5
9,Cas Odenthal,66,75,1800000.0,800.0,54,30,63,63,26,54,35,32,59,63,55,65,56,66,56,44,73,65,74,23,56,68,25,44,49,65,68,66,67,8,6,11,8,15
10,Beñat Turrientes Imaz,68,80,2900000.0,9000.0,60,43,56,74,43,64,62,71,74,70,69,65,69,66,82,62,60,76,37,54,69,59,62,67,56,68,57,62,65,7,11,7,12,8
11,Tristan Crama,60,73,550000.0,5000.0,28,29,58,51,25,50,30,32,50,50,67,64,52,52,51,36,66,57,64,27,56,60,26,41,47,57,62,64,59,12,7,6,7,15
12,Ryan Trevitt,59,74,525000.0,4000.0,50,62,32,60,41,64,42,42,51,62,62,58,58,46,62,61,37,55,54,47,53,30,58,63,45,58,44,43,39,7,6,11,11,7
13,Jaloliddin Masharipov,72,72,2400000.0,27000.0,71,61,48,68,68,77,76,60,66,76,82,77,82,57,84,64,64,76,48,65,50,30,66,72,64,71,49,38,34,15,5,5,7,5
14,Noah Atubolu,65,78,1500000.0,3000.0,12,8,13,17,8,11,13,12,15,14,35,36,32,60,31,49,60,29,61,9,26,13,9,34,14,31,12,12,12,67,64,65,61,67
15,Lasse Selvåg Nordås,61,71,725000.0,900.0,37,61,59,56,45,58,41,35,40,62,75,76,62,58,50,58,92,60,76,56,40,24,60,48,55,55,22,20,18,12,6,5,11,10
16,Fynn Lakenmacher,65,70,1100000.0,1000.0,44,67,63,55,54,61,48,42,42,63,62,80,59,57,65,67,70,70,80,62,66,18,64,53,56,62,12,34,14,15,8,11,9,6
17,Abdoulaye Cissoko,60,66,350000.0,1000.0,22,33,56,53,20,42,24,27,46,49,56,62,48,55,44,70,64,65,73,29,62,56,23,31,74,49,60,62,63,13,13,10,11,7
18,Joe Grey,56,69,350000.0,1000.0,40,55,50,45,49,58,36,33,29,56,79,78,78,56,80,55,59,64,56,47,38,15,57,44,55,50,20,22,19,13,10,15,5,6
19,Manfred Ugalde,66,77,1900000.0,3000.0,35,69,66,61,62,66,59,49,49,66,79,73,76,63,85,69,73,62,39,64,52,16,67,60,63,60,30,24,22,6,12,6,12,7
20,Anselmo Garcia MacNulty,63,81,1100000.0,3000.0,31,34,68,50,27,38,32,33,46,49,63,65,66,56,62,48,82,63,71,28,61,59,29,39,35,54,60,69,65,9,6,11,14,14
21,Adem Zorgane,72,79,4700000.0,10000.0,65,67,61,74,48,73,63,61,75,72,60,60,60,69,56,77,67,89,80,72,73,66,63,70,70,71,64,70,64,14,11,7,9,12
22,Göktan Gürpüz,61,78,850000.0,4000.0,52,43,37,64,47,67,56,41,62,66,68,62,82,64,77,46,59,53,42,39,40,49,52,64,45,53,52,38,39,15,11,10,10,12
23,Lucas Becker,54,66,230000.0,650.0,14,6,13,23,8,11,13,13,20,12,29,22,31,45,27,41,32,17,60,6,20,15,7,34,14,27,6,10,12,54,51,55,52,57
24,Juan Antonio Ros Martínez,68,73,1600000.0,4000.0,52,45,71,67,39,55,42,39,65,63,69,66,66,63,60,59,81,70,73,42,65,70,44,59,49,50,65,69,68,5,9,10,5,9
25,James Trafford,66,78,1800000.0,8000.0,12,8,10,48,9,10,14,12,45,12,33,17,27,62,27,49,33,17,58,9,28,7,7,48,16,26,5,13,13,65,65,65,64,66
26,Kouame Autonne,67,76,2100000.0,500.0,38,27,69,57,31,41,44,25,60,49,66,77,65,58,52,39,72,69,86,21,66,67,23,48,32,59,63,67,62,13,10,12,9,11
27,Thierno Baldé,69,77,2900000.0,6000.0,65,46,55,65,39,68,59,37,52,68,79,84,70,62,68,57,69,69,62,45,65,63,59,55,40,65,63,65,65,14,11,9,12,11
28,Yoann Cathline,60,73,575000.0,2000.0,55,54,37,58,49,64,60,49,51,61,74,74,75,53,76,58,44,58,48,53,44,33,53,54,55,60,38,38,40,12,10,10,13,14
29,Kobe Hernández-Foster,63,74,1000000.0,700.0,63,39,45,62,43,60,62,57,63,61,75,75,80,55,77,52,78,65,50,46,55,58,55,55,48,56,54,60,59,7,11,11,5,12
30,Carl Rushworth,65,77,1500000.0,7000.0,13,6,14,40,7,24,13,22,39,30,56,54,55,59,52,48,55,29,58,9,20,15,7,47,10,42,16,14,12,65,63,64,65,66
31,Naatan Skyttä,66,78,2100000.0,4000.0,50,58,44,71,46,72,60,52,68,71,61,69,66,57,80,56,50,54,46,38,40,26,64,68,55,60,45,47,58,7,14,6,14,9
32,Giannis Satsias,63,71,1000000.0,500.0,35,55,49,70,37,61,43,36,59,64,70,71,62,64,71,44,65,70,56,48,58,58,66,62,38,60,41,58,56,7,15,8,15,7
33,Lasso Coulibaly,64,79,1400000.0,2000.0,49,55,44,61,39,68,49,37,56,66,90,90,83,56,82,56,57,54,60,40,63,21,62,57,49,65,32,36,47,8,15,9,9,7
34,Jean Botué,62,74,950000.0,2000.0,51,62,54,58,59,69,47,41,42,68,73,69,70,49,67,64,75,49,59,58,26,19,63,45,49,52,20,12,18,8,8,15,6,13
35,Festy Ebosele,66,78,1900000.0,2000.0,64,47,44,44,40,72,46,36,40,68,94,89,84,58,79,49,75,80,76,34,62,55,65,53,37,54,55,58,57,5,12,15,14,6
36,Ameen Al-Dakhil,66,76,1800000.0,3000.0,24,22,69,61,25,51,42,16,56,63,63,73,55,63,60,41,66,67,73,24,74,61,14,57,42,62,61,66,64,9,14,9,10,8
37,Myles Peart-Harris,61,74,775000.0,4000.0,63,68,52,63,47,62,54,55,61,63,65,62,64,58,66,61,59,68,64,59,46,51,59,64,62,59,46,53,48,6,7,12,13,13
38,Lennard Hartjes,64,80,1400000.0,700.0,46,34,60,72,44,67,47,45,68,70,76,68,78,56,71,51,61,64,56,38,62,53,41,67,52,47,55,66,68,6,7,10,6,13
39,Herculano Bucancil Nabian,63,81,1200000.0,1000.0,48,61,60,57,46,59,51,64,47,62,83,77,62,58,61,73,58,52,74,62,44,26,52,47,48,44,23,31,22,6,13,6,14,10
40,Roberto Fernández Jaén,67,78,2300000.0,3000.0,52,69,69,67,57,71,46,46,57,70,73,66,59,60,69,70,78,48,62,67,63,29,61,57,54,67,32,33,35,12,13,5,13,14
41,Amin Farouk,59,68,475000.0,500.0,50,49,39,58,49,63,53,47,54,64,69,70,75,57,69,54,57,53,52,42,56,29,59,55,48,58,41,33,35,12,9,13,10,15
42,Tom Bischof,62,83,1200000.0,750.0,49,49,40,66,47,64,61,52,64,65,62,64,75,58,79,55,59,52,44,50,56,31,48,68,54,63,37,49,52,9,13,12,13,6
43,Kacper Sezonienko,62,77,950000.0,1000.0,57,63,57,60,45,57,53,37,56,62,74,76,54,63,48,55,67,57,70,53,33,26,59,47,66,61,31,16,20,9,13,6,15,6
44,Yukhym Konoplia,68,77,2600000.0,500.0,68,35,55,71,38,56,57,33,50,58,75,79,77,61,62,59,58,71,58,41,61,60,61,64,36,63,63,69,64,8,6,12,7,10
45,Bradley Locko,71,80,3900000.0,10000.0,64,48,68,68,28,69,60,42,60,69,74,76,64,65,69,59,64,71,67,55,65,67,56,52,49,61,67,69,69,13,11,7,9,12
46,Eíran Cashin,68,77,2500000.0,2000.0,50,32,70,64,34,55,42,44,64,57,63,60,56,64,68,43,73,66,72,30,75,67,38,44,34,70,68,69,70,8,9,7,11,10
47,Javier Serrano Martínez,64,80,1400000.0,5000.0,48,58,50,67,40,63,43,48,68,64,72,66,52,61,79,57,67,54,62,53,71,64,52,61,62,57,57,60,62,9,12,10,6,12
48,Alberto Moreno Rebanal,64,80,1500000.0,8000.0,53,62,47,69,46,67,49,54,65,70,68,66,70,58,77,61,66,54,55,57,54,57,57,65,64,62,48,56,53,6,12,15,6,10
49,Ben Knight,60,74,600000.0,12000.0,55,59,41,53,53,68,50,50,41,65,72,66,84,43,89,64,43,41,46,49,37,29,54,58,57,52,22,29,30,12,9,6,10,11
50,Mohamed Berte,60,71,550000.0,2000.0,49,60,55,51,55,61,45,39,38,59,86,79,72,53,81,59,75,56,60,56,27,16,60,48,55,48,19,12,15,10,11,6,7,14
51,Jesurun Rak-Sakyi,65,78,1700000.0,8000.0,60,61,42,58,56,69,63,58,48,65,80,79,81,56,84,62,44,65,48,61,39,21,57,58,61,67,22,22,21,13,9,5,12,14
52,Mattia Viti,72,81,4800000.0,18000.0,35,26,74,67,33,45,42,29,57,60,68,75,60,67,53,56,70,68,73,32,66,71,31,39,40,63,73,75,73,13,11,13,6,11
53,Bryan Nokoue,63,75,1100000.0,1000.0,56,39,58,51,42,56,46,39,46,58,72,74,59,59,68,44,62,72,66,46,63,57,44,48,43,57,56,60,60,9,7,14,8,12
54,David Brekalo,68,75,2200000.0,2000.0,30,25,71,62,28,60,29,30,58,57,74,73,48,60,62,35,83,82,85,22,68,60,21,33,39,49,68,67,67,9,10,11,14,14
55,Carlos Beitia Cardos,61,70,725000.0,3000.0,46,50,38,62,36,65,46,45,65,63,62,64,63,61,58,40,52,65,62,52,36,51,52,60,41,57,33,59,41,15,12,13,15,5
56,Will Goodwin,59,70,500000.0,4000.0,30,54,57,54,56,56,54,41,29,61,60,64,61,58,53,63,67,65,74,50,66,24,61,51,58,58,22,25,25,8,7,6,13,12
57,Dylan Williams,61,76,725000.0,4000.0,63,36,49,51,38,58,53,34,47,57,66,66,68,57,85,34,66,67,37,34,55,54,55,48,33,50,52,59,60,12,8,5,12,8
58,Alejandro Iturbe Encabo,65,80,1400000.0,950.0,14,11,12,32,8,13,14,13,30,20,52,46,51,55,50,48,56,32,54,9,22,10,6,40,20,35,8,11,13,65,63,64,64,67
59,Andrew Moran,58,76,500000.0,1000.0,48,53,45,57,48,59,56,51,57,68,60,63,57,63,70,62,53,34,52,49,48,25,45,55,59,68,45,38,48,12,15,14,13,15
