,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Matías Nicolás Rojas Romero,73,73,3300000.0,17000.0,69,68,59,76,68,77,83,78,73,78,70,75,74,67,59,80,62,69,58,75,46,57,72,74,72,68,52,57,50,8,6,12,8,11
1,Djordje Mihailovic,75,81,9000000.0,9000.0,73,71,59,79,64,75,73,64,72,77,76,69,74,76,75,75,54,91,62,67,59,62,75,80,55,75,67,58,40,14,5,6,14,13
2,Dennis Tørset Johnsen,73,77,4400000.0,5000.0,74,60,40,70,60,76,69,50,64,72,84,90,81,70,70,68,32,73,64,54,48,32,72,70,46,68,27,35,33,8,7,12,13,6
3,Jorge Cuenca Barreno,73,80,5500000.0,19000.0,45,27,76,71,31,34,29,26,67,68,58,61,62,74,67,59,75,62,65,41,73,74,21,58,44,61,71,76,74,10,12,5,14,12
4,Nedim Bajrami,76,83,15000000.0,11000.0,61,68,54,79,58,79,70,64,72,79,76,76,78,70,70,74,63,72,63,60,67,56,75,78,69,68,58,62,64,14,6,10,7,9
5,Chidera Ejuke,75,80,8500000.0,24000.0,67,69,44,67,59,83,67,64,60,73,95,89,89,70,90,73,55,76,64,72,54,33,70,69,62,64,40,55,41,14,7,6,7,11
6,Thomas Edwards,67,73,1500000.0,8000.0,68,43,60,63,34,61,54,50,62,64,78,75,63,65,67,55,86,77,75,44,81,63,53,58,46,60,63,65,64,10,14,13,6,7
7,Enzo Nahuel Copetti,74,75,5000000.0,18000.0,64,72,78,70,55,66,50,44,55,68,80,83,66,76,84,81,91,91,85,64,86,47,76,68,72,67,45,50,47,7,9,14,15,12
8,Nikolas Terkelsen Nartey,69,76,2800000.0,10000.0,65,55,60,73,32,73,45,40,65,73,70,77,76,72,77,51,74,74,69,38,67,65,63,70,41,66,66,68,61,13,9,13,6,12
9,Tarek Salman,66,72,0.0,0.0,39,31,62,67,42,53,61,40,66,63,73,75,60,68,67,30,77,75,71,39,65,62,45,60,35,67,65,67,64,7,14,12,9,15
10,Óscar Rodríguez Arnaiz,76,81,11500000.0,22000.0,66,77,45,79,65,79,78,86,77,78,60,58,64,76,70,72,53,59,56,82,48,70,75,78,57,74,47,62,48,12,7,9,11,7
11,Ibrahima Diallo,73,79,4400000.0,31000.0,52,41,59,74,36,69,52,39,72,70,68,62,71,68,77,55,62,74,71,54,78,74,57,68,64,67,72,74,69,8,9,8,14,6
12,Wenderson Rodrigues do Nascimento Galeno,78,81,19000000.0,14000.0,68,76,41,69,65,83,75,70,55,80,91,93,84,78,73,75,73,80,67,74,52,45,79,69,59,85,34,39,29,13,6,13,11,15
13,Buduka Dylan Batubinsika,70,75,2100000.0,6000.0,35,21,72,61,20,50,22,28,60,58,66,72,52,61,57,50,78,64,84,23,80,66,24,54,31,61,68,68,66,15,14,8,13,10
14,Dennis Man,71,77,3000000.0,3000.0,64,69,68,67,65,70,64,66,60,73,85,90,90,64,65,68,69,76,74,66,61,40,66,66,62,69,38,48,45,5,13,7,8,13
15,Antonios Papadopoulos,66,75,1800000.0,9000.0,28,22,51,59,29,53,23,30,44,58,63,69,64,64,63,33,90,76,82,27,82,64,37,52,35,59,65,65,63,8,11,7,13,10
16,Guglielmo Vicario,79,83,19000000.0,11000.0,11,6,11,27,7,12,14,10,27,14,28,29,33,64,33,56,49,18,53,5,17,15,8,64,13,55,23,11,13,81,78,75,79,82
17,Ander Guevara Lajo,76,81,11500000.0,26000.0,60,70,54,82,44,69,61,59,80,75,53,47,68,78,69,52,64,76,66,69,68,73,66,75,51,77,72,81,70,14,12,11,14,14
18,Archie Finn Collins,66,70,1200000.0,3000.0,57,55,48,66,47,64,62,57,64,66,68,74,83,66,81,61,87,90,61,62,56,64,57,63,51,66,63,64,59,7,14,12,6,9
19,Carles Pérez Sayol,75,78,8000000.0,47000.0,65,72,62,74,64,79,66,54,60,83,82,79,81,76,85,85,59,64,64,74,55,23,74,68,57,57,38,37,34,11,5,13,7,12
