,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Marcos Alberto Angeleri,71,71,425000.0,6000.0,70,38,71,70,42,53,58,47,68,60,61,55,61,77,53,70,81,65,78,43,85,76,42,43,58,77,75,75,73,13,10,7,6,12
1,Mauricio Ariel Caranta,69,69,150000.0,3000.0,12,12,12,20,12,10,11,10,22,14,39,45,29,70,44,50,70,32,68,13,32,24,13,52,23,64,15,11,12,68,66,67,70,68
2,Ben Foster,77,77,1200000.0,25000.0,15,18,14,36,14,14,15,17,32,25,47,44,45,73,50,53,73,32,57,14,15,23,14,41,41,63,22,15,14,78,77,71,76,78
3,Guillaume Olivier Gillet,69,69,275000.0,5000.0,60,64,70,67,68,65,67,65,67,71,51,55,61,66,60,69,80,69,74,65,75,70,74,70,69,75,69,65,64,9,14,15,12,10
4,Steven John Naismith,72,72,2500000.0,8000.0,66,72,74,69,69,67,72,50,69,71,65,64,73,72,71,74,87,78,76,66,86,67,74,79,70,81,60,59,57,12,11,8,9,16
5,Phil Bardsley,67,67,230000.0,4000.0,68,47,65,67,43,63,64,33,63,67,50,38,53,72,59,71,73,56,72,56,79,68,58,59,56,69,70,69,70,11,8,9,9,8
6,Miloš Krasić,71,71,1800000.0,8000.0,68,64,58,71,66,74,72,65,71,75,52,61,59,68,57,67,41,62,71,63,56,59,69,74,68,75,51,60,52,8,12,6,15,14
7,Simon Cox,62,62,250000.0,2000.0,55,64,58,60,63,61,58,51,56,62,50,55,62,60,65,63,75,79,72,60,65,44,65,60,65,62,31,31,22,6,8,16,6,14
8,Younès Kaboul,74,74,3200000.0,40000.0,56,21,80,64,34,52,44,43,54,59,34,48,49,60,44,75,76,43,84,56,81,74,51,51,54,65,69,75,74,9,14,7,9,6
9,Grant Leadbitter,67,67,350000.0,5000.0,70,61,58,68,55,59,67,68,65,67,45,47,59,62,69,68,75,59,71,65,69,64,60,64,77,69,67,67,64,16,8,6,6,8
10,Simeon Alexander Jackson,63,63,300000.0,3000.0,45,58,59,58,57,63,53,39,47,61,79,78,76,57,83,60,82,69,69,58,50,33,60,58,68,56,23,26,25,6,6,8,14,14
11,Ashley Williams,69,69,0.0,0.0,32,37,67,62,34,57,34,23,70,60,36,40,51,64,59,64,60,51,80,40,78,73,28,53,45,66,72,66,70,7,10,16,7,10
