,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Lucas Naranjo,60,73,inf,1000.0,56,41,55,68,39,55,41,48,65,63,55,55,57,59,60,66,58,61,52,55,58,55,49,53,52,56,58,60,62,10,13,14,6,12
1,Ramon Gașpar,51,70,inf,550.0,41,44,41,55,43,57,42,35,53,54,68,65,64,52,70,46,57,43,44,38,38,41,48,53,41,56,38,41,36,6,7,9,8,12
2,Agustín Lastra,61,69,inf,1000.0,11,5,13,23,9,13,13,11,18,18,19,23,31,50,22,50,37,17,62,9,28,12,7,29,12,38,9,12,13,69,64,67,52,59
3,Eros Mancuso,64,72,1200000.0,2000.0,61,30,39,62,38,65,52,30,51,61,74,68,73,62,85,52,57,72,62,21,56,60,63,62,32,58,58,59,62,7,6,14,10,11
4,Gabriel Aranda,65,76,1500000.0,3000.0,23,23,66,58,28,50,35,28,51,48,55,58,46,62,52,52,69,66,76,22,62,64,26,33,36,52,64,68,61,13,7,12,12,7
5,Rodrigo Montes,62,70,inf,3000.0,57,61,49,66,40,63,45,38,62,66,69,68,71,64,72,55,68,72,70,57,68,59,60,53,38,58,45,63,60,9,7,12,11,11
6,Milan Guendouzi,53,63,inf,3000.0,33,34,56,62,30,53,41,43,62,52,63,62,54,56,73,57,62,44,38,32,61,52,33,54,50,44,44,57,60,11,14,14,6,8
7,Jørgen Sveinhaug,54,70,inf,500.0,15,8,10,28,10,9,15,5,28,17,34,34,38,42,38,44,55,25,55,8,22,10,8,35,15,32,8,12,12,55,54,58,53,56
8,Uche Sabastine,58,68,inf,700.0,38,59,56,48,45,52,44,29,29,53,79,80,57,51,65,57,65,56,70,57,35,11,53,42,55,49,15,15,18,6,11,13,11,10
9,Samuel Oluwabukunmi Adeniran,55,63,inf,1000.0,40,58,66,46,57,42,32,26,34,49,60,53,52,44,32,53,60,62,86,44,42,23,54,46,56,46,19,16,18,11,12,6,9,10
10,Thaciano Mickael da Silva,68,69,1400000.0,6000.0,60,68,69,71,41,69,59,51,70,70,71,71,73,60,71,72,76,75,75,63,67,64,70,68,51,69,57,65,63,7,9,14,12,7
11,Matteo Chiacig,54,70,inf,500.0,10,6,12,20,5,6,12,7,17,8,30,31,25,50,34,44,57,20,28,8,22,11,4,30,15,24,6,12,8,53,55,58,49,56
12,Martin Wasinski,62,77,inf,750.0,29,21,62,60,25,54,22,19,54,59,64,69,61,61,64,40,63,59,62,29,62,59,16,42,28,61,58,65,63,15,10,6,13,7
13,Rodrigo Huescas,58,74,inf,1000.0,46,54,48,56,42,66,52,45,48,56,68,66,78,56,75,67,58,56,42,54,52,38,52,50,50,48,36,37,38,9,10,10,15,9
14,Melvin Mastil,51,60,inf,1000.0,14,5,12,15,9,10,11,10,23,15,19,17,37,36,29,41,34,25,72,8,26,10,8,37,17,23,5,12,10,52,51,55,53,52
15,Tetteh-Quaye Addy,56,73,inf,2000.0,57,45,42,49,44,58,48,35,42,58,78,80,74,44,66,58,44,55,53,33,33,18,48,50,54,46,22,30,35,10,13,8,14,13
16,Ed McJannet,54,74,inf,2000.0,43,46,45,53,40,61,49,45,49,60,60,64,58,56,74,58,53,45,42,39,40,28,44,52,51,55,36,31,33,14,9,15,9,7
17,Eduardo Martínez Escobedo,62,68,inf,1000.0,54,64,44,65,51,61,53,49,60,67,64,63,70,57,62,61,52,46,45,62,44,30,59,58,57,59,53,38,46,14,6,9,14,9
18,Papu Diocabre Mendes,54,67,inf,2000.0,57,53,53,48,40,58,42,28,32,59,80,79,71,54,76,50,55,57,36,47,40,19,52,51,53,48,19,11,20,12,10,8,10,12
19,Federico Paradela,63,72,1100000.0,2000.0,54,56,44,64,49,66,56,50,66,66,67,69,72,60,73,57,54,68,59,54,44,50,60,65,55,64,53,53,49,7,9,14,14,11
