,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Gabriel Tadeu Strefezza Rebelato,75,78,7500000.0,18000.0,72,69,31,77,51,77,72,50,69,75,85,80,89,71,84,57,63,77,36,63,50,29,75,74,54,61,32,25,28,15,15,8,10,6
1,Norberto Alejandro Briasco Balekian,69,70,1700000.0,9000.0,62,66,69,64,47,73,46,40,60,70,76,78,74,68,74,74,68,69,72,63,61,20,69,60,65,60,19,14,20,5,9,7,9,5
2,Danny Amos,59,65,350000.0,1000.0,57,35,42,54,35,57,49,51,52,54,70,68,63,54,74,42,61,51,58,36,56,54,48,47,47,55,56,57,59,12,10,15,11,12
3,Daniel Cárdenas Líndez,74,79,4900000.0,8000.0,10,5,12,40,8,13,11,13,49,16,45,43,55,73,42,53,69,26,52,5,21,6,5,34,17,42,13,13,12,76,69,71,70,79
4,Daniel Thomas Batty,65,68,975000.0,3000.0,56,55,56,67,50,64,59,61,66,66,68,68,77,64,69,61,76,70,66,59,67,62,62,65,50,59,63,68,63,9,12,10,7,12
5,Elton Matheus Coengo Barbosa,67,67,1200000.0,6000.0,45,53,57,71,22,62,35,38,65,63,67,70,43,66,68,40,60,68,65,65,62,65,73,69,42,70,64,67,65,13,13,15,16,16
6,Davide Djily Diaw,71,71,1800000.0,30000.0,54,74,65,60,67,70,61,49,43,66,81,83,68,67,71,73,64,68,77,58,59,19,72,54,57,64,26,22,20,10,7,8,7,13
7,Devante Darrius Rodney,60,64,350000.0,2000.0,53,60,54,53,50,60,46,43,46,56,82,81,73,56,73,65,79,65,65,53,52,19,57,54,55,59,21,22,17,11,12,9,14,14
8,Pedro Jesús Aquino Sánchez,76,79,9000000.0,39000.0,53,60,63,76,22,63,49,58,71,72,77,77,77,72,74,67,60,86,74,55,80,81,60,60,64,67,76,76,67,13,7,5,8,15
9,Darío Javier Aimar Álvarez,68,71,1400000.0,500.0,30,25,66,64,31,32,31,30,52,65,62,61,60,62,55,39,74,65,73,26,66,68,28,31,38,56,67,74,68,13,13,12,7,15
10,José Manuel Sánchez Guillén,68,73,1600000.0,5000.0,53,29,70,60,42,44,60,35,45,60,56,58,53,65,58,55,88,61,75,35,70,66,38,48,48,61,69,68,67,11,7,14,7,7
11,Thomas James O'Connor,62,67,550000.0,500.0,62,52,61,62,46,59,65,58,63,60,64,68,57,61,68,64,78,68,70,67,62,60,57,59,54,56,57,61,58,8,8,12,9,7
12,Nicolás Ariel Messiniti,65,70,1100000.0,5000.0,37,68,64,60,55,65,42,41,56,66,68,60,60,60,69,66,70,72,70,62,62,19,70,58,66,68,33,22,14,15,11,6,11,6
13,Connor Oliver Wood,62,64,450000.0,3000.0,57,44,48,54,34,58,52,46,50,56,73,79,76,55,76,60,69,80,62,55,60,55,56,56,51,56,56,56,55,9,15,7,15,14
14,Dylan Parkin,55,65,90000.0,1000.0,13,10,11,24,11,12,13,13,25,20,40,40,42,48,40,20,51,22,55,10,40,12,5,33,19,40,10,10,12,55,53,60,48,63
15,Alessandro Plizzari,66,78,1800000.0,700.0,13,5,20,36,17,21,15,19,26,23,45,37,57,47,33,44,63,25,54,19,16,13,6,35,15,53,16,20,13,68,68,59,62,72
16,Christian Borrego Isabel,63,71,550000.0,2000.0,58,64,54,61,51,69,61,44,58,67,80,81,68,48,82,62,60,61,45,54,36,23,60,53,62,56,32,30,35,12,10,6,6,11
17,Marc Cardona Rovira,69,70,1700000.0,6000.0,57,68,70,67,67,70,60,52,51,70,75,74,71,71,60,68,62,61,65,67,50,24,70,58,70,66,28,17,12,8,13,11,6,8
18,Souleyman Doumbia,73,76,3700000.0,17000.0,70,33,62,69,38,72,58,35,58,71,81,88,68,66,82,60,71,74,68,46,65,67,63,51,39,64,66,68,68,10,13,11,12,14
19,Felix Götze,67,70,1300000.0,7000.0,45,38,66,69,39,58,55,48,70,64,65,65,67,65,63,52,77,65,74,35,60,66,48,62,33,65,66,67,66,13,13,11,12,7
20,Sam Lammers,72,77,3500000.0,31000.0,58,74,72,68,66,73,65,49,43,72,73,68,72,72,64,72,72,71,69,72,49,36,72,73,75,70,37,21,19,13,12,5,8,15
21,Álvaro Fernández Llorente,72,77,2800000.0,5000.0,9,8,9,29,6,14,14,13,26,28,44,51,68,70,48,50,65,37,59,5,22,14,5,41,14,52,10,11,11,73,68,66,68,76
22,Anel Ahmedhodžić,72,82,4900000.0,16000.0,45,26,72,71,25,59,44,34,65,65,72,82,72,72,52,57,71,73,81,32,74,74,27,60,45,74,68,68,75,7,10,8,11,9
23,Robert Nesta Glatzel,73,73,3100000.0,14000.0,39,76,79,54,74,65,50,38,34,71,64,61,53,74,41,77,60,78,85,60,59,24,76,48,68,69,20,28,25,10,11,14,13,9
24,Ahmed Touba,68,73,1600000.0,11000.0,64,48,64,65,54,64,56,47,67,68,76,84,63,62,64,56,81,76,82,59,68,64,56,61,55,60,67,68,66,7,7,14,9,12
25,Jiří Pavlenka,78,78,9500000.0,21000.0,11,16,14,28,19,12,10,14,17,19,35,37,39,79,27,46,36,20,68,17,22,13,14,25,18,39,12,10,14,80,75,61,69,84
26,Julius Kade,65,71,1100000.0,2000.0,59,54,53,70,50,68,59,49,63,69,74,65,78,63,77,46,59,80,34,47,50,64,55,66,46,58,65,62,61,6,6,9,14,10
27,Halldor Østervold Stenevik,64,75,1300000.0,1000.0,63,55,49,61,48,64,59,41,48,65,79,76,76,59,69,54,56,76,59,50,65,44,60,60,49,54,46,49,46,6,12,8,5,9
28,Dennis Emmanuel Abiodun Adeniran,62,70,875000.0,2000.0,47,55,54,65,42,60,41,38,60,63,67,73,66,63,68,64,59,67,72,62,75,63,59,60,43,58,62,64,61,8,13,11,13,14
29,Yanick Marinus Paulus van Osch,70,73,1600000.0,6000.0,13,14,17,33,10,16,12,15,34,34,40,45,37,70,47,53,69,34,54,12,21,14,8,53,24,48,14,15,13,70,66,71,68,73
30,Khaled Al Samiri,60,65,350000.0,6000.0,58,40,54,65,50,64,42,46,62,64,65,53,74,56,85,50,56,62,50,53,61,58,55,60,45,60,61,56,57,8,7,13,9,12
31,Dimitri Dominique Lavalée,69,75,1900000.0,7000.0,63,21,65,68,22,60,38,27,63,68,58,69,64,68,62,45,69,60,72,29,74,68,41,60,24,64,65,69,70,5,14,9,10,8
32,Oliver Christensen,73,79,3900000.0,15000.0,10,5,9,47,5,16,16,11,44,19,45,43,33,63,34,51,64,42,64,6,32,13,6,62,10,47,14,13,11,77,71,68,67,79
33,田中 青,72,77,3200000.0,14000.0,61,66,52,73,56,67,63,65,72,71,72,62,82,70,77,71,63,79,65,67,70,68,64,67,56,68,72,74,67,10,14,12,12,6
34,Digbo G'nampa Habib Maïga,70,73,1900000.0,5000.0,57,45,67,69,40,68,55,63,68,68,65,54,62,71,71,71,69,78,82,60,74,67,60,64,57,65,67,69,65,8,8,10,15,10
35,Carl Isak Emanuel Pettersson,70,76,2000000.0,8000.0,13,7,11,58,9,18,14,14,61,27,42,47,37,72,52,57,69,34,54,10,22,27,9,60,15,55,25,13,12,71,62,76,66,74
36,Orji Okwonkwo,67,75,2300000.0,10000.0,61,66,53,64,65,67,66,58,49,66,84,85,78,63,62,74,58,67,70,66,66,30,64,59,60,60,53,56,23,7,13,7,12,15
37,Jordi Cortizo de la Piedra,69,72,1800000.0,10000.0,66,58,53,68,60,75,66,54,58,75,84,82,87,59,77,75,56,55,56,56,78,45,59,56,58,57,31,48,46,13,9,12,8,12
38,Ían Jairo Misael Torres Ramírez,66,76,1900000.0,2000.0,60,65,65,69,59,72,52,62,65,73,84,84,80,68,80,68,68,81,63,66,55,45,65,57,68,49,48,58,44,12,13,12,11,8
39,Damir Ceter Valencia,60,63,350000.0,850.0,23,62,71,42,51,44,27,38,20,57,33,52,58,58,51,66,73,53,84,59,45,21,64,48,60,48,45,22,17,12,7,14,6,14
40,Tyler Geoffrey Pasher,66,66,900000.0,3000.0,66,67,47,62,55,67,58,62,52,63,71,64,67,68,77,66,33,80,66,60,55,45,63,63,51,66,57,63,51,10,6,7,12,14
41,Hannes Wolf,72,78,3700000.0,17000.0,63,68,57,69,63,77,73,63,64,76,78,75,77,68,74,69,73,70,67,68,54,38,70,70,65,70,25,39,38,13,10,13,6,8
42,Yanis Merdji,64,64,600000.0,2000.0,57,62,64,62,61,64,45,39,51,65,78,81,80,50,80,70,81,78,73,64,73,16,58,57,61,60,11,15,13,9,14,8,7,10
43,명성준 孙寄穆,59,71,240000.0,500.0,57,24,42,57,23,51,34,31,52,54,75,74,70,57,74,38,57,63,53,36,58,59,44,56,33,50,55,54,51,8,9,6,11,7
44,Ryan Jack Barnett,59,72,550000.0,1000.0,53,49,51,58,49,58,43,38,57,59,77,78,77,55,75,53,54,64,57,51,36,30,51,55,45,58,35,48,49,9,13,11,14,10
45,Gaëtan Weissbeck,72,77,3400000.0,6000.0,66,68,47,75,58,76,77,78,70,76,63,68,78,65,74,77,67,77,68,74,53,29,66,70,67,68,38,63,50,14,7,9,15,7
46,Youssef Maziz,68,73,1800000.0,3000.0,68,67,40,69,62,72,73,75,67,70,67,61,72,64,74,69,60,69,56,65,57,34,68,69,58,70,28,39,31,7,9,14,10,10
47,Carl David Engström,58,60,130000.0,1000.0,25,23,59,34,26,25,25,23,27,33,56,56,47,48,58,39,78,58,80,19,58,55,25,31,32,53,56,55,54,8,9,7,8,10
48,Daleho Irandust,67,71,1500000.0,3000.0,62,63,39,67,50,69,66,47,66,71,66,62,71,65,69,57,57,71,68,57,45,41,69,70,64,68,40,44,39,15,13,10,5,7
49,Silas Gnaka,66,72,1200000.0,3000.0,64,26,64,65,31,62,39,26,67,62,70,76,79,60,75,60,71,71,56,31,68,68,56,64,36,65,68,70,68,10,8,13,15,14
50,Lewis Jay Freestone,64,70,850000.0,2000.0,54,29,55,57,25,59,36,32,50,57,70,71,67,59,50,47,73,61,77,25,78,61,44,46,33,53,60,64,62,13,11,9,14,14
51,Jordan Andrew Davies,63,68,725000.0,500.0,58,60,45,63,48,61,62,68,61,63,74,73,79,61,83,64,65,82,50,66,61,56,60,62,57,56,55,57,52,12,12,13,10,6
52,Álvaro Rodríguez Pérez,67,67,975000.0,3000.0,67,36,60,64,37,58,53,31,57,64,62,59,59,64,64,50,56,67,65,43,47,66,53,49,38,50,65,67,66,6,11,15,13,6
53,Samuel Kalu Ojim,72,75,3200000.0,26000.0,71,65,62,67,49,76,72,71,60,72,87,84,81,67,81,66,85,68,47,64,57,31,67,68,52,70,30,32,27,11,13,6,10,12
54,Sinan Kurt,65,66,750000.0,4000.0,67,63,58,70,58,68,71,73,65,69,64,53,66,63,66,69,62,81,60,65,60,61,62,63,71,63,56,61,56,5,13,12,12,11
55,Yuri Oliveira Ribeiro,68,71,1500000.0,4000.0,66,46,63,70,53,67,67,50,65,67,76,76,79,62,78,66,76,65,64,46,65,65,58,68,41,71,66,65,63,12,12,13,8,12
56,Brandon Aubrey,60,67,250000.0,2000.0,37,33,44,48,29,35,38,49,41,48,53,64,52,55,39,54,68,59,76,41,65,59,35,38,53,46,59,61,55,8,8,8,12,6
57,Julian Gressel,73,73,3100000.0,8000.0,77,60,57,71,60,70,74,64,69,69,70,72,65,70,62,69,60,88,75,64,71,60,72,75,62,70,60,62,62,10,6,7,13,10
58,Eddie Livington Segura Martínez,69,75,1900000.0,4000.0,23,31,65,72,25,49,23,30,67,64,58,63,61,67,59,36,82,71,77,22,69,69,26,32,30,66,67,70,69,12,12,13,6,13
