,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Tasos Douvikas,70,77,3300000.0,9000.0,58,69,69,67,59,71,54,47,62,70,80,79,68,67,63,69,80,76,73,62,57,38,72,56,69,66,28,28,27,9,11,12,13,8
1,Marcelo Alexander Jaramillo Lastra,60,73,550000.0,500.0,45,30,48,53,23,38,28,24,49,56,70,70,57,48,68,48,66,65,77,29,60,60,36,34,30,59,60,61,56,12,12,10,12,5
2,Emerson Eduardo Ruiz Rojas,60,73,525000.0,500.0,40,43,59,60,30,46,23,24,60,55,61,58,55,60,70,30,68,61,61,40,60,60,45,60,31,55,61,60,57,9,15,12,13,5
3,Pierangelo José Pagnano Malavé,63,75,1100000.0,500.0,39,52,44,67,55,60,55,65,60,60,70,70,68,60,70,63,52,54,49,70,49,50,65,65,70,44,50,62,60,9,7,13,11,12
4,Starling Luis Yendis Gómez,65,70,1100000.0,500.0,60,59,45,62,33,65,32,50,60,58,70,73,61,65,77,60,57,70,55,60,50,65,65,66,60,61,42,63,57,13,14,10,12,6
5,Gabriel Jaime Alejandro Vargas Díaz,64,74,1300000.0,500.0,65,60,40,65,43,64,40,33,60,58,71,75,60,57,71,44,50,65,48,33,30,19,60,62,49,46,22,23,21,12,14,10,15,11
6,Adrien Louveau,60,72,575000.0,4000.0,45,32,57,58,36,36,29,26,53,55,59,62,60,48,52,46,63,43,61,36,67,56,31,22,41,51,55,68,64,11,5,13,15,8
7,Anderson Leonel Cardozo Bucobo,64,65,675000.0,500.0,41,55,44,65,38,60,55,75,58,65,65,64,60,65,64,49,60,70,58,65,58,60,66,65,60,61,40,67,60,11,12,9,10,14
8,Pedro José Zaragoza Cabrera,61,73,750000.0,500.0,50,72,57,55,50,61,33,51,33,55,71,71,65,62,68,60,60,55,56,60,33,19,58,55,60,50,20,21,20,8,12,11,13,11
9,Víctor Hugo Navas Barrera,62,71,875000.0,500.0,58,60,57,59,49,70,36,54,55,55,70,71,60,55,70,52,61,55,55,51,33,21,63,55,60,48,22,21,20,7,10,7,14,13
