,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Cristian Ludueña,59,73,inf,850.0,56,46,23,67,47,61,57,57,63,61,63,67,61,40,60,59,55,44,41,59,38,41,52,64,59,50,43,38,44,11,5,7,7,14
1,Nikolas Veratschnig,62,74,inf,2000.0,56,45,49,63,28,64,42,34,59,65,65,67,63,61,65,59,67,69,62,55,63,59,55,63,39,52,60,62,60,14,7,8,14,5
2,藤原 悠汰,59,67,inf,850.0,48,63,44,59,66,64,52,50,40,62,74,68,78,57,91,60,75,65,39,58,48,19,60,54,62,58,25,26,14,8,11,14,7,9
3,Wanya Marçal Madivádua,60,75,inf,6000.0,52,43,39,62,48,62,58,39,60,67,71,64,64,53,64,59,45,37,56,40,40,30,57,61,39,42,31,36,31,8,5,14,8,12
4,Nicholas Markanich,54,61,inf,1000.0,31,56,54,40,50,52,39,38,37,53,56,60,58,53,56,59,62,60,62,54,41,17,50,42,58,48,16,19,11,10,5,8,8,6
5,Kervin Arriaga,67,72,1400000.0,2000.0,52,41,68,66,36,59,33,35,66,63,55,62,61,66,58,48,83,75,78,43,77,64,48,53,39,59,64,66,58,12,15,8,10,6
6,George Marks,53,61,inf,800.0,14,5,13,15,7,14,14,14,28,19,27,28,36,33,43,44,57,26,46,9,25,13,8,26,16,21,8,14,12,58,55,59,51,54
7,Koa Santos,54,62,inf,1000.0,29,18,60,51,24,39,23,28,48,36,59,60,48,44,67,38,63,58,56,16,55,50,26,29,34,34,52,59,58,13,5,12,14,12
8,César Castillo,57,65,inf,2000.0,47,54,44,61,38,55,42,40,60,58,62,62,55,56,67,60,49,54,35,51,42,54,49,55,41,48,41,55,50,12,6,7,8,12
9,Louis Dupré,53,72,inf,500.0,10,10,14,25,7,4,11,11,20,13,16,22,37,48,28,39,38,25,58,9,22,8,6,24,16,35,9,13,11,54,51,52,49,54
