,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Maarten Stekelenburg,74,74,475000.0,6000.0,18,11,14,39,11,12,13,13,37,31,30,32,30,67,27,56,55,24,77,11,41,26,12,41,23,60,9,15,14,70,75,75,79,72
1,Kevin Keith Ellison,59,59,0.0,2000.0,60,59,61,58,62,57,62,62,51,59,42,40,60,60,65,63,68,33,83,61,75,53,59,60,59,61,41,36,34,7,11,6,14,6
2,Ricardo José Vaz Alves Monteiro,71,71,600000.0,6000.0,62,62,78,73,69,71,65,57,71,73,55,46,56,75,52,74,70,49,74,71,69,71,72,77,68,83,72,65,59,12,6,16,7,16
3,John O'Shea,66,66,45000.0,7000.0,53,29,68,59,32,46,51,35,56,56,28,30,49,63,54,49,54,29,75,23,62,68,32,55,47,68,70,66,64,9,14,13,10,14
4,Matt Oakley,61,61,0.0,2000.0,41,41,51,66,52,55,41,54,62,65,49,32,62,63,70,56,56,54,61,47,59,56,39,69,57,76,55,60,52,1,1,1,1,1
5,Robin van Persie,78,78,5500000.0,20000.0,74,79,74,76,84,80,84,81,72,86,59,49,73,79,57,80,50,52,67,77,41,31,85,80,84,85,30,32,21,9,10,5,7,8
6,Arjen Robben,79,79,5500000.0,11000.0,75,78,48,79,83,86,88,79,72,86,74,73,78,73,84,80,51,50,65,84,44,35,84,77,78,85,30,24,24,17,14,14,8,12
7,Josh Bailey,52,63,160000.0,500.0,51,30,41,40,26,48,47,41,33,44,71,69,68,47,66,32,63,55,51,35,45,50,39,41,39,42,48,46,44,9,11,11,8,10
8,Souaibou Marou,65,74,0.0,0.0,47,71,60,62,67,61,58,51,49,62,63,60,55,63,67,73,56,56,51,69,39,23,65,57,70,59,19,22,17,9,10,9,12,8
9,Jerome Ngom Mbekeli,66,72,0.0,0.0,60,61,47,69,53,73,57,46,61,68,77,72,68,52,76,69,49,58,49,64,33,26,64,57,57,59,28,30,28,9,10,12,6,8
