,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Ola Brynhildsen,70,77,3200000.0,4000.0,60,68,55,63,58,72,60,52,55,70,86,84,82,62,82,65,76,82,62,59,60,47,65,63,57,65,42,50,53,7,14,5,6,11
1,Levan Shengelia,68,69,1400000.0,6000.0,64,63,62,68,48,70,48,40,57,70,73,68,67,60,56,68,61,60,75,55,52,19,68,66,51,50,14,19,10,5,6,8,6,5
2,Michael Richard Delgado de Oliveira,75,76,6500000.0,38000.0,60,73,55,68,63,87,43,43,57,78,87,81,89,70,93,70,68,72,53,67,42,38,70,71,58,62,33,13,11,6,14,12,14,7
3,Nikolas Terkelsen Nartey,69,76,2800000.0,10000.0,65,55,60,73,32,73,45,40,65,73,70,77,76,72,77,51,74,74,69,38,67,65,63,70,41,66,66,68,61,13,9,13,6,12
4,Marlon Fossey,66,71,1200000.0,4000.0,64,44,49,62,34,66,47,38,50,63,84,85,84,62,78,42,82,74,61,45,48,56,62,60,49,61,58,61,58,9,6,8,11,10
5,Leo Weinkauf,66,70,925000.0,6000.0,11,9,10,23,10,11,10,10,16,11,36,34,24,52,30,40,49,26,59,6,22,14,6,24,18,37,15,10,9,65,67,53,69,71
6,Jefferson David Savarino Quintero,73,74,3600000.0,7000.0,67,69,43,70,63,77,65,53,58,74,85,80,90,70,81,78,55,78,58,67,59,30,66,69,60,71,36,42,30,7,13,6,15,12
7,Nazım Sangaré,71,72,2000000.0,25000.0,66,37,53,65,42,71,69,31,64,65,89,87,84,61,68,64,78,81,71,45,64,68,69,53,39,68,67,68,67,6,14,15,9,10
8,Wilson Miguéis Manafá Jancó,74,74,4099999.9999999995,11000.0,72,56,59,72,57,71,68,48,54,70,85,84,84,67,81,66,60,79,59,54,75,70,72,65,47,72,69,70,71,6,6,7,11,10
9,Pietro Pellegri,68,75,2500000.0,13000.0,48,69,68,59,56,69,56,54,48,72,60,66,58,64,47,70,65,53,74,61,43,18,70,55,59,67,19,12,15,7,14,6,8,14
10,Ermedin Demirović,74,79,6500000.0,23000.0,62,74,68,69,67,72,65,42,48,73,67,77,66,75,68,80,71,67,77,66,76,23,77,65,63,66,36,29,24,9,8,9,7,6
11,Orestis Kiomourtzoglou,67,70,1300000.0,2000.0,37,44,65,68,36,52,42,39,60,64,68,52,64,63,61,59,85,78,80,49,75,69,52,52,40,65,63,66,64,13,13,6,13,9
