,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Esey Gebreyesus,59,67,475000.0,2000.0,55,63,48,52,49,71,50,44,44,58,69,71,62,57,49,56,42,52,51,49,27,23,42,56,55,47,27,23,28,13,11,6,14,13
1,Ignacio Sosa,58,75,500000.0,500.0,40,54,39,58,40,54,41,40,54,61,61,64,62,49,72,41,61,60,47,58,36,53,60,60,39,65,36,67,60,12,11,7,9,6
2,Sebastián De Marco,49,65,120000.0,500.0,27,60,50,40,41,45,35,32,30,40,55,58,59,54,79,42,64,50,37,45,25,17,47,48,62,40,19,18,17,13,12,12,10,13
3,Riyadh Al Ghamdi,53,61,210000.0,3000.0,30,53,61,47,51,51,49,33,43,52,70,71,70,48,74,51,63,58,57,49,36,26,45,51,59,55,28,29,26,7,10,5,8,12
4,Lucas Bonelli,59,69,400000.0,500.0,14,7,12,23,5,12,11,14,23,18,45,46,34,46,42,42,60,28,52,8,26,19,11,47,14,29,13,12,12,61,58,56,61,60
5,Samuel Mischitz,61,73,725000.0,650.0,58,38,47,58,39,58,42,36,41,60,71,65,71,58,77,58,63,61,43,51,48,58,39,49,34,52,55,58,56,7,9,5,12,6
6,Noah Bischof,62,74,950000.0,2000.0,44,62,52,57,52,63,42,38,36,62,80,75,69,65,58,61,43,64,56,54,38,19,64,51,58,53,21,20,11,13,6,12,10,13
7,Amir Abdijanovic,58,67,450000.0,2000.0,32,61,59,42,45,59,39,42,29,58,62,55,61,58,66,62,60,54,61,48,62,10,58,46,53,49,11,20,13,11,9,12,6,6
8,Noah Bitsche,56,68,325000.0,600.0,36,32,45,58,28,54,36,40,46,58,64,61,57,58,61,48,65,62,45,28,57,57,34,52,41,49,48,57,48,7,11,15,7,10
9,Lukas Parger,55,65,250000.0,1000.0,39,32,60,57,30,48,36,42,53,55,58,63,54,52,58,60,56,61,66,31,62,53,32,41,40,49,46,54,47,14,9,11,14,14
