,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Rubén Peña Jiménez,76,76,6500000.0,24000.0,78,69,74,77,66,72,59,56,66,75,73,75,75,78,77,74,67,69,64,66,63,72,73,65,64,69,72,74,75,7,11,10,16,10
1,Pape Moussa Konaté,69,69,1400000.0,5000.0,59,68,75,60,65,67,46,55,38,70,69,81,72,67,69,71,90,65,76,57,37,24,69,56,78,62,12,17,15,6,9,9,10,10
2,Alejandro Saúl Chumacero Bracamonte,69,69,1100000.0,500.0,69,59,56,72,79,66,59,70,70,71,62,60,64,62,93,78,59,73,66,68,74,64,63,71,67,72,59,65,59,9,9,11,14,6
3,Ibrahim Amadou,72,72,2000000.0,16000.0,55,45,64,70,52,70,61,45,68,69,58,69,67,72,67,75,80,81,80,62,76,73,52,64,50,66,70,71,69,6,7,11,14,14
4,Riza Durmisi,69,69,1300000.0,19000.0,69,53,64,65,54,71,72,71,62,70,74,75,72,65,80,79,78,72,56,67,80,65,60,72,40,64,64,63,66,10,6,6,11,11
5,Paolo Pancrazio Faragò,67,67,1000000.0,2000.0,73,56,51,72,37,66,59,40,70,70,62,52,49,65,48,65,56,62,64,49,70,65,69,67,46,70,70,62,59,7,7,13,6,9
6,Mohamed Naser Elsayed Elneny,76,76,6500000.0,63000.0,64,57,61,77,39,68,69,56,76,75,57,55,65,74,62,78,69,78,68,69,73,75,63,69,62,75,74,74,72,7,15,15,12,6
7,Alexander Martín Marquinho Callens Asín,73,73,2500000.0,7000.0,23,48,71,71,43,49,28,26,68,60,70,70,71,70,53,79,76,76,80,23,77,71,25,35,73,70,70,75,76,13,9,9,10,15
8,Federico Barba,72,73,2200000.0,4000.0,66,21,73,62,32,59,47,29,56,63,68,69,66,68,49,47,67,66,76,31,72,72,27,50,45,66,74,72,72,7,11,12,13,8
9,Gilberto Moraes Júnior,78,78,12500000.0,15000.0,75,52,64,72,38,72,74,65,64,74,80,78,72,77,74,78,62,87,75,63,84,75,71,68,51,75,72,78,77,8,14,15,10,13
10,Alberto Alves Coelho,66,72,875000.0,3000.0,36,67,65,49,68,64,53,41,42,65,69,73,75,65,68,68,71,58,67,58,31,15,66,55,65,47,21,14,19,6,7,15,15,8
11,Ryan Paul Colclough,64,67,775000.0,5000.0,62,60,40,60,41,68,44,51,57,67,74,72,70,51,71,59,62,68,61,54,35,23,58,59,54,52,34,27,20,15,10,10,12,15
12,Tim Knipping,68,68,1000000.0,4000.0,28,28,70,61,30,46,32,26,57,51,45,55,47,62,56,46,72,64,87,33,66,65,29,49,35,67,66,70,67,13,7,11,6,15
13,Benjamin Garuccio,67,68,1100000.0,1000.0,65,46,46,62,65,65,55,60,61,64,77,76,75,62,78,62,71,84,67,52,47,66,65,64,49,62,61,63,60,12,16,9,9,10
14,Rafael Czichos,74,74,2700000.0,8000.0,56,42,72,66,33,57,52,57,67,65,52,64,57,67,60,63,73,67,82,51,77,75,43,47,36,76,75,76,76,8,7,14,11,9
15,Maximilian Welzmüller,65,65,600000.0,2000.0,58,50,48,66,39,55,62,65,67,62,67,65,69,61,71,55,77,78,62,46,59,62,44,65,43,62,61,62,59,8,9,15,6,6
16,Quirin Moll,64,64,400000.0,1000.0,52,44,59,62,41,52,46,54,60,64,66,52,63,59,66,65,79,74,70,53,66,65,51,59,48,64,60,64,63,15,10,16,6,15
17,Andreas Voglsammer,72,72,2300000.0,13000.0,64,69,72,67,69,68,69,68,53,69,72,85,65,68,80,85,85,66,84,69,82,31,68,69,69,67,39,34,23,12,9,7,14,8
18,Jérôme Gondorf,71,71,875000.0,10000.0,65,59,56,73,56,68,72,69,68,70,59,52,70,71,82,71,74,86,72,67,77,67,64,72,70,72,66,71,72,8,9,9,16,9
19,권창훈 权昶勋,66,66,850000.0,2000.0,63,58,56,64,64,69,70,66,63,71,67,64,77,63,78,72,57,60,48,66,65,54,68,66,56,70,40,50,50,7,16,9,8,8
20,Dominic Edward Gape,65,66,725000.0,3000.0,61,54,57,64,44,61,61,43,62,64,66,64,81,63,81,60,76,65,69,58,71,62,57,63,56,62,63,63,62,11,16,11,15,8
21,Markus Kolke,72,72,1200000.0,8000.0,12,15,20,24,20,13,11,13,21,18,48,40,39,70,58,47,51,45,76,11,18,21,19,25,29,23,11,17,19,74,69,62,71,75
22,Ulrik Yttergård Jenssen,65,68,850000.0,3000.0,60,52,66,68,54,60,60,50,69,64,54,52,54,63,61,65,63,69,78,48,60,63,53,54,53,65,64,65,62,11,12,8,14,7
23,Brian Oladapo Idowu,69,69,925000.0,19000.0,56,36,65,64,36,55,40,40,57,61,90,85,70,63,68,54,70,77,68,26,64,62,53,57,53,58,66,72,67,13,15,13,6,15
24,Max Lowe,72,77,3200000.0,18000.0,64,41,66,67,41,74,42,38,66,73,78,81,74,69,69,62,71,69,66,36,63,68,66,62,50,63,66,74,69,12,11,8,13,9
25,Michaël Heylen,65,65,625000.0,3000.0,44,29,65,66,30,43,32,35,60,55,34,41,50,63,46,55,46,66,81,36,75,69,45,56,42,64,62,64,62,15,9,16,10,12
26,Jordi Vanlerberghe,70,73,1800000.0,8000.0,61,56,67,71,57,64,61,67,69,70,62,63,60,67,52,75,65,72,77,64,69,69,58,68,54,71,69,71,68,15,14,10,13,11
