,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Jakub Lewicki,56,73,350000.0,500.0,56,46,45,54,44,56,44,42,50,51,65,63,60,50,70,38,63,64,51,40,55,46,55,40,42,44,42,54,52,6,13,12,6,15
1,Omar Faraj,61,72,725000.0,2000.0,32,63,56,51,51,60,40,32,34,63,66,67,63,57,61,60,68,53,73,52,52,20,60,50,56,56,16,20,18,15,5,8,6,12
2,Jay Benn,55,65,275000.0,1000.0,49,24,47,51,28,51,41,28,39,52,71,70,67,52,70,22,61,60,59,23,53,51,45,44,35,42,49,50,48,9,14,15,10,6
3,Nurullah Aslan,60,66,325000.0,1000.0,13,8,11,30,8,7,15,13,27,30,31,31,32,47,25,42,70,25,70,9,22,23,6,30,12,37,19,16,25,63,62,56,60,59
4,Bennet Schieber,52,64,170000.0,500.0,30,18,49,46,31,25,29,30,32,37,51,55,45,48,49,38,66,58,63,17,47,53,28,31,33,39,50,56,51,6,12,9,12,5
5,Frederik Rahn,53,65,200000.0,500.0,49,27,36,42,35,43,37,34,28,48,68,55,53,53,60,46,48,55,53,38,46,48,44,39,41,41,45,54,52,6,12,10,13,11
6,Moe Shubbar,55,65,275000.0,1000.0,40,58,51,51,34,48,43,34,30,54,70,73,71,56,64,49,59,55,47,53,34,16,57,56,55,59,12,18,14,14,9,11,7,9
7,Sulaiman Asiri,52,62,180000.0,2000.0,46,47,40,51,39,53,42,44,49,49,66,64,52,48,60,46,57,50,55,45,38,38,46,50,51,48,32,34,23,15,7,13,13,6
8,Kacper Jodłowski,58,64,300000.0,1000.0,40,31,46,65,31,49,39,37,57,48,59,60,58,58,64,52,63,61,67,28,59,50,50,59,47,59,55,60,59,9,10,12,13,5
9,Carlos Romero Serrano,61,69,675000.0,950.0,60,43,47,62,48,50,57,35,60,53,62,61,61,62,60,51,60,61,58,50,51,61,56,47,46,48,60,57,58,9,10,7,11,9
10,Rodrigo Alonso Martín,62,79,1000000.0,900.0,59,49,45,70,52,63,55,63,66,67,63,62,62,60,67,61,40,60,41,58,42,49,53,65,66,56,52,46,44,5,10,13,15,12
11,Jaime Durán Jiménez,57,67,325000.0,2000.0,20,9,8,30,7,13,20,7,34,11,31,30,33,42,26,44,50,38,59,9,22,11,6,42,17,41,9,12,15,59,61,58,54,58
12,Ivan Kaliuzhnyi,65,70,1000000.0,700.0,49,45,52,66,49,58,54,50,64,63,59,63,64,57,56,63,62,77,78,60,64,61,53,55,52,57,62,64,61,12,5,11,13,15
13,Antonio Espigares Morillas,58,74,475000.0,500.0,33,26,60,59,29,33,29,27,56,41,55,55,55,57,54,54,64,56,56,33,60,60,30,39,46,55,58,60,61,11,6,11,8,13
14,Vafa Hakhamaneshi,61,61,220000.0,500.0,37,24,56,50,30,30,30,31,42,45,55,54,34,52,30,46,69,72,87,26,51,62,38,30,40,53,55,65,63,7,7,10,10,10
15,Aakash Sangwan,53,54,100000.0,500.0,47,33,35,45,35,46,37,29,41,40,70,66,59,53,68,41,60,63,56,36,50,52,43,43,34,41,49,52,47,15,14,7,8,7
16,Jockson Dhas,49,50,50000.0,500.0,38,38,48,52,31,44,36,34,50,47,60,65,59,45,76,48,64,69,57,39,54,47,50,48,36,42,35,44,45,9,14,12,5,13
17,Thiago Ezequiel Ojeda,61,76,775000.0,850.0,56,60,53,59,57,61,55,49,58,58,67,66,65,61,55,60,57,60,53,61,48,39,64,59,62,49,38,46,49,14,9,7,13,5
18,Sajal Bag,48,61,110000.0,500.0,34,38,42,50,37,46,37,37,45,50,61,68,58,46,71,49,64,57,50,36,61,44,51,48,35,50,39,46,45,8,13,9,7,11
19,Fares Arnaout,64,68,725000.0,500.0,39,42,64,63,34,50,42,50,60,60,62,63,50,46,50,55,72,75,78,46,52,57,40,44,44,47,70,65,62,5,10,9,10,10
20,Noah Sadaoui,62,62,400000.0,500.0,50,55,50,53,50,63,60,52,48,62,81,79,75,57,67,58,62,70,64,64,50,24,66,54,53,52,28,30,33,15,7,9,12,8
21,Alex Saji,54,62,230000.0,500.0,39,30,47,41,21,38,39,27,39,38,61,68,58,43,65,37,80,70,71,25,48,50,32,34,39,47,50,58,56,13,7,12,15,7
22,Manoj Mohammad,53,60,180000.0,500.0,37,27,40,41,26,48,38,27,37,44,70,68,67,53,64,33,55,73,57,28,53,45,43,37,32,39,48,51,52,8,11,8,12,9
23,Jorge Carlos Galdón Sánchez,59,67,500000.0,1000.0,48,48,58,66,47,56,44,48,63,58,58,55,57,60,60,58,60,57,59,53,57,56,49,60,59,48,58,57,58,9,9,13,10,6
24,Faisal Ali,54,62,240000.0,500.0,48,51,46,48,41,53,45,38,46,52,80,81,80,41,72,49,67,60,56,47,50,29,48,44,42,48,24,30,28,9,13,6,7,14
25,Modou Tambedou,64,76,1300000.0,2000.0,39,29,60,65,28,58,47,42,59,59,69,70,78,58,78,44,78,62,75,29,68,61,41,49,42,44,59,63,63,12,14,7,6,5
