,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Tiago Cardoso Mendes,81,81,5500000.0,50000.0,61,62,75,84,67,70,75,68,83,83,54,55,60,77,56,77,76,67,76,75,83,71,74,82,57,78,53,77,69,6,8,12,8,14
1,Dirk Kuijt,75,75,1500000.0,15000.0,77,75,80,75,74,69,64,51,70,74,63,68,65,77,61,80,73,83,75,73,75,65,80,74,87,84,62,66,57,8,6,16,11,7
2,Ricardo Andrade Quaresma Bernardo,76,76,2400000.0,10000.0,82,63,41,73,80,85,93,71,73,83,71,69,72,66,81,78,60,52,58,78,68,24,71,82,73,82,29,17,11,12,14,10,5,15
3,Joaquín Sánchez Rodríguez,79,79,0.0,20000.0,86,78,65,85,68,81,86,77,84,81,62,68,69,82,69,78,31,34,61,77,55,35,81,85,75,81,41,47,39,9,14,6,10,11
4,Florent Balmont,68,68,220000.0,4000.0,68,61,49,73,58,64,64,69,70,70,33,33,46,71,78,71,34,33,57,67,80,76,62,68,60,71,71,74,69,6,11,7,14,16
5,Nigel de Jong,74,74,3200000.0,20000.0,55,39,63,74,51,65,53,50,74,71,60,62,67,70,83,70,77,74,75,54,87,73,57,62,58,75,72,74,76,2,4,2,2,4
6,Hamit Altıntop,74,74,1700000.0,20000.0,73,62,60,78,72,74,64,72,81,78,48,53,67,76,68,81,55,58,74,80,76,69,65,78,71,82,68,73,67,15,9,13,13,8
7,Kléper Laveran de Lima Ferreira,81,81,4600000.0,12000.0,46,46,81,73,23,58,44,47,75,60,75,78,62,81,48,63,89,82,86,56,94,80,40,48,57,80,83,81,80,8,15,5,9,10
8,Joleon Lescott,70,70,600000.0,20000.0,57,52,76,62,45,52,42,52,60,59,37,40,40,62,46,64,76,58,74,40,82,60,39,48,48,63,70,72,71,6,6,12,16,7
9,Vincent Jean Mpoy Kompany,82,82,10500000.0,29000.0,61,45,82,74,46,63,61,52,75,70,48,51,50,77,41,73,58,63,87,55,80,82,41,64,63,81,85,84,80,10,9,5,8,6
