,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Seong Hun Park,50,66,110000.0,500.0,31,25,50,43,31,36,33,25,51,41,56,58,44,48,59,35,58,65,56,22,42,49,33,45,38,42,51,51,52,7,15,14,7,15
1,Shin Jin Kim,56,63,275000.0,1000.0,33,62,62,41,42,51,37,35,42,45,63,62,57,52,65,47,62,60,72,45,57,21,62,52,56,52,15,14,15,15,12,7,8,9
2,Jang Han Gyeol Park,52,71,200000.0,500.0,50,38,29,56,45,44,52,45,58,56,58,68,59,45,45,44,44,55,38,34,42,29,55,55,42,53,28,29,32,9,9,11,10,9
3,Ho Min Park,52,65,190000.0,650.0,30,55,64,45,45,44,44,33,33,40,45,55,52,50,60,52,70,64,76,40,56,23,48,34,57,45,22,23,33,14,11,10,8,15
4,Sámuel Major,62,77,900000.0,1000.0,66,42,48,58,38,62,60,58,52,59,76,73,69,55,71,62,51,54,53,45,65,56,41,47,41,55,54,63,58,5,13,6,8,9
5,Muhamed Olawale,59,68,500000.0,1000.0,41,62,60,42,55,47,41,33,25,54,73,75,61,51,58,58,44,51,83,51,28,20,56,48,57,48,19,19,14,9,12,8,11,13
6,Flamur Dzelili,59,67,500000.0,700.0,50,57,41,52,52,61,44,35,42,62,81,82,63,42,64,60,46,55,52,47,35,27,57,55,47,54,25,30,24,9,13,13,6,11
7,Noé Masevo,58,69,425000.0,650.0,49,41,49,60,36,51,49,40,54,59,60,54,59,56,73,53,54,49,60,43,62,56,46,54,46,57,55,58,52,8,15,9,7,8
8,Detlef Esapa Osong,55,74,325000.0,1000.0,32,64,56,39,40,43,35,31,32,61,58,61,56,49,62,47,67,56,70,48,33,17,54,50,63,45,12,11,16,14,5,9,11,10
9,Jad Hakiki,56,68,325000.0,500.0,43,52,47,56,47,61,52,48,52,59,70,64,73,52,75,50,51,58,37,48,45,49,58,60,52,61,49,48,45,11,10,9,7,11
10,Gavin Molloy,57,63,230000.0,500.0,48,55,52,57,39,56,50,49,54,55,59,57,61,54,55,57,52,63,59,50,62,56,53,54,50,55,53,54,49,12,12,13,14,5
11,David Toure,51,59,110000.0,500.0,46,45,50,50,31,51,38,30,42,51,61,55,56,52,66,41,69,54,58,26,54,44,48,42,41,43,35,51,48,8,7,8,7,6
