,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Ethan Shea Horvath,71,74,1800000.0,25000.0,11,17,13,31,14,16,16,17,30,22,48,49,54,72,32,43,64,30,64,19,27,10,11,50,11,31,14,9,8,78,66,57,62,76
1,Uroš Matić,71,71,1500000.0,9000.0,60,64,63,72,55,71,59,60,68,72,68,66,73,71,70,70,73,86,80,67,69,60,73,70,66,70,63,62,58,14,14,15,8,6
2,José Manuel Rodríguez Benito,71,71,1500000.0,7000.0,48,55,70,67,72,54,36,37,67,67,58,55,66,68,52,75,74,64,74,56,78,71,34,54,48,65,70,73,73,15,11,6,14,12
3,Ebenezer Kofi Assifuah-Inkoom,66,66,875000.0,2000.0,53,63,61,58,53,63,46,50,56,64,91,91,89,61,81,65,90,75,74,62,54,25,65,61,66,66,27,25,24,13,15,8,7,15
4,Andrés Felipe Mosquera Guardia,73,73,2100000.0,18000.0,55,36,74,68,38,47,51,36,58,61,72,70,69,71,55,58,71,74,75,45,76,71,37,55,31,56,75,75,73,7,13,6,7,6
5,Joel Coleman,62,63,350000.0,2000.0,11,17,11,35,18,17,20,11,44,19,40,49,48,58,62,47,60,40,60,16,16,16,11,40,25,52,16,12,13,62,60,62,62,63
6,Roger Beyker Martínez Tobinson,75,75,6000000.0,44000.0,64,78,65,70,64,79,68,27,56,76,84,78,79,73,75,80,77,75,80,74,74,30,73,62,68,75,40,25,23,14,16,15,7,13
7,Sergio Aguza Santiago,68,68,1200000.0,5000.0,63,64,49,70,58,65,73,59,69,67,62,63,66,66,78,72,60,76,65,73,66,62,58,68,71,67,63,68,71,10,15,8,9,13
8,Nils-Jonathan Körber,68,73,1400000.0,4000.0,13,11,17,24,14,18,13,14,24,20,33,37,46,61,43,44,63,28,55,16,22,14,12,21,15,25,9,13,14,70,65,59,67,72
9,Lorenzo Valerio Rosseti,65,70,725000.0,1000.0,50,64,65,61,66,61,58,61,45,63,65,64,66,62,71,66,77,73,75,56,58,26,65,60,62,62,20,28,30,16,6,8,8,15
10,Jason Steven Cummings,69,70,1700000.0,2000.0,44,72,65,63,63,65,67,55,47,66,70,72,71,69,72,70,68,72,65,66,60,45,72,66,64,69,21,40,32,15,7,11,10,12
11,Pietro Ceccaroni,72,75,2700000.0,4000.0,52,31,75,66,27,49,37,27,64,52,64,73,59,66,68,29,72,67,76,24,69,72,38,30,37,69,75,74,72,12,9,12,9,15
12,Mattia Aramu,74,75,4900000.0,5000.0,72,57,53,78,65,76,70,73,70,79,73,81,81,70,79,70,56,74,59,68,50,48,74,72,60,70,56,52,48,8,6,12,7,15
13,Matías Vecino Falero,77,77,10000000.0,45000.0,69,68,79,79,62,76,64,58,75,80,63,62,68,75,64,78,75,73,77,74,75,76,75,78,56,80,76,75,68,4,4,4,4,4
14,Mato Miloš,67,67,900000.0,2000.0,67,43,58,65,45,62,65,48,59,69,74,76,68,64,72,59,58,71,65,56,65,60,53,55,58,64,62,61,61,16,8,15,8,9
15,Dillon Phillips,69,71,1300000.0,12000.0,19,15,12,32,19,21,19,20,18,27,48,43,30,67,54,47,51,38,58,18,19,14,6,20,27,46,24,20,16,70,65,62,68,70
16,Clifford Aboagye,69,72,1800000.0,10000.0,66,51,42,75,54,74,73,62,73,71,77,76,87,68,92,68,31,68,31,63,52,56,60,75,68,65,54,51,48,8,10,13,7,7
17,Mohammed Ibrahim Kanoo,71,71,1800000.0,21000.0,66,66,68,74,56,72,56,51,75,72,70,78,74,67,58,75,66,77,76,71,67,66,68,66,62,66,70,70,62,10,15,9,13,11
18,César Alejandro Falletti dos Santos,71,71,1800000.0,4000.0,68,60,47,71,61,76,72,66,69,78,77,81,84,64,87,69,70,74,63,70,42,22,64,66,64,71,50,22,21,11,6,7,5,13
19,Joseba Zaldúa Bengoetxea,75,75,4800000.0,25000.0,78,32,77,76,23,60,62,41,65,72,65,64,63,71,70,48,81,75,70,40,82,73,44,50,32,66,71,78,75,7,15,14,11,11
20,Frankie Kent,67,69,1100000.0,5000.0,28,32,66,61,24,53,22,28,55,58,61,65,58,64,62,38,80,81,76,16,66,65,40,45,34,55,67,68,67,10,6,12,11,14
21,Nicolás Orsini,72,72,2500000.0,13000.0,45,72,74,65,64,64,43,43,59,70,76,77,70,70,74,74,75,64,82,65,65,22,73,61,69,68,33,25,19,11,6,16,6,16
22,Bertrand Yves Baraye,69,69,1400000.0,5000.0,58,66,46,63,59,75,54,56,60,70,81,86,77,66,74,69,66,65,57,62,57,37,68,61,50,66,50,55,47,7,8,8,8,15
23,Bubacarr Sanneh,67,70,1200000.0,5000.0,36,43,75,57,43,52,27,29,50,63,68,56,67,56,67,54,85,68,73,33,72,61,54,43,31,68,62,69,66,6,8,14,16,15
24,Isaac Carcelén Valencia,72,72,2100000.0,19000.0,75,47,54,72,56,70,72,78,59,69,78,77,71,56,74,69,55,90,57,69,75,68,69,59,69,62,67,71,65,9,11,11,10,7
25,Aarón Escandell Banacloche,71,75,2000000.0,5000.0,20,15,24,27,19,19,25,18,31,22,39,34,41,70,56,51,69,45,51,16,22,24,12,39,21,42,30,19,18,68,71,68,68,73
26,Óscar Alexander Whalley Guardado,71,74,1700000.0,5000.0,24,17,13,32,14,16,14,13,35,24,50,48,45,66,40,52,64,42,73,10,24,21,13,49,24,51,23,18,16,72,68,69,66,75
27,Danny Brayhan Bejarano Yañez,63,63,0.0,0.0,66,33,48,65,36,64,44,42,63,72,71,72,52,55,63,51,56,64,71,39,73,44,58,47,53,46,68,48,45,12,9,15,14,10
28,Jaime Darío Arrascaita Iriondo,68,68,1200000.0,600.0,64,54,40,64,40,72,49,34,60,69,83,80,80,56,66,51,34,73,37,52,35,24,66,62,53,49,52,30,32,6,8,9,14,9
29,Aboubacar Demba Camara,66,71,875000.0,3000.0,42,63,64,65,56,67,56,44,53,66,74,76,72,59,74,64,71,71,73,59,41,46,62,53,70,56,31,29,28,14,14,12,14,9
30,Thomas Fekete,54,64,90000.0,2000.0,52,22,49,48,23,57,29,30,36,42,63,53,50,54,62,32,63,59,56,24,56,48,44,39,35,58,51,56,55,8,11,9,10,10
31,Mikkel Kallesøe Andreasen,68,71,1500000.0,5000.0,63,52,54,61,55,66,61,52,55,67,80,82,69,62,66,64,30,84,72,55,57,60,59,57,48,64,62,63,59,8,11,7,8,13
32,Gregory Kwesi Wüthrich,72,73,2400000.0,14000.0,37,33,67,61,32,47,30,29,60,60,54,52,56,68,35,41,82,70,90,34,75,71,36,50,39,66,73,72,69,7,9,14,15,10
33,Ezequiel Ponce Martínez,74,79,6500000.0,19000.0,59,75,75,65,67,74,68,61,50,73,77,75,74,73,76,76,79,70,74,68,55,29,75,61,68,70,39,30,28,12,16,7,7,6
34,Andrija Živković,76,77,9000000.0,2000.0,75,73,46,73,66,82,83,71,65,81,82,78,75,68,88,78,60,72,54,70,60,64,71,77,68,78,49,59,50,9,11,8,6,6
35,Moussa Njie,65,66,850000.0,1000.0,60,59,54,60,48,66,54,33,48,65,85,87,80,58,74,63,60,62,60,58,37,20,60,58,55,65,26,17,13,12,9,11,11,7
36,Max O’Leary,67,72,1200000.0,8000.0,16,10,11,30,14,13,11,12,17,19,38,48,30,48,48,48,58,43,52,14,26,19,12,46,29,42,10,17,16,71,65,64,65,72
37,Ernesto Torregrossa,71,71,1800000.0,14000.0,44,74,70,62,62,64,55,54,49,69,70,75,80,71,63,72,89,78,84,60,40,25,74,58,72,68,23,23,21,10,9,5,13,8
38,Deiver Andrés Machado Mena,72,72,2100000.0,21000.0,71,57,63,68,43,72,46,32,60,70,82,85,75,62,78,57,82,77,66,51,70,65,60,63,57,65,66,66,66,13,12,8,12,11
39,Jordan Hugill,69,69,1400000.0,21000.0,53,70,76,63,63,65,55,36,39,67,68,63,64,66,62,73,85,75,85,57,90,28,69,57,62,64,38,32,34,15,7,14,13,14
40,Rafael Santos Borré Maury,78,79,17000000.0,33000.0,71,77,74,77,74,78,78,67,69,78,83,72,84,79,81,82,80,85,67,74,86,41,82,78,72,81,44,45,29,11,14,14,11,8
41,Abdulmajeed Mohammed Al-Sulaiheem,68,68,1200000.0,15000.0,56,61,53,72,46,72,70,62,69,70,78,68,88,68,89,62,79,76,58,59,59,60,66,68,50,66,56,60,59,8,15,11,9,14
42,Lovre Kalinić,74,74,2100000.0,750.0,15,12,15,18,15,11,18,13,16,15,38,39,26,71,22,40,58,31,80,19,39,23,7,42,22,58,13,17,17,79,69,53,74,78
43,Cameron Mark Thomas Brannagan,70,72,2000000.0,8000.0,67,63,53,71,50,66,70,63,70,70,63,65,73,67,74,74,33,90,63,64,75,63,64,70,69,68,60,65,59,12,7,8,8,12
44,Niclas Eliasson Santana,73,73,3300000.0,1000.0,74,61,32,67,62,74,73,69,57,72,90,87,91,67,78,60,60,75,54,61,40,35,60,73,53,66,42,48,35,11,7,10,16,14
45,Carlos Fernández Luna,74,76,5500000.0,28000.0,47,78,74,73,70,77,43,56,66,78,62,71,70,72,47,78,73,54,72,74,71,22,72,73,73,67,21,21,22,12,13,8,9,12
46,Alain Oyarzun Aguilar,68,69,1100000.0,5000.0,69,64,46,67,53,70,62,61,66,67,73,71,83,62,72,63,72,49,57,68,58,43,62,69,60,66,54,49,42,12,6,14,14,15
47,Dawid Igor Kownacki,71,75,2600000.0,16000.0,54,73,65,68,63,70,55,39,60,71,77,71,76,70,67,77,70,68,68,64,61,43,72,62,76,71,30,18,16,15,13,9,9,11
48,Michael David Barrios Puerta,72,72,1900000.0,7000.0,70,65,54,63,69,74,64,65,60,70,86,84,86,65,94,75,64,72,44,59,52,40,73,73,59,74,54,31,25,9,8,11,15,9
49,Gustavo Alberto Cristaldo Britez,68,68,750000.0,500.0,63,62,49,70,46,71,71,80,64,65,71,66,70,62,74,66,69,71,75,78,71,49,66,73,75,59,45,32,29,7,12,14,15,9
50,Guido Guerrieri,62,66,425000.0,5000.0,12,13,19,27,13,16,18,16,19,20,41,49,35,61,48,44,54,22,67,14,18,22,16,28,23,51,22,15,14,63,60,59,60,60
51,Mohammed Ibrahim Al Burayk,70,70,1400000.0,19000.0,73,55,54,68,43,69,70,69,68,72,73,80,65,64,74,64,81,77,61,53,60,65,74,71,55,65,64,64,67,10,9,10,7,9
52,Daniel Molina Orta,64,73,650000.0,4000.0,49,57,42,72,59,65,66,59,69,70,48,52,65,58,67,60,60,34,32,67,63,59,56,71,55,62,56,71,70,11,10,16,15,13
53,Sverrir Ingi Ingason,75,75,4800000.0,1000.0,45,48,75,69,30,47,48,46,60,69,62,61,58,71,58,64,80,70,78,59,75,78,54,55,50,69,78,75,75,13,9,10,9,9
54,Gustavo Alejandro Villarruel,65,65,575000.0,4000.0,59,59,39,63,54,64,59,48,58,63,76,75,79,64,76,59,56,66,47,60,46,25,63,55,48,61,33,32,26,15,14,15,6,7
55,Daniel Michael O'Shaughnessy,67,67,950000.0,5000.0,56,34,64,63,26,45,42,34,61,59,52,55,47,64,40,49,62,69,80,42,66,64,37,54,43,59,69,67,65,13,16,6,11,13
56,Ryan Hollingshead,71,71,1400000.0,5000.0,64,62,74,71,40,72,59,39,67,68,54,52,61,72,60,76,84,86,76,62,74,70,67,65,49,69,68,72,69,23,17,18,23,17
