,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Tomasz Walczak,54,68,250000.0,500.0,31,55,56,45,36,51,40,30,31,49,58,59,52,54,51,51,61,60,64,53,29,10,55,51,58,48,19,15,12,6,9,11,14,13
1,Valdemar Kwasniak,51,68,140000.0,1000.0,29,51,47,47,40,49,39,38,44,50,82,79,68,59,67,47,56,50,56,49,60,47,50,39,45,47,48,53,53,13,10,12,10,15
2,Harry Nicolson,49,57,100000.0,500.0,29,19,42,32,25,20,21,23,23,33,62,61,45,44,62,30,71,61,54,21,46,52,27,31,35,40,50,51,52,9,7,6,15,10
3,Aaron Basenach,56,71,325000.0,1000.0,53,50,48,58,30,53,34,33,60,60,70,75,70,49,65,49,60,60,55,44,54,51,35,50,40,37,52,58,51,13,13,13,6,8
4,Saidou Khan,59,62,275000.0,2000.0,44,57,49,62,36,56,47,35,62,59,62,64,69,54,71,49,61,68,58,59,53,51,57,58,42,53,51,58,58,9,7,10,15,8
5,Mahamadou Doumbia,57,74,425000.0,750.0,44,45,39,61,40,58,45,40,54,62,70,68,64,50,45,49,53,51,48,43,38,41,51,58,35,59,33,41,40,6,7,6,6,7
6,Marco Nasti,53,68,220000.0,500.0,39,56,51,49,49,50,58,39,32,54,50,54,58,56,65,55,58,41,39,51,44,22,53,41,51,49,19,24,18,10,13,8,12,6
7,Rudy Boulais,53,60,160000.0,500.0,12,5,12,18,7,14,13,13,29,17,27,33,21,43,34,38,41,22,44,6,24,12,8,29,19,39,5,10,10,58,51,51,52,54
8,Hugo Ozée,53,61,200000.0,750.0,37,21,48,44,29,29,31,27,31,38,60,62,51,44,58,34,56,41,57,21,49,53,25,24,41,33,52,61,59,7,14,6,11,13
9,Dylan G'Beuly,55,65,275000.0,750.0,51,38,39,64,51,58,53,43,63,62,68,63,62,48,51,51,57,46,49,34,39,23,40,54,51,53,42,40,45,8,10,6,10,7
10,Samy El Khiar,54,65,240000.0,750.0,40,51,28,59,48,60,63,42,50,56,67,61,61,35,71,51,41,42,31,51,57,21,51,52,41,52,21,29,26,13,15,15,12,8
11,Killian Corenthin,53,61,210000.0,750.0,34,35,34,62,35,56,42,39,59,61,62,61,61,46,61,42,56,45,47,34,58,46,38,47,41,39,51,59,49,6,8,10,8,10
12,Nikolas Korzeniecki,58,71,475000.0,750.0,41,44,52,61,35,54,44,49,55,59,63,68,58,55,61,66,65,46,64,60,61,57,39,47,46,47,55,56,57,14,6,13,6,15
13,Abdulrahman Al Hajeri,56,59,170000.0,4000.0,52,38,44,51,25,53,40,41,53,51,66,65,56,51,58,42,57,60,56,37,44,55,47,44,54,45,54,53,53,7,10,12,6,12
14,Abdulmajeed Al Saeed,56,59,190000.0,3000.0,52,49,47,57,36,57,42,54,53,58,64,63,58,54,60,51,62,60,54,52,53,48,55,52,59,48,44,45,41,13,15,5,5,5
15,Bryce Miranda,55,63,275000.0,500.0,56,49,43,44,37,54,53,50,43,53,79,80,75,37,74,52,64,70,64,47,32,40,48,53,47,51,35,35,29,10,8,14,13,6
16,Saurav Mandal,52,64,200000.0,500.0,51,45,31,43,38,50,44,38,45,48,77,75,72,43,77,50,62,68,54,45,31,31,44,45,46,45,28,31,31,11,11,6,12,6
17,Ryan Flamingo,67,78,2100000.0,5000.0,57,55,68,69,37,60,52,32,68,63,69,65,66,65,66,67,73,71,73,56,69,64,61,56,68,66,66,67,67,13,11,14,5,8
18,Peter Shalulile,74,74,4300000.0,1000.0,30,85,72,63,70,66,39,41,51,68,79,79,75,75,76,73,64,80,57,66,65,19,76,55,72,60,17,13,15,8,10,10,12,11
19,Lyle Lakay,68,68,1000000.0,500.0,67,45,51,65,36,66,50,40,56,68,70,71,70,66,68,50,53,72,60,44,55,62,52,56,37,60,62,66,65,9,9,11,15,13
20,Etienne Camara,62,77,900000.0,2000.0,45,40,57,62,41,60,45,42,56,61,63,64,57,58,53,57,60,66,71,42,64,58,45,55,48,58,61,61,59,12,10,9,8,6
