,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Sergio Kalaj,60,69,525000.0,500.0,31,21,55,46,31,30,21,27,33,48,53,63,36,56,44,43,69,64,74,23,55,56,23,32,36,44,56,64,64,11,9,12,7,11
1,Yonatan Cohen,64,65,700000.0,1000.0,56,68,54,52,64,65,64,57,42,69,66,78,72,65,49,71,49,63,71,58,36,30,67,56,54,59,29,31,27,8,10,14,8,10
2,日髙 光揮,53,69,240000.0,550.0,47,42,42,59,43,56,44,45,57,58,72,67,70,43,72,50,70,59,56,47,61,42,39,54,38,36,39,48,43,11,5,7,15,13
3,Roberto Carlos Ramírez,61,68,625000.0,500.0,55,55,55,61,47,58,56,48,58,55,57,54,52,58,60,48,70,67,76,44,61,60,55,55,51,57,61,59,58,9,9,6,14,12
4,Preston Judd,58,65,400000.0,1000.0,32,60,60,44,57,50,42,28,38,53,63,68,56,53,48,63,64,63,73,52,51,15,60,48,61,50,18,12,18,14,9,13,14,7
5,Brian Mansilla,65,75,1600000.0,500.0,63,64,49,60,55,67,59,56,59,62,71,72,82,59,62,55,66,65,53,62,33,48,61,61,63,58,44,48,45,11,9,7,15,10
6,Cristian Carbajal,63,69,725000.0,500.0,61,44,55,58,58,55,55,58,56,58,70,72,65,58,59,45,70,67,58,47,57,57,56,55,55,50,56,63,61,10,12,8,13,10
7,Antanas Iliev,62,62,425000.0,1000.0,32,63,51,51,60,61,54,48,40,63,69,65,67,70,51,63,52,69,71,60,48,17,65,58,65,67,17,13,16,11,7,8,13,6
8,Fabio Rosales,58,65,350000.0,500.0,13,7,16,27,9,6,13,15,28,16,26,28,35,45,47,47,61,22,42,8,26,7,6,29,17,36,8,15,15,58,61,62,55,59
9,Lukas Willen,59,73,500000.0,1000.0,34,17,59,53,23,44,31,28,52,46,67,73,49,47,49,40,64,58,69,24,53,53,26,31,35,40,57,65,63,15,5,7,13,14
10,Andriy Dombrovskyi,66,69,1000000.0,2000.0,36,42,42,65,38,52,35,39,60,64,62,62,71,61,70,57,44,77,57,47,77,66,54,57,40,57,66,66,67,15,7,14,7,14
11,Ryan Lowe,54,64,210000.0,500.0,48,38,46,57,38,50,38,45,52,52,64,64,60,51,60,50,60,63,60,37,55,49,49,52,60,52,49,51,47,13,7,14,14,9
12,Dixon Vera,59,69,475000.0,500.0,55,56,44,58,48,67,55,47,57,55,72,75,71,50,67,47,55,55,50,44,40,44,45,48,53,57,56,46,45,5,9,9,8,8
13,Asker Beck,55,75,350000.0,800.0,55,48,50,60,35,55,43,40,54,58,69,66,68,50,64,53,70,62,42,45,50,40,55,55,40,60,40,52,50,13,13,13,8,7
14,Jacob Florentin Andersen,56,75,325000.0,500.0,53,31,55,48,30,46,56,40,56,40,72,75,57,49,60,30,63,54,65,25,56,55,40,34,43,50,55,58,57,8,11,6,11,5
15,Alessandro Mattioli,60,66,375000.0,500.0,48,34,42,47,38,57,39,38,35,42,63,62,60,56,65,34,59,67,71,32,55,57,39,40,42,42,58,67,68,8,6,13,11,14
16,Vincenzo Ciriello,56,68,325000.0,500.0,28,22,62,37,28,27,33,25,34,41,67,68,49,51,49,35,66,54,57,22,67,51,28,25,38,66,52,63,57,10,14,9,9,12
17,Walid Cheddira,69,75,2200000.0,3000.0,66,73,61,62,57,63,49,47,58,69,75,79,71,60,52,64,60,69,83,67,55,29,74,66,70,68,41,41,34,5,6,14,10,14
18,Mathías Bernatene,61,71,650000.0,500.0,17,8,12,29,9,13,15,13,28,35,23,41,22,65,35,44,60,24,48,9,29,9,4,46,21,41,11,9,13,60,64,59,53,62
19,Adnane Abid,58,75,525000.0,900.0,58,55,28,54,55,65,62,54,42,65,78,63,83,44,82,47,71,46,31,41,28,17,35,57,49,41,14,23,21,7,6,8,11,11
20,山田 理矩,53,69,230000.0,500.0,41,37,41,63,38,57,50,40,55,56,63,64,68,45,75,52,34,33,34,36,50,30,41,53,50,50,34,43,49,7,12,14,7,8
21,安藤 阿雄依,53,73,250000.0,500.0,42,36,48,52,41,57,37,34,48,52,70,64,53,52,78,54,54,52,33,38,51,37,55,47,43,48,32,43,42,9,12,14,13,9
22,Jojea Kwizera,58,65,400000.0,1000.0,52,44,39,53,54,63,52,36,44,58,84,76,81,46,82,57,41,50,32,36,31,32,50,52,48,51,34,43,39,12,5,14,7,14
23,Ariel Recalde,58,70,475000.0,500.0,51,55,44,59,38,58,44,42,58,56,71,72,65,48,66,52,55,55,58,48,46,56,51,57,59,55,56,48,45,9,7,13,11,12
