,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Joider Micolta,65,77,1700000.0,550.0,56,57,39,65,45,71,52,40,60,65,72,72,70,63,72,61,55,65,52,55,32,24,63,56,52,52,22,21,28,6,10,10,5,8
1,Johan Bakke,56,72,350000.0,500.0,55,49,52,58,43,53,56,44,58,58,64,63,65,55,63,48,52,55,32,49,54,52,56,55,46,52,46,54,55,6,7,10,6,8
2,Eirik Blikstad,54,75,325000.0,500.0,25,23,55,50,28,48,42,26,46,50,55,62,52,43,61,38,84,35,58,22,51,55,32,33,38,45,53,55,51,14,15,14,7,12
3,Demba Seck,63,78,1200000.0,7000.0,57,65,45,60,51,72,56,47,50,70,68,73,63,49,48,79,55,63,62,48,33,21,57,50,66,55,27,34,28,6,6,11,12,11
4,Kais Al-Ani,55,60,150000.0,500.0,11,9,14,23,5,7,12,10,16,19,32,23,29,49,21,40,30,17,60,9,18,14,8,21,12,28,7,10,12,58,52,53,55,55
5,Alekseï Carnier,54,71,250000.0,500.0,41,27,53,40,33,33,32,30,37,40,64,63,49,50,64,42,74,55,52,24,54,54,23,38,35,41,53,57,58,11,7,14,10,6
6,Matěj Chaluš,63,69,700000.0,1000.0,34,28,58,48,33,32,29,32,37,43,45,72,41,56,50,46,68,65,92,27,72,62,22,31,45,47,60,62,60,5,14,10,12,8
7,Hubert Mbuyi-Muamba,57,76,400000.0,1000.0,29,22,58,44,28,34,27,23,35,39,62,64,34,54,44,49,61,48,80,24,52,54,28,37,32,46,53,59,57,7,7,12,7,6
8,豊田 晃大,54,68,250000.0,500.0,30,57,39,48,44,59,44,33,37,54,71,66,74,53,69,57,71,54,38,55,32,20,54,51,62,43,19,15,15,11,9,9,6,8
9,佐々木 旭,65,72,1400000.0,2000.0,62,44,61,64,38,64,59,47,65,61,73,72,70,62,62,60,79,66,67,47,67,63,54,60,39,50,57,63,61,7,15,10,12,6
10,Martin Gambos,62,68,625000.0,750.0,58,50,40,63,44,65,50,45,61,62,77,78,70,61,65,54,56,50,61,42,49,30,59,61,46,55,38,43,46,7,11,11,12,6
11,Lorent Tolaj,58,69,450000.0,3000.0,37,58,56,52,52,56,50,42,39,57,70,63,73,53,66,58,65,59,71,54,67,27,59,52,59,53,30,34,28,8,8,12,13,5
12,永長 鷹虎,55,71,325000.0,850.0,45,53,40,53,38,60,38,42,35,56,71,66,76,37,83,48,58,52,37,44,30,13,52,49,55,46,10,19,16,8,7,6,11,14
13,五十嵐 太陽,55,70,300000.0,850.0,37,59,54,46,50,53,57,43,41,60,65,68,54,52,67,62,65,57,36,58,29,20,50,52,55,47,19,12,17,10,10,10,7,10
14,Noa Cervantes,60,72,575000.0,1000.0,51,46,50,70,53,65,59,51,67,63,53,62,60,49,63,58,56,70,40,43,45,27,45,66,52,64,43,53,57,6,13,12,6,9
15,Pedro Luís Machado Ganchas,65,73,1500000.0,2000.0,30,29,70,43,30,30,33,30,31,46,55,52,40,48,46,46,81,61,77,23,65,64,26,32,44,49,62,69,68,9,7,7,12,7
16,Johan Rojas,61,73,775000.0,500.0,51,59,55,63,45,66,55,60,59,62,62,66,65,61,70,55,70,63,57,58,55,50,63,64,55,55,55,53,50,8,6,7,7,5
17,José Daniel Lasso,59,66,375000.0,500.0,16,12,20,27,7,9,9,8,26,15,20,27,26,55,28,44,35,18,61,8,22,9,5,30,15,38,6,13,13,58,57,58,58,60
18,Camron Gbadebo,54,62,220000.0,1000.0,37,21,49,49,29,31,24,27,39,39,66,64,54,50,53,32,69,56,66,21,55,53,23,44,35,44,50,55,51,8,14,6,8,7
19,Junior Olaitan Ishola,62,70,875000.0,1000.0,49,57,57,65,58,65,52,50,62,66,80,76,74,47,66,64,58,73,76,55,73,41,56,58,59,51,47,64,50,15,8,12,8,13
20,Cyril Etoga,56,68,325000.0,650.0,39,41,61,57,37,51,32,39,50,56,51,59,51,50,56,48,65,62,56,44,64,52,45,49,45,48,55,61,53,8,6,10,8,13
21,Aidan Finnegan,52,70,200000.0,1000.0,42,43,42,56,41,54,52,42,52,55,61,64,63,48,78,45,52,54,40,46,59,44,49,50,40,46,45,48,45,11,5,12,9,13
22,Carlos Esparragoza,69,75,2200000.0,2000.0,55,71,59,71,58,66,55,58,70,71,63,65,60,62,62,55,55,70,80,70,60,65,71,65,63,53,55,71,65,13,14,13,15,10
23,Frederik Ihler,58,75,525000.0,2000.0,54,58,58,53,43,61,52,39,46,62,79,80,60,39,79,60,67,57,68,55,65,20,53,40,53,65,29,39,35,14,12,13,8,12
24,Sebastián Medina,68,77,2700000.0,6000.0,61,65,50,67,64,65,51,46,65,66,80,83,80,65,79,67,54,77,54,63,53,45,59,66,65,61,48,55,48,11,13,8,13,13
25,Piero Guzmán,61,68,625000.0,500.0,27,45,60,61,23,40,32,25,55,55,60,61,45,55,55,35,70,65,67,22,55,60,58,40,36,55,61,65,61,5,7,12,8,11
26,Weimar Asprilla,61,68,550000.0,500.0,12,10,15,31,11,9,13,15,28,8,22,22,25,65,45,44,55,28,45,11,22,12,5,38,16,36,10,16,15,58,56,58,60,62
27,Didier Bueno,62,70,825000.0,500.0,45,30,60,61,22,40,44,22,55,55,55,51,49,60,46,38,70,65,73,16,55,61,40,55,48,45,60,63,61,7,14,15,11,9
28,José Manuel Hernández,64,65,700000.0,850.0,64,60,55,61,55,67,58,60,55,65,71,71,70,55,60,67,55,59,60,65,55,45,61,63,65,55,44,25,23,12,11,6,10,11
29,Matías Ocampo,68,76,2600000.0,500.0,63,74,41,64,50,74,63,58,60,67,74,82,84,53,72,63,48,67,46,61,34,70,65,63,59,49,31,30,49,12,11,9,8,13
30,鈴木 圭太,53,58,130000.0,1000.0,46,34,33,35,32,49,35,39,37,38,60,65,58,53,70,30,60,64,47,34,49,55,45,44,35,43,51,53,50,6,11,14,9,13
31,Julius Hoffmann,55,73,325000.0,650.0,31,59,55,56,34,54,41,32,40,48,65,62,58,58,58,54,72,53,60,51,49,19,49,45,58,46,20,26,19,14,9,11,5,7
32,Maximiliano Silvera,66,73,1700000.0,3000.0,41,71,64,55,67,66,53,55,38,65,67,68,65,65,72,67,68,66,67,63,54,24,68,51,66,66,21,25,22,11,12,8,7,14
33,Charley Kendall,54,63,240000.0,1000.0,31,55,49,42,48,52,36,31,31,51,69,72,66,51,66,53,69,55,58,48,36,27,54,48,58,56,28,20,15,13,8,8,8,13
34,Rodrigo Saravia,67,75,2200000.0,500.0,58,41,58,60,48,49,41,47,61,62,65,67,54,68,69,72,54,77,71,41,71,68,57,60,42,50,66,69,65,15,9,14,9,11
35,Juan Pablo Pignani,65,76,1500000.0,2000.0,45,33,58,74,29,63,55,40,55,62,60,60,65,61,50,42,60,73,66,39,62,65,50,34,42,55,66,68,63,12,12,7,6,11
36,Rasmus Örqvist,63,67,675000.0,800.0,54,55,56,64,42,60,51,39,61,65,70,67,65,62,66,62,64,85,79,60,65,65,62,55,44,64,62,67,63,7,7,9,13,14
37,Santiago Herrera,66,69,1200000.0,500.0,60,70,65,61,65,68,63,63,53,70,68,68,70,63,60,67,72,65,63,72,25,40,62,70,65,58,42,23,22,9,10,14,13,10
38,Tobías Moriceau,63,67,625000.0,500.0,55,44,55,61,45,58,33,45,55,55,65,70,65,60,67,48,55,60,58,45,55,63,58,56,51,55,61,63,61,7,11,10,10,6
39,Alexis Medina,62,63,475000.0,4000.0,60,60,54,61,55,63,61,55,55,65,68,68,65,55,67,60,60,55,58,58,26,45,55,60,61,50,44,35,33,14,11,10,6,10
40,Florian Kastrati,51,63,140000.0,700.0,41,42,43,47,43,44,42,41,41,44,71,73,65,59,70,44,50,66,49,43,40,41,48,51,43,49,41,43,41,11,10,15,10,11
41,Mikael Filipe Viana de Sousa,62,69,825000.0,7000.0,41,73,66,50,53,53,50,43,40,56,51,55,52,62,50,64,65,51,82,65,35,16,54,54,71,56,14,22,20,10,6,6,9,10
42,Dylan Duffy,57,69,400000.0,500.0,51,55,53,53,48,58,58,56,47,54,69,66,65,53,59,51,65,61,59,43,49,44,56,52,53,50,45,41,42,13,12,12,5,14
43,Francisco Silva,63,63,400000.0,500.0,45,22,70,61,23,40,26,27,55,55,61,63,55,63,60,38,70,66,65,23,55,60,27,58,33,55,61,65,60,11,8,14,12,10
44,Emerson Velasquez,64,70,850000.0,500.0,39,22,62,61,23,38,27,29,55,45,61,63,55,65,55,38,68,66,73,25,66,64,44,33,40,45,64,65,63,6,13,6,13,9
45,Loay Al Johani,54,62,240000.0,4000.0,48,43,31,51,37,55,48,42,44,58,68,73,75,41,71,50,44,48,51,38,36,22,50,53,46,54,25,20,21,5,9,11,13,6
46,Naif Asiri,52,64,180000.0,3000.0,21,20,52,43,21,21,25,22,37,32,54,52,51,40,61,31,69,46,70,19,55,50,25,27,29,33,50,53,47,9,15,11,12,12
47,Alex Nolan,53,64,200000.0,500.0,44,41,42,56,40,50,49,43,55,52,63,65,62,55,55,46,56,54,51,42,44,24,46,54,46,59,35,39,39,7,9,12,6,6
48,Daniel Karlsbakk,60,77,650000.0,600.0,53,60,55,55,46,59,39,41,49,61,76,74,66,55,60,60,55,61,67,42,60,25,59,45,58,44,19,25,28,14,11,13,14,15
49,Abdulaziz Makin,50,62,120000.0,2000.0,47,44,36,50,32,51,41,43,46,52,66,68,51,45,70,43,50,48,33,36,39,37,46,47,42,50,32,40,38,13,14,10,12,9
