,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Kayne Ramsay,62,71,850000.0,1000.0,59,30,58,48,40,62,44,34,40,55,75,74,61,59,67,33,62,61,66,35,61,59,49,39,45,44,52,66,62,12,10,9,6,15
1,Mads Hermansen,71,80,3600000.0,5000.0,13,9,11,50,9,24,12,14,53,40,49,49,47,62,42,52,66,25,55,13,20,16,12,46,15,41,15,10,13,71,69,69,69,74
2,Noah Fadiga,68,77,2600000.0,7000.0,63,50,52,65,40,66,44,43,55,64,87,88,74,59,67,55,58,72,68,40,66,59,64,56,52,61,62,65,64,12,9,6,10,8
3,Saud Abdullah Abdul Hamid,71,77,2800000.0,18000.0,67,39,51,64,35,67,45,43,58,62,88,90,80,64,86,50,65,84,63,43,64,68,65,46,45,53,64,68,64,5,9,6,12,14
4,Ki-Jana Delano Hoever,67,79,2300000.0,15000.0,65,34,53,66,40,64,56,60,55,63,77,73,67,61,64,42,72,69,62,39,64,64,45,53,43,67,63,68,63,15,8,5,14,12
5,Gianluca Gaetano,71,81,4200000.0,25000.0,65,71,52,74,64,70,63,48,65,74,62,64,64,68,79,75,51,74,52,70,56,48,74,72,65,66,45,54,49,12,12,14,10,11
6,Tomáš Čvančara,73,80,6000000.0,800.0,44,74,76,68,71,70,52,43,45,73,72,75,66,72,47,68,61,64,83,64,72,17,78,61,72,67,21,20,19,10,15,12,8,13
7,Petr Ševčík,76,76,7500000.0,1000.0,74,67,70,79,73,76,70,66,77,78,76,73,84,72,85,75,73,84,67,76,74,71,68,79,68,76,69,68,67,12,9,9,11,13
8,Lyndon John Dykes,70,71,1900000.0,20000.0,34,70,78,60,67,64,47,39,52,69,65,68,62,70,66,73,79,76,83,60,81,18,72,54,74,64,24,27,23,10,5,9,11,10
9,Lee Buchanan,68,78,2600000.0,6000.0,67,40,59,57,30,67,48,32,50,66,70,70,68,63,68,53,73,74,62,30,52,63,55,44,40,52,62,68,66,8,5,12,8,9
10,David Ochoa,67,76,2000000.0,1000.0,7,5,11,21,4,6,8,8,20,10,28,25,33,64,38,48,59,38,68,6,20,9,7,38,14,31,8,9,10,66,66,64,64,69
11,Jon Moncayola Tollar,76,82,12000000.0,23000.0,66,67,55,79,50,70,56,49,77,75,64,63,67,76,66,65,56,75,64,66,75,76,74,77,49,73,70,77,76,7,7,11,11,14
12,Bryan Silva Teixeira,69,80,3100000.0,4000.0,58,62,51,66,57,75,56,56,61,71,79,76,78,56,82,69,52,68,64,65,61,41,69,71,67,68,39,55,53,15,12,14,7,10
