,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Janoi Donacien,67,68,975000.0,5000.0,59,28,63,58,36,59,37,24,46,60,79,84,62,63,61,50,82,75,78,35,69,64,52,45,38,62,67,68,67,13,12,6,16,14
1,Birama Touré,72,72,2000000.0,13000.0,63,42,66,69,38,63,55,56,67,73,42,31,62,69,61,68,75,84,78,68,70,69,48,64,57,65,70,71,69,12,11,9,6,9
2,Rasmus Thelander,70,70,1300000.0,600.0,35,24,74,60,28,34,21,21,54,52,36,48,40,61,43,55,77,69,87,20,81,66,31,34,28,64,64,71,73,15,10,14,12,8
3,Ventura Alvarado Aispuro,67,68,975000.0,4000.0,56,33,67,66,49,44,54,29,61,53,53,69,62,62,54,56,76,59,76,48,64,65,23,52,34,56,66,68,68,11,15,12,10,10
4,Siebe Schrijvers,72,75,3100000.0,11000.0,69,73,60,73,78,72,73,72,70,74,69,65,78,71,73,73,72,71,57,69,67,64,75,74,68,77,59,63,61,8,6,6,14,14
5,Pierrick Capelle,73,73,1200000.0,14000.0,75,69,53,73,76,73,75,76,72,75,60,66,72,74,64,73,67,74,64,76,71,73,75,70,63,65,69,70,68,9,12,16,9,16
6,Joshua Brenet,72,72,2100000.0,10000.0,67,48,66,68,39,72,55,31,62,70,82,84,72,67,70,44,65,72,68,40,70,67,63,61,56,66,68,70,69,16,11,13,10,9
7,Jean-Pierre Nsame,75,75,5500000.0,25000.0,39,73,78,63,77,72,56,56,46,74,73,80,57,76,64,79,87,77,87,70,66,18,76,58,74,74,28,19,15,13,12,5,15,5
8,Derik Osede Prieto,67,70,850000.0,4000.0,52,41,66,62,45,59,41,39,61,62,66,71,71,65,65,58,74,78,71,31,64,70,47,62,51,61,61,66,63,16,15,11,15,14
9,Cristian Benavente Bristol,69,69,1400000.0,550.0,60,69,46,69,66,71,71,75,67,68,82,66,81,64,81,68,72,52,58,69,37,30,69,67,70,71,23,33,32,9,6,15,12,7
10,Gergő Lovrencsics,68,68,625000.0,500.0,71,58,64,65,58,63,67,46,59,65,81,77,74,62,75,80,85,62,72,70,63,67,58,66,70,67,57,64,66,7,11,13,15,8
11,Mohammed Yahya Jahfali,64,64,400000.0,8000.0,43,34,68,60,36,36,32,24,50,47,67,55,63,53,51,42,78,65,72,36,70,62,39,42,36,50,59,66,64,12,10,12,11,6
12,Salman Mohammed Al-Moasher,67,67,800000.0,12000.0,64,62,39,62,62,68,72,65,55,67,83,82,85,59,85,68,70,73,64,64,63,26,62,61,66,59,24,34,30,7,11,6,12,9
13,Mathias Fassou Pogba,63,64,400000.0,3000.0,59,59,75,57,43,59,34,25,44,58,68,72,45,51,66,68,74,50,88,57,67,15,57,38,57,55,14,17,18,6,14,11,10,14
14,Ahmed Hassan Mahgoub,73,73,3000000.0,20000.0,34,75,82,69,72,69,58,44,53,71,55,53,71,70,49,79,63,66,85,65,77,39,78,65,74,76,23,23,25,15,14,8,14,11
15,Jhon Andrés Córdoba Copete,77,77,11500000.0,47000.0,55,78,73,67,76,75,60,54,54,72,77,78,67,79,77,88,82,74,90,69,92,48,78,62,69,76,42,39,31,12,13,13,7,8
16,Ilir Azemi,64,66,550000.0,5000.0,53,65,68,60,44,57,40,39,54,62,53,55,49,63,40,69,33,34,81,51,68,22,63,39,57,66,20,27,14,13,10,10,8,8
17,Ibrahima M'baye,71,72,2000000.0,18000.0,68,35,66,69,50,67,68,55,64,68,66,67,70,67,65,69,52,70,63,56,75,70,60,50,49,65,70,71,71,15,7,6,10,9
18,Romell Samir Quioto Robinson,75,75,5500000.0,10000.0,69,75,73,71,59,73,72,72,63,68,79,89,75,72,68,77,68,73,84,68,86,21,76,71,72,68,16,17,10,9,7,8,14,13
19,Lucas Antonio Wílchez,71,71,1400000.0,9000.0,65,65,39,73,62,72,65,75,68,72,69,73,76,62,86,69,61,60,63,67,56,40,69,71,59,70,29,35,28,16,8,9,9,7
20,João Carlos Vilaça Teixeira,71,71,1900000.0,7000.0,64,64,46,72,45,72,60,56,72,74,68,68,73,69,74,71,52,64,60,70,42,24,70,74,56,68,43,35,31,14,16,14,15,16
21,Ryan McLaughlin,62,63,425000.0,2000.0,60,49,51,56,33,61,58,55,55,57,77,76,86,57,80,54,82,70,64,47,60,57,58,58,59,53,57,58,57,6,8,15,14,13
22,Albert Rusnák,74,74,4500000.0,8000.0,71,71,43,76,75,73,73,72,72,77,73,72,79,73,74,77,52,82,59,73,59,56,74,71,69,77,62,56,43,10,7,16,13,7
23,Peter van Ooijen,65,65,725000.0,3000.0,74,60,44,65,67,71,75,73,65,67,54,69,68,64,72,78,33,66,60,75,55,48,60,63,61,66,41,39,32,15,11,11,9,7
24,Renato Steffen,76,76,7000000.0,13000.0,71,69,69,72,76,77,78,72,63,76,84,85,87,77,91,77,90,74,57,70,70,48,72,73,55,77,54,52,60,16,13,12,8,6
25,Leonardo Capezzi,65,66,825000.0,7000.0,62,56,60,67,45,62,65,57,63,64,34,41,66,66,75,64,60,63,52,59,70,63,68,70,64,72,58,58,54,8,13,6,10,9
26,Marc Stendera,68,71,1600000.0,8000.0,70,66,47,70,66,70,83,70,69,71,55,40,80,68,82,73,52,71,63,70,63,58,64,70,60,71,50,60,57,7,14,9,16,7
27,Melingo Kevin Mbabu,76,76,7000000.0,47000.0,72,49,64,66,39,71,62,48,65,69,87,80,75,64,71,66,78,85,78,44,78,76,70,65,35,70,70,73,77,8,7,7,14,14
28,André Ibsen Rømer,69,69,1200000.0,3000.0,59,54,59,68,58,62,61,50,64,66,64,64,67,64,65,68,63,88,75,44,72,65,59,59,60,67,66,67,65,6,11,8,9,12
29,Wladimiro Falcone,72,74,2100000.0,11000.0,17,19,13,25,13,13,16,12,26,20,26,28,33,54,34,50,43,28,62,20,15,8,5,35,29,44,6,11,16,74,73,66,70,78
30,Anders Trondsen,68,69,1300000.0,12000.0,63,60,52,69,52,65,71,68,67,67,75,74,80,63,73,80,56,76,69,70,70,68,64,67,60,66,63,65,63,9,14,7,7,15
31,Haitam Aleesami,73,73,0.0,0.0,71,55,67,69,40,70,66,66,66,72,74,78,70,70,59,61,53,82,70,60,68,65,60,67,60,70,62,72,69,12,15,11,10,7
32,Nasser Chamed,65,65,725000.0,2000.0,63,60,56,63,60,69,72,75,62,67,76,80,80,60,74,76,60,64,66,67,51,44,61,61,65,60,41,39,35,6,6,9,6,16
33,Júlio Carolino Tavares,73,73,1900000.0,18000.0,39,76,82,68,69,67,55,46,47,71,62,54,66,73,39,74,86,80,86,68,87,23,75,63,75,71,28,23,20,9,15,15,14,6
34,Niko Gießelmann,73,73,2600000.0,22000.0,77,55,67,73,56,67,67,69,72,69,68,65,67,73,67,68,83,76,75,62,73,69,65,62,54,71,68,73,71,10,13,10,14,7
35,Callum Thomas Owen Paterson,64,64,625000.0,4000.0,61,64,67,58,58,58,40,44,56,63,65,61,58,64,56,69,88,77,84,59,78,53,62,58,55,64,51,56,54,7,10,12,16,11
36,Casper Mørup Nielsen,76,76,7500000.0,26000.0,74,65,60,78,67,72,70,74,77,76,71,72,75,72,72,82,66,90,72,78,80,74,73,76,55,77,76,73,71,12,12,12,11,13
37,Leandro Cordeiro de Lima Silva,67,70,950000.0,2000.0,65,55,49,71,54,71,70,66,67,71,68,67,76,69,71,67,55,51,63,63,48,57,68,68,57,69,55,56,54,10,9,8,13,15
38,Rodolfo Gilbert Pizarro Thomas,72,72,2500000.0,7000.0,60,68,58,73,67,77,72,54,66,75,74,75,78,69,72,72,67,73,66,69,60,52,70,71,67,71,45,52,51,15,15,9,9,7
39,Birger Danny Verstraete,73,74,2900000.0,17000.0,67,48,64,75,44,70,71,75,75,69,72,60,80,73,78,78,80,82,56,72,88,74,56,72,81,69,65,69,68,11,14,14,10,12
40,Riccardo Improta,70,70,1600000.0,4000.0,67,64,43,68,53,74,60,46,67,71,80,86,83,66,82,63,48,80,51,65,46,54,69,53,49,67,52,60,61,11,8,7,14,12
41,Elseid Hysaj,74,74,3800000.0,35000.0,71,47,65,70,40,70,54,30,68,73,73,77,74,72,69,68,68,76,65,43,76,71,63,59,40,74,71,73,74,12,6,14,9,11
42,Bader Mansoor Al Sulaiteen,59,59,220000.0,4000.0,61,40,47,64,60,60,63,46,66,65,54,46,73,53,69,52,78,59,66,54,70,54,52,61,41,64,46,44,46,9,15,6,14,7
43,Mohammed Al Owais,68,68,800000.0,11000.0,14,20,20,27,12,14,16,16,26,17,44,49,37,66,61,41,74,35,62,12,17,24,10,55,19,57,13,20,13,72,64,55,66,70
44,Abdulrahman Al Barakah Eda,62,62,275000.0,2000.0,41,43,55,62,31,60,40,42,60,61,60,55,62,55,70,51,74,70,72,48,68,61,51,55,47,52,56,61,58,15,10,7,12,10
