,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Andrés Iniesta Luján,79,79,5500000.0,10000.0,75,69,54,89,79,82,80,72,83,87,55,44,60,68,76,67,40,48,50,70,58,59,76,89,71,89,68,54,50,6,13,6,13,7
1,Sergio Leonel Agüero del Castillo,87,87,51000000.0,260000.0,70,93,78,80,85,86,83,73,64,88,75,68,82,89,90,90,78,62,72,83,65,24,91,80,75,91,30,29,24,13,15,6,11,14
2,Sepp van den Berg,71,81,3800000.0,34000.0,61,29,70,69,31,63,38,26,64,68,52,66,58,69,52,45,66,69,75,31,70,71,52,62,40,64,73,73,70,11,14,5,9,14
3,Cristian Sleiker Cásseres Yepes,73,81,6500000.0,6000.0,59,55,64,73,47,72,72,69,65,74,77,77,74,68,80,62,72,85,66,67,84,70,62,64,48,70,71,77,72,9,15,13,8,12
4,Romain Faivre,77,83,16500000.0,49000.0,77,72,61,76,66,80,81,79,69,79,79,69,79,75,73,74,64,80,63,76,59,66,73,78,80,79,58,64,58,14,13,13,14,15
5,Álex Collado Gutiérrez,70,79,3500000.0,49000.0,70,69,51,75,53,74,75,75,69,73,63,58,69,69,68,69,52,56,61,72,48,63,65,74,63,67,59,56,57,10,9,12,12,11
6,Alexandru Cicâldău,72,75,0.0,0.0,69,66,50,76,57,70,73,75,75,73,67,66,74,68,81,74,76,78,61,73,74,65,70,73,77,73,61,67,60,5,8,14,10,14
7,Rabbi Matondo,72,77,3600000.0,29000.0,65,69,42,68,60,73,69,67,53,70,94,90,87,66,83,73,77,69,48,70,41,27,69,65,56,58,38,46,34,8,5,6,12,13
8,Fernando Andrade dos Santos,69,69,1400000.0,7000.0,65,71,67,70,65,69,62,41,67,68,67,68,60,68,61,75,69,61,75,66,72,13,70,62,61,55,30,20,18,8,8,8,8,14
9,Jaidon Anthony,72,79,4800000.0,30000.0,73,67,54,72,59,73,68,61,64,74,80,79,71,67,75,63,70,74,64,59,48,21,68,73,62,73,20,26,17,8,9,7,13,15
10,Matthew Ben Longstaff,66,70,1200000.0,18000.0,60,63,44,68,54,65,59,65,66,69,69,65,77,64,84,70,59,68,61,70,68,61,65,68,55,68,53,60,54,12,12,10,13,6
11,Daniel-Kofi Kyereh,75,78,7500000.0,26000.0,58,77,59,72,69,82,60,60,60,78,88,76,89,74,86,71,85,79,58,67,44,24,74,71,52,65,24,15,17,5,8,5,10,11
12,Deniz Undav,76,79,10000000.0,58000.0,67,82,66,72,80,74,74,66,62,78,69,67,68,74,82,79,66,68,77,77,73,18,83,78,74,80,25,37,29,9,12,9,11,13
13,Jovane Eduardo Borges Cabral,75,81,9000000.0,12000.0,71,71,57,71,74,80,76,75,69,77,83,80,76,73,77,84,72,72,74,74,59,37,74,72,76,77,37,35,28,12,6,9,15,8
