,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Pablo Maximiliano Cuadra,67,67,1100000.0,6000.0,57,62,59,70,57,71,59,56,68,70,90,90,87,65,88,70,70,64,67,58,43,19,62,69,67,75,22,21,16,15,10,14,13,5
1,Juan Francisco Brunetta,68,71,1600000.0,2000.0,74,65,42,75,65,70,70,72,68,70,68,70,73,57,71,70,53,66,53,72,60,47,63,63,65,57,35,47,45,7,10,11,10,5
2,Gabriel Tadeu Strefezza Rebelato,75,78,7500000.0,18000.0,72,69,31,77,51,77,72,50,69,75,85,80,89,71,84,57,63,77,36,63,50,29,75,74,54,61,32,25,28,15,15,8,10,6
3,Pablo Guido Larrea Gambara,67,68,975000.0,4000.0,55,61,36,67,45,64,57,54,66,66,63,55,73,67,79,66,72,81,62,68,65,65,64,69,46,56,64,65,63,7,10,13,8,12
4,Alejandro Pozo Pozo,72,79,4500000.0,14000.0,71,69,67,71,64,74,59,54,64,72,76,74,88,68,83,70,65,74,33,69,39,62,65,63,58,55,66,72,68,10,13,7,12,15
5,Nicolás Fernando Cordero,68,75,2400000.0,6000.0,64,71,65,61,62,69,74,62,62,67,70,66,67,62,73,74,71,73,71,69,56,38,67,69,60,56,19,25,23,15,8,7,11,7
6,Christián Herc,67,74,2000000.0,4000.0,65,63,58,68,65,71,66,55,67,70,71,69,60,69,58,71,55,83,72,64,64,52,64,67,57,66,48,55,51,7,9,7,6,11
7,James Dominic Brown,63,67,650000.0,1000.0,57,30,53,53,26,57,40,30,47,62,72,68,69,52,66,55,72,71,71,48,64,59,42,45,33,56,62,63,65,15,14,11,12,11
8,Javier Díaz Sánchez,65,71,875000.0,2000.0,13,15,12,28,8,25,20,23,27,24,58,57,63,60,45,49,68,30,47,19,23,17,16,44,25,32,15,11,14,67,61,65,63,68
9,Callum David Cockerill-Mollett,59,65,350000.0,2000.0,55,41,53,52,40,54,53,46,48,55,70,72,67,52,70,49,73,63,68,45,70,55,50,45,44,53,56,57,56,5,10,8,12,13
10,Kyle Duncan,71,75,2500000.0,7000.0,68,46,63,65,33,70,56,31,56,66,90,89,84,52,75,52,89,79,66,41,70,66,54,45,37,52,64,67,65,15,14,9,13,5
11,Alam Cristian Lindeiro Couto,75,75,5500000.0,13000.0,75,41,73,70,48,66,73,57,71,73,76,69,78,77,67,43,58,68,64,37,49,77,50,56,59,73,74,70,71,10,7,7,11,14
12,Elieser Danilo Baldeiro Lopes,74,74,4000000.0,28000.0,62,41,75,64,57,59,48,63,51,71,79,71,60,62,66,75,71,72,78,72,74,75,49,62,55,65,76,78,76,15,15,15,15,15
13,Jailson Pietro Oliva Chiamulera,70,70,1400000.0,17000.0,64,33,50,62,36,68,53,43,56,64,84,78,85,66,87,54,74,77,44,34,62,72,41,50,42,62,65,70,66,12,13,9,11,16
14,Felipe Melvin Soldivia Costa,62,62,450000.0,2000.0,49,51,39,68,49,61,68,45,53,65,67,70,73,73,81,63,72,70,51,45,68,66,57,59,66,70,14,53,35,8,14,13,6,10
15,Phil Yannik Neumann,70,75,2200000.0,12000.0,68,28,65,67,28,65,45,22,60,70,84,92,65,62,63,36,57,80,81,38,66,69,48,56,38,52,70,70,69,14,12,12,10,7
16,Devante Darrius Rodney,60,64,350000.0,2000.0,53,60,54,53,50,60,46,43,46,56,82,81,73,56,73,65,79,65,65,53,52,19,57,54,55,59,21,22,17,11,12,9,14,14
17,Alexandre Lavenant,60,70,275000.0,3000.0,32,14,62,59,41,30,28,34,46,42,64,64,58,51,63,38,68,65,59,24,53,59,26,28,36,43,60,63,59,9,9,9,5,9
18,Guillermo Viscarra Bruckner,66,67,650000.0,500.0,11,5,10,24,9,8,13,13,21,14,21,31,23,64,27,45,66,28,51,6,10,7,7,24,17,41,18,12,10,66,64,60,66,65
19,Oviemuno Dominic Ejaria,70,73,2200000.0,10000.0,63,63,50,72,54,80,70,49,66,81,67,54,90,62,78,63,39,73,63,64,52,67,58,67,57,69,64,65,70,15,9,11,14,10
20,Benjamin Luke Woodburn,67,74,2100000.0,10000.0,61,63,44,65,45,67,53,59,61,68,78,68,80,62,84,67,58,66,53,62,31,28,66,62,62,63,20,15,21,14,7,7,8,12
21,Sergio Fernando Peña Flores,72,73,2700000.0,7000.0,73,62,57,78,68,74,73,71,79,77,59,51,80,65,87,74,45,68,71,68,63,61,64,79,71,82,51,52,44,5,12,13,10,6
22,Ibrahima Sory Conté,64,68,725000.0,2000.0,36,39,70,57,40,51,48,27,54,53,62,38,64,51,55,60,78,70,92,42,61,62,32,49,30,51,57,67,57,9,14,15,14,5
23,Franco Negri,71,72,2000000.0,7000.0,67,60,59,70,47,70,63,43,66,66,80,80,71,63,74,67,72,73,66,50,63,62,65,64,51,70,64,70,71,6,6,15,9,10
24,Ifeanyi Mathew,68,71,1600000.0,2000.0,60,55,49,69,58,67,58,52,67,68,77,80,80,69,87,68,82,87,70,60,70,68,62,64,48,66,67,68,63,7,14,14,11,14
25,Aarón Martín Caricol,75,78,7000000.0,22000.0,77,36,63,75,40,74,79,81,65,77,74,51,76,74,75,64,61,78,65,56,59,75,61,61,46,70,72,74,72,11,14,10,12,12
26,Dan Nlundulu,62,69,800000.0,9000.0,37,63,62,52,53,59,44,34,37,57,64,72,65,63,61,62,69,67,82,56,33,20,62,57,61,50,16,16,14,10,10,10,8,11
27,Jayson Patrick Molumby,67,75,2300000.0,10000.0,49,48,48,73,45,66,46,42,71,70,65,63,67,69,65,54,44,72,56,51,74,65,58,62,57,64,59,65,58,8,7,10,12,9
28,Luiz Felipe Ramos Marchi,79,84,23000000.0,25000.0,53,22,73,72,32,69,31,35,66,71,69,75,65,79,46,44,80,55,79,26,81,83,28,58,44,64,82,81,82,14,8,13,10,9
29,Connor Oliver Wood,62,64,450000.0,3000.0,57,44,48,54,34,58,52,46,50,56,73,79,76,55,76,60,69,80,62,55,60,55,56,56,51,56,56,56,55,9,15,7,15,14
30,Giulio Maggiore,77,81,15000000.0,25000.0,58,58,58,78,47,77,59,42,77,78,73,74,67,79,67,71,64,81,68,61,73,76,79,76,53,76,68,76,75,6,8,9,8,6
