,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Hussain Furayj,52,64,180000.0,1000.0,30,18,53,48,25,23,27,23,42,30,54,55,47,44,60,38,62,57,66,24,45,52,24,30,32,38,53,54,51,12,5,12,10,11
1,Ali Al Shaefi,52,64,180000.0,1000.0,49,30,43,48,22,50,34,33,46,48,64,64,52,48,70,36,55,49,45,33,50,50,47,40,35,43,48,50,48,11,5,11,13,6
2,Hatim Al Najai,51,61,130000.0,1000.0,48,23,40,42,21,48,34,32,39,49,61,61,51,48,71,30,58,50,46,28,51,48,45,39,33,38,46,50,50,7,6,11,10,9
3,Ali Abdulraouf,50,68,120000.0,850.0,39,51,46,45,42,52,39,38,36,49,68,66,53,49,70,45,57,49,39,46,39,15,49,48,51,45,17,15,12,11,6,14,11,11
4,Steve Ngoura,53,75,300000.0,500.0,29,60,55,48,44,46,35,30,31,54,55,51,57,48,57,47,62,57,56,49,33,11,57,49,62,44,13,18,14,8,8,11,10,6
5,Élysée Logbo,53,73,250000.0,550.0,31,58,42,50,45,65,53,30,36,52,66,59,59,54,64,51,50,54,56,50,28,11,47,48,62,42,20,11,12,11,11,13,14,5
6,Dany Jean,62,76,950000.0,3000.0,39,62,54,56,57,63,49,46,40,61,83,81,78,60,78,68,56,57,51,60,45,21,58,49,63,56,23,19,12,8,14,15,11,12
7,Floris Smand,61,71,650000.0,850.0,31,22,60,50,32,29,31,27,37,32,61,55,41,57,59,45,71,58,69,24,57,58,29,29,43,49,63,65,66,8,11,7,6,11
8,Alfie Bridgman,52,69,200000.0,700.0,44,42,45,46,37,53,42,50,39,51,77,74,65,48,64,49,60,57,55,31,45,37,50,42,41,39,37,35,38,8,10,13,14,8
9,Raphaël Eyongo,59,70,500000.0,850.0,52,53,68,57,48,62,46,42,49,60,66,67,57,48,66,63,71,55,63,44,37,19,57,57,62,56,31,39,36,15,6,11,11,9
10,Monsuru Opeyemi,63,73,1000000.0,500.0,45,53,56,69,51,64,53,41,63,59,75,74,56,65,81,62,63,69,56,52,60,50,63,64,58,58,44,51,48,10,6,9,7,14
11,Iván San José Cantalejo,64,79,1400000.0,2000.0,45,64,37,65,44,65,55,57,61,66,68,62,75,47,74,64,51,46,39,68,44,25,63,62,42,57,33,39,43,8,9,10,13,6
12,Fredrik Pålerud,60,60,220000.0,800.0,55,42,41,56,29,54,51,31,55,56,68,69,61,58,62,52,65,66,68,41,48,53,44,40,38,45,53,59,58,7,13,6,11,12
13,Pim Saathof,56,74,350000.0,550.0,44,46,56,64,39,60,40,47,59,63,64,56,67,60,68,60,56,50,45,42,65,43,54,46,50,43,42,51,54,10,9,15,9,9
14,Aldair Neves Paulo Faustino,64,72,1300000.0,2000.0,58,40,65,55,36,64,42,41,48,48,66,65,52,58,79,40,57,63,50,41,55,60,50,49,47,48,58,71,70,6,14,13,11,15
15,Juan María Alcedo Serrano,62,68,600000.0,1000.0,60,32,53,37,35,63,36,37,33,49,70,68,59,64,67,29,59,58,59,38,64,59,51,43,48,44,58,68,67,7,8,5,6,13
16,Matías Cedrés Batista,60,70,525000.0,1000.0,51,37,55,70,51,59,50,51,75,59,70,69,66,59,66,70,58,63,56,44,64,47,55,54,57,49,48,59,60,5,12,9,9,9
17,Alberto Martín Díaz,62,72,875000.0,1000.0,60,56,56,67,42,59,47,50,64,62,67,69,61,55,74,70,60,66,51,42,65,49,56,59,53,46,43,57,64,5,13,10,8,10
18,Axel Bordón,64,67,700000.0,2000.0,50,35,60,67,36,64,36,35,55,59,65,55,60,65,51,55,67,55,60,34,58,59,51,37,50,59,67,69,65,14,8,6,9,10
19,Tuncer Duhan Aksu,58,64,300000.0,2000.0,45,26,61,49,35,48,32,27,47,47,59,60,51,46,61,46,67,58,58,29,47,52,36,44,35,44,54,68,67,5,11,5,6,7
20,Marin Ljubic,54,59,130000.0,1000.0,11,16,21,33,10,11,11,10,34,21,30,16,26,38,34,40,51,44,47,11,25,11,6,29,13,26,19,18,15,54,56,53,53,55
21,Abdullah Dijlan Aydın,60,66,400000.0,2000.0,50,48,61,69,47,59,58,54,68,64,60,65,53,49,60,58,60,53,57,55,43,32,52,60,49,52,44,61,60,12,12,6,15,6
22,Emir Kaan Gültekin,61,69,725000.0,2000.0,64,54,43,62,53,65,61,41,61,67,66,64,53,46,63,60,45,52,56,51,44,24,55,51,55,45,33,33,32,14,6,15,8,11
23,Kağan Miray Bağış,61,67,525000.0,2000.0,59,60,55,60,54,69,49,47,58,64,60,67,60,48,60,68,43,55,57,54,51,39,57,52,58,49,48,45,44,15,7,6,8,14
24,Bernardo Martins Sousa,66,71,1300000.0,3000.0,59,61,62,57,61,65,65,52,53,66,82,80,70,60,67,62,49,55,64,64,42,21,70,64,60,59,26,38,31,13,6,11,14,9
25,Philip Rejnhold,61,64,400000.0,700.0,54,33,54,54,20,48,44,32,50,50,71,73,63,56,61,37,81,72,77,31,60,56,40,35,28,41,56,61,59,7,11,11,9,8
26,Julio Augusto Dabo,61,78,825000.0,1000.0,56,27,46,48,30,62,38,36,41,45,74,76,55,61,75,36,62,61,48,32,54,57,49,39,41,50,51,62,65,8,7,5,7,9
27,Joel Filipe Organista da Silva,60,71,525000.0,1000.0,47,47,35,70,47,58,44,48,64,60,69,71,58,58,54,61,59,63,72,50,60,56,58,53,52,47,44,57,58,8,10,10,8,7
28,Abasa Aremeyaw,53,69,220000.0,500.0,28,24,51,44,23,36,30,27,40,38,59,60,55,48,49,40,69,58,69,23,48,47,31,33,39,42,52,56,54,5,14,5,9,14
29,Ange Chibozo,61,77,850000.0,900.0,45,58,52,61,63,75,58,41,49,56,62,69,58,64,83,62,50,59,43,62,33,22,50,61,73,49,16,21,16,13,13,14,12,14
30,Otabek Shukurov,70,73,2100000.0,14000.0,62,62,61,72,58,68,65,62,72,73,65,67,69,68,66,72,59,71,70,67,68,68,68,71,67,72,66,69,65,11,12,7,13,12
31,Matěj Jurásek,65,78,1700000.0,500.0,62,64,45,58,52,70,59,55,55,64,78,76,73,55,72,68,66,51,52,69,44,21,65,60,53,67,24,21,22,9,13,7,7,12
32,Adriano Firmino da Silva,62,71,850000.0,1000.0,52,42,56,67,40,57,45,43,65,62,59,54,50,58,50,60,45,55,65,43,60,57,59,61,57,63,58,60,64,6,13,15,11,10
