,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Boli Bolingoli-Mbombo,68,69,1300000.0,6000.0,68,54,59,64,46,69,58,38,54,66,79,82,79,62,77,63,87,75,73,57,62,58,64,59,65,65,59,64,63,7,8,16,13,14
1,Damián Marcelo Musto,70,70,450000.0,4000.0,54,34,68,62,32,57,35,50,74,61,33,48,44,67,55,69,68,66,78,65,81,74,59,59,39,68,69,75,63,11,14,9,14,9
2,Antonio César Medina,66,66,400000.0,5000.0,56,67,53,62,61,73,62,68,59,71,84,78,92,63,88,70,76,65,34,65,50,29,62,60,71,71,25,29,27,11,15,9,12,14
3,Federico Gastón Carrizo,70,70,1300000.0,600.0,65,60,52,70,62,72,69,70,60,65,83,83,83,68,81,73,74,73,63,71,55,58,62,69,69,71,58,31,27,8,6,7,9,7
4,Luca Bittante,68,69,925000.0,1000.0,68,38,60,66,40,69,55,48,62,66,71,83,72,63,54,62,62,83,60,40,62,60,59,59,45,62,60,67,66,9,9,12,11,7
5,Silvan Dominic Widmer,77,77,9500000.0,27000.0,78,59,68,71,48,73,72,56,70,75,76,79,75,75,68,73,85,91,77,62,67,73,71,71,56,77,73,73,66,10,8,7,5,14
6,Gérald Valentin Kilota,67,67,1000000.0,6000.0,62,58,56,64,33,78,56,56,60,68,77,75,80,63,82,66,72,55,56,63,66,68,60,60,59,64,64,64,64,12,10,10,10,13
7,Kenny Joelle Tete,75,76,6000000.0,44000.0,75,42,73,70,36,67,59,41,67,68,74,76,69,67,65,64,77,75,74,41,77,72,60,58,46,66,75,75,74,9,15,11,6,10
8,Joni Ensio Kauko,65,65,575000.0,1000.0,52,66,66,65,45,62,40,45,60,65,54,64,62,70,65,69,76,78,86,50,75,62,71,66,54,69,62,62,59,9,8,9,11,11
9,Raphael Framberger,69,70,1500000.0,12000.0,56,41,54,64,40,50,38,40,51,60,79,83,69,67,73,42,62,64,58,38,65,67,53,48,39,56,68,72,71,13,15,11,8,9
10,Danilo Teodoro Soares,77,77,9000000.0,24000.0,71,54,64,73,53,76,62,49,69,75,77,60,84,75,86,68,82,74,65,67,74,78,64,58,42,73,76,78,80,10,11,15,10,12
11,Sebastian Mrowca,65,65,650000.0,2000.0,57,37,48,64,36,58,40,34,60,62,64,78,74,59,80,66,79,72,70,54,78,62,47,56,50,49,56,65,64,10,11,15,10,11
12,Emmanuel García Vaca,68,68,875000.0,6000.0,64,40,56,65,41,65,64,58,58,67,68,64,70,61,77,67,71,76,58,66,56,69,53,48,58,66,65,67,65,14,11,12,12,12
13,Angus Gunn,72,76,2500000.0,22000.0,14,15,14,32,19,20,20,15,41,27,48,49,40,67,42,51,71,31,66,17,28,18,9,51,19,49,20,16,14,73,70,68,70,74
14,Alen Halilović,69,72,1800000.0,13000.0,70,57,24,68,62,73,81,69,70,75,74,65,81,63,85,63,36,52,32,65,42,44,63,72,66,66,50,36,30,15,11,11,13,10
15,Marco Sangalli Fuentes,67,67,975000.0,4000.0,65,66,44,66,78,67,70,65,65,67,72,71,71,62,67,74,54,72,62,75,46,56,60,66,70,72,53,56,44,15,7,9,7,12
16,Matteo Politano,81,81,26000000.0,72000.0,80,76,40,79,75,83,79,77,76,84,84,82,89,81,88,78,50,77,41,82,63,38,76,77,70,79,63,29,29,11,12,6,8,11
17,Stanislav Lobotka,81,81,27500000.0,64000.0,70,68,45,85,43,79,75,55,79,84,76,67,77,80,86,70,79,84,63,75,69,75,70,83,56,77,76,79,72,10,7,16,13,14
18,Wallace Fortuna dos Santos,72,74,2500000.0,13000.0,34,21,72,59,36,45,33,29,50,52,62,66,45,70,37,40,80,61,86,26,76,71,25,31,45,68,73,73,69,15,11,11,10,11
19,Álvaro García Rivera,77,77,10500000.0,23000.0,72,73,57,75,49,75,65,50,71,73,92,91,89,74,93,68,92,73,31,63,33,22,74,70,55,69,35,45,32,11,8,10,10,14
20,Jack Payne,65,65,750000.0,3000.0,54,61,39,66,51,66,59,63,64,68,81,67,90,63,92,63,79,78,33,64,35,52,61,64,68,65,47,57,53,6,15,16,16,11
21,Armando Sadiku,68,68,1000000.0,4000.0,39,69,67,63,53,63,54,45,41,68,68,71,63,65,56,74,70,56,80,64,62,39,68,46,69,63,36,35,24,9,15,9,11,7
22,Jake Cooper,73,74,3100000.0,12000.0,27,30,80,60,32,47,27,28,60,60,51,52,43,71,46,42,81,73,86,22,69,72,33,50,41,53,75,70,71,8,10,13,12,10
23,Tarique Fosu,69,69,1500000.0,22000.0,67,67,39,66,44,70,54,47,63,70,82,78,79,65,77,62,52,68,65,64,45,43,65,64,57,66,56,42,34,11,13,9,12,7
24,Roberto Iván Rodriguez Araya,66,66,650000.0,3000.0,61,57,49,64,55,65,63,58,61,67,79,77,77,57,67,63,59,72,61,44,53,42,64,65,63,65,38,38,47,9,8,9,10,14
25,Jannik Bandowski,63,64,525000.0,2000.0,60,59,65,61,36,62,46,39,51,63,80,90,61,63,50,69,52,55,61,51,64,61,50,53,39,47,50,55,52,11,14,9,8,14
26,Carlos Akapo Martínez,75,75,4900000.0,9000.0,74,42,62,59,40,69,68,41,62,71,79,87,73,64,59,74,90,78,72,53,77,73,57,51,59,62,74,75,71,7,8,13,13,10
27,Maximiliano Eduardo Meza,77,77,10500000.0,53000.0,75,72,59,76,66,82,78,73,71,81,80,80,83,69,67,76,75,83,71,73,70,31,75,73,54,72,60,50,32,9,9,16,12,11
28,Jorge Hernán Menosse Acosta,72,72,625000.0,500.0,36,33,73,47,36,30,35,40,49,44,52,46,32,58,62,68,66,57,85,36,79,73,35,39,57,69,82,74,70,10,15,6,14,7
29,王上源,66,66,825000.0,4000.0,63,55,64,65,60,69,73,72,70,66,71,73,80,66,74,70,75,89,79,66,68,58,52,59,65,63,65,66,60,8,9,13,8,12
