,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Sergio Vergara,63,63,300000.0,500.0,58,27,53,57,26,60,28,32,47,61,66,67,53,60,65,25,69,63,72,50,66,63,43,50,30,49,64,63,61,8,12,8,12,7
1,Santiago Bustos,62,69,750000.0,500.0,65,21,40,53,28,50,43,47,27,60,68,68,66,60,78,25,45,65,40,20,55,61,46,33,33,51,60,57,57,5,10,14,8,14
2,José Herrera,60,67,500000.0,500.0,55,66,55,60,55,65,45,55,44,60,55,62,65,55,67,60,71,65,60,59,33,23,55,55,61,48,22,23,22,5,8,6,12,9
3,Valentin Cristea,55,65,275000.0,850.0,54,47,35,52,48,55,50,41,46,54,79,80,68,36,73,50,48,51,44,39,30,20,46,48,44,45,20,28,28,11,12,9,14,8
4,Adewale Sapara,70,70,1700000.0,6000.0,63,70,62,62,67,74,69,60,58,70,82,81,82,67,80,77,70,65,54,71,38,23,61,64,72,69,21,28,26,14,6,7,9,7
5,Ki Soo Kim,52,55,90000.0,850.0,22,19,43,28,20,28,25,21,23,30,61,63,45,45,47,34,68,61,70,17,42,47,28,25,32,35,50,59,60,12,6,13,13,7
6,Pablo Rai Lima,64,71,1200000.0,500.0,55,59,55,65,58,66,56,61,61,65,65,65,64,60,70,55,66,71,60,60,55,58,61,65,60,60,55,63,58,14,13,11,7,13
7,Yomar Rocha,57,72,375000.0,500.0,55,40,45,63,44,58,45,55,61,55,65,65,60,50,70,45,65,60,55,43,55,58,52,44,47,55,55,49,48,9,7,6,8,11
8,Fabian Eutinger,57,70,325000.0,500.0,19,8,13,24,9,6,11,12,22,17,20,24,27,40,39,40,52,22,48,8,26,11,8,38,18,28,8,11,9,60,55,53,56,62
9,Jonas Nickisch,58,74,450000.0,600.0,15,8,12,28,7,9,13,11,26,12,21,33,25,44,38,42,62,25,48,9,15,12,7,38,12,33,10,12,11,62,57,56,55,62
10,Luca Joel Grimpe,54,68,210000.0,500.0,16,6,8,22,9,8,12,10,20,13,18,20,29,40,33,37,35,18,33,7,15,7,9,33,11,35,8,10,12,56,52,49,53,58
11,Daniel Krasucki,57,71,375000.0,4000.0,44,58,60,52,50,60,48,33,38,62,60,62,57,49,52,53,60,48,65,52,29,18,57,49,32,48,21,22,17,11,12,8,5,13
12,Amine Salama,63,72,1100000.0,4000.0,33,69,65,49,44,64,42,41,34,66,60,66,51,53,46,60,59,51,70,62,40,17,64,51,70,52,13,20,18,6,7,9,14,15
