,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Kalvin Phillips,81,85,32000000.0,120000.0,70,62,66,82,55,73,62,71,81,80,69,64,72,77,73,75,82,83,76,68,86,78,66,75,58,79,80,82,80,8,8,8,12,14
1,Érick Germáin Aguirre Tafolla,74,79,6000000.0,30000.0,73,50,55,72,42,68,45,41,70,70,89,89,82,68,77,72,70,79,70,67,73,69,60,68,55,64,65,69,67,8,11,10,6,15
2,Clint Leemans,67,68,1200000.0,5000.0,75,62,56,69,64,62,74,78,73,70,56,55,52,64,59,85,56,76,76,81,61,61,58,66,74,72,58,57,55,12,12,14,14,13
3,Yoann Barbet,71,71,1600000.0,6000.0,66,38,72,70,51,63,65,73,72,66,67,69,61,68,54,68,62,79,77,58,70,71,55,65,58,70,69,71,73,14,11,9,10,13
4,Ramy Bensebaini,79,80,18500000.0,31000.0,80,69,81,77,57,77,67,62,68,77,72,78,65,75,67,68,84,79,78,60,80,76,65,63,84,73,72,78,80,6,13,14,7,14
5,Samy Mmaee Nwambeben,71,75,2300000.0,650.0,46,28,70,63,24,51,24,21,38,56,63,64,66,59,66,49,77,64,78,26,79,66,22,46,34,59,74,73,69,7,14,12,9,8
6,William Sam Douglas Boyle,67,69,1100000.0,7000.0,32,25,69,58,24,48,26,27,54,50,47,46,37,64,48,46,70,70,84,20,73,65,24,34,41,56,66,67,66,8,15,13,13,7
7,Robin Zentner,76,78,7000000.0,20000.0,17,14,18,30,15,11,14,16,27,16,65,65,30,74,45,44,60,27,81,13,38,18,10,22,25,32,21,17,13,77,73,59,71,81
8,Cristian David Pavón,76,76,8500000.0,18000.0,73,70,48,74,63,77,74,73,68,75,87,86,86,74,82,81,65,88,73,78,58,49,74,73,72,70,65,40,33,11,10,9,13,7
9,Joe Williams,70,74,2000000.0,16000.0,60,53,54,72,62,69,58,54,72,68,65,56,63,65,67,63,49,64,62,58,84,66,47,65,59,63,68,72,71,14,9,10,10,9
10,Karol Świderski,74,79,6500000.0,9000.0,50,78,75,70,71,69,61,60,59,75,69,68,72,71,62,73,59,74,75,69,60,33,77,65,69,75,31,21,19,14,12,11,12,7
11,Lucas Adrián Hoyos,73,73,1000000.0,10000.0,23,16,19,41,19,25,30,21,33,35,65,58,63,70,67,51,71,45,60,17,42,29,18,48,29,63,23,23,23,78,69,68,66,79
12,Jarrod Bowen,80,83,28000000.0,73000.0,79,80,64,76,69,82,71,70,67,81,79,77,79,78,83,74,65,81,63,76,57,37,80,75,70,77,49,40,36,14,8,14,10,7
