,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Emanuel Mammana,75,76,6000000.0,15000.0,66,28,69,75,36,68,44,34,74,74,78,77,73,76,69,63,73,63,75,48,72,78,47,61,62,80,77,74,76,6,11,12,14,8
1,이재성 李在成,76,76,7500000.0,28000.0,68,59,58,80,65,81,70,54,73,80,74,63,85,76,82,68,55,87,48,72,62,57,74,80,50,78,53,61,54,14,7,15,6,8
2,Julian Weigl,79,80,20500000.0,17000.0,59,65,65,84,57,76,63,46,83,80,67,52,76,82,65,68,68,85,68,61,83,80,69,79,52,83,81,81,80,6,14,16,11,7
3,Oluwatosin Adarabioyo,75,82,10500000.0,38000.0,38,30,71,74,25,55,30,22,72,67,67,78,53,72,53,36,77,68,82,28,76,74,28,51,35,76,75,77,74,14,11,11,8,9
4,Aaron Long,73,73,2500000.0,7000.0,38,38,81,64,36,60,36,34,60,62,77,78,68,66,59,46,91,78,83,31,83,66,52,59,39,68,67,72,69,10,12,13,6,12
5,Rolando Aarons,67,67,1100000.0,8000.0,71,61,51,68,57,72,69,54,60,68,77,78,76,54,76,70,46,52,56,59,41,36,60,62,59,65,39,38,34,15,6,10,10,7
6,Freddie Woodman,74,79,4900000.0,21000.0,14,16,20,26,16,17,15,13,26,22,45,50,38,74,37,53,48,30,46,14,32,26,12,38,20,54,10,21,20,76,71,70,72,75
7,齋藤 学,68,68,inf,3000.0,62,59,39,63,62,74,67,63,58,65,83,73,84,61,81,61,70,69,57,66,34,19,68,66,63,64,20,22,22,7,15,13,7,7
8,Federico Bonazzoli,73,77,4300000.0,22000.0,49,75,70,63,75,74,60,53,55,74,71,69,70,72,54,76,60,55,69,68,43,26,76,48,70,66,21,22,29,8,13,10,8,7
9,Joelinton Cassio Apolinário de Lira,76,79,10000000.0,68000.0,41,65,78,78,59,81,55,38,71,78,74,77,66,78,68,81,79,86,85,60,84,67,74,77,61,76,65,72,63,9,13,8,13,13
10,Omar Jehad Al Somah,76,76,6000000.0,40000.0,68,80,77,70,77,72,69,72,65,75,67,68,66,75,64,85,62,80,86,76,69,43,74,71,73,71,31,33,34,9,7,15,12,13
11,Timo Baumgartl,76,79,8500000.0,16000.0,33,28,77,71,28,45,33,31,68,61,59,66,45,74,35,61,73,65,84,33,74,76,32,55,34,68,76,78,73,13,15,14,16,11
12,Vedat Muriqi,75,75,6000000.0,27000.0,35,76,79,73,70,71,58,53,48,76,35,63,42,78,33,78,72,73,91,72,73,18,79,63,71,73,23,25,22,8,9,14,9,10
13,Damian Dawid Szymański,72,73,2700000.0,950.0,53,68,67,71,61,67,65,52,71,71,71,73,70,70,68,69,66,86,73,68,82,72,73,71,48,70,71,71,71,15,14,16,14,10
14,Sheraldo Becker,78,78,15000000.0,36000.0,74,81,65,71,73,79,66,50,69,77,94,95,78,76,79,79,70,71,73,71,52,45,77,63,66,72,21,32,33,6,14,15,16,13
15,David Soria Solís,82,82,21000000.0,32000.0,15,19,24,24,19,16,23,11,33,19,49,34,49,80,42,55,61,43,75,18,24,18,12,45,23,58,22,13,13,82,81,73,81,83
16,Pedro Chirivella Burgos,77,80,12500000.0,24000.0,63,46,58,79,54,71,62,48,83,79,58,60,72,79,64,68,48,80,65,57,74,74,55,73,51,74,69,72,70,13,14,12,8,14
17,Tyler Jake Denton,62,67,inf,2000.0,61,46,50,60,39,59,53,44,55,60,77,78,77,59,75,58,57,62,60,43,54,56,49,55,55,56,57,62,59,13,13,10,6,7
18,Jonjoe Kenny,74,75,4600000.0,22000.0,69,30,64,70,51,68,61,49,67,72,74,67,68,75,73,74,74,75,63,62,78,74,64,55,55,65,68,74,75,6,13,16,13,15
19,Adam Buksa,75,77,7000000.0,30000.0,47,76,78,68,68,73,54,46,44,71,68,67,62,77,49,76,85,74,80,70,68,24,78,63,67,74,31,23,21,7,13,10,6,14
