,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Beto Avila,51,63,inf,950.0,38,50,39,39,55,59,49,40,33,54,66,61,60,43,68,54,52,49,52,46,34,25,48,51,51,47,21,17,24,7,13,13,7,10
1,Myron van Brederode,67,82,2400000.0,2000.0,58,52,42,64,47,78,62,43,49,76,84,73,84,61,74,57,55,62,44,48,54,27,58,62,45,62,24,20,23,7,8,15,9,14
2,Luís José Miquissone,67,67,1100000.0,5000.0,63,63,52,61,61,71,58,55,55,67,82,76,72,63,80,67,59,66,42,60,39,22,61,60,50,55,25,18,24,8,14,7,11,11
3,Ollie Tanner,60,71,inf,5000.0,53,57,26,52,57,64,60,52,46,62,81,76,71,44,72,60,44,53,51,54,55,18,60,50,47,44,30,20,14,14,12,10,13,8
4,Alejo Veliz,67,80,2400000.0,3000.0,49,68,72,57,62,64,56,54,51,66,70,72,60,61,69,68,71,68,72,62,40,15,69,46,62,50,17,23,21,7,6,7,6,11
5,Josh Barlow,51,68,inf,600.0,39,39,49,54,35,53,39,34,50,54,69,64,64,46,67,53,57,60,59,49,54,41,54,48,39,37,39,44,47,8,6,15,12,7
6,Diego Coppola,68,83,2600000.0,3000.0,40,36,69,66,29,43,47,36,62,49,65,59,40,64,43,59,72,55,71,31,71,68,35,52,44,58,70,72,66,10,8,7,14,5
7,Antonio Raimondo,63,79,1200000.0,3000.0,59,63,65,67,49,71,70,48,58,68,63,69,65,56,67,65,58,54,60,56,52,28,57,56,68,65,19,27,21,7,5,8,10,7
8,Wisdom Amey,61,81,inf,500.0,52,32,65,62,38,41,44,33,54,49,54,64,47,53,58,63,71,60,71,27,62,55,41,41,47,55,56,66,60,7,14,7,12,12
9,Junior Mwanga,65,78,1600000.0,1000.0,35,27,64,61,33,36,34,32,39,45,67,68,55,65,62,45,68,68,66,23,67,64,25,30,47,58,65,70,68,14,6,6,9,12
10,Valton Behrami,55,73,inf,700.0,46,28,46,41,26,56,30,32,38,42,71,63,61,55,66,34,58,63,72,32,55,52,40,31,39,43,47,56,58,14,9,12,11,9
11,Emre Satılmış,58,63,inf,2000.0,12,7,11,23,5,9,13,11,15,19,16,20,27,50,22,44,33,23,62,7,27,9,8,24,14,39,5,13,10,62,59,58,54,56
12,Mehmet Albayrak,53,67,inf,700.0,32,28,59,49,23,42,29,36,47,49,52,54,55,46,53,51,57,50,58,35,59,49,25,36,38,42,50,55,53,11,7,13,15,11
13,Max Anchor,47,70,inf,500.0,14,7,13,19,8,12,12,12,18,16,20,33,34,35,44,40,58,17,46,5,18,8,5,38,15,23,5,12,13,40,45,53,51,50
14,Álvaro Mantilla Pérez,62,70,inf,1000.0,57,24,69,59,29,46,38,29,54,60,53,58,46,56,63,30,57,72,70,24,43,58,21,35,34,51,54,64,61,12,13,8,14,10
15,Leandro Antonetti,60,71,inf,1000.0,41,63,66,54,43,59,42,43,37,62,55,56,59,59,61,62,60,54,41,62,31,20,63,51,75,52,17,23,16,11,10,7,6,8
16,Carlos Martínez Rodríguez,59,59,inf,1000.0,32,60,61,55,54,56,33,34,34,54,57,63,56,62,56,58,60,56,63,56,26,11,64,43,58,45,18,10,18,6,6,13,8,14
17,Iván Gil Calero,61,71,inf,1000.0,36,58,40,64,33,65,33,31,62,56,63,62,60,60,78,46,56,50,52,56,50,40,62,60,36,44,34,31,36,10,5,14,9,11
18,Álex Pastor Carayol,64,75,1200000.0,2000.0,24,22,68,65,22,50,23,25,69,62,64,60,48,45,54,50,67,60,72,16,59,60,30,55,31,50,62,66,68,9,14,12,7,15
