,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Morten Thorsby,74,76,5000000.0,26000.0,68,62,85,75,55,71,56,48,73,76,69,65,65,78,68,69,82,91,74,60,83,75,73,70,49,74,73,78,66,13,14,10,7,13
1,Timothy Castagne,78,80,16000000.0,69000.0,79,59,69,75,40,77,58,33,70,78,75,76,68,78,66,62,72,82,66,52,75,78,77,69,47,68,77,75,72,14,9,15,10,15
2,Daniel Ceballos Fernández,77,80,14000000.0,110000.0,74,65,41,80,62,83,77,67,77,83,64,53,79,75,78,76,50,74,60,72,75,71,72,76,55,80,66,70,69,12,15,16,7,13
3,Michael Kelly,53,56,inf,1000.0,13,11,14,15,19,15,19,13,19,14,30,27,28,46,40,37,52,37,54,11,18,16,19,36,22,32,14,17,16,54,53,49,52,51
4,Benson Manuel Hedilazio,73,76,4000000.0,32000.0,70,65,48,70,59,79,72,66,62,76,86,80,87,66,84,67,87,71,65,71,41,39,64,69,57,72,29,34,35,16,12,8,16,15
5,Joris Kayembe Ditu,74,74,4099999.9999999995,13000.0,75,61,58,69,55,76,62,44,68,75,81,86,76,72,71,66,82,80,68,63,67,67,69,74,41,73,63,69,67,9,8,11,16,14
6,Tyler Walker,66,67,1000000.0,7000.0,58,66,62,60,61,65,59,45,43,65,76,78,79,65,72,68,75,68,65,64,51,31,66,62,68,65,39,34,18,7,13,15,12,8
7,Ben Easton Close,64,66,inf,4000.0,57,59,55,66,69,62,58,54,65,65,74,69,73,60,71,64,71,75,61,67,53,61,61,63,50,67,62,62,59,14,8,9,12,10
8,Jonathan Rodríguez Menéndez,73,73,2900000.0,34000.0,74,69,44,71,63,72,81,78,71,70,81,85,85,70,76,69,33,70,69,70,60,56,69,70,59,73,55,51,46,11,16,13,13,9
9,Pablo Pérez Rodríguez,67,67,1100000.0,4000.0,60,67,76,70,63,65,67,60,67,69,56,64,67,62,37,64,82,70,71,59,36,58,68,69,70,65,40,48,47,7,10,9,7,9
10,Marek Rodák,75,80,6500000.0,34000.0,15,20,15,33,19,15,13,17,23,21,52,43,45,73,46,55,59,27,68,15,21,21,17,34,23,51,8,17,16,76,71,73,73,76
11,Franco Emanuel Cervi,78,78,14000000.0,27000.0,71,70,48,75,55,78,78,76,68,80,89,88,92,74,92,68,62,81,32,64,72,50,76,70,56,73,51,64,52,12,8,9,11,10
12,Mitch Austin,62,62,inf,2000.0,62,61,51,55,36,62,57,55,48,58,89,90,78,48,76,58,73,79,79,42,40,48,57,54,63,56,44,44,46,11,16,8,10,7
13,Franco Sebastián Cristaldo,76,78,9500000.0,14000.0,64,71,65,76,66,74,70,63,74,76,78,78,81,73,82,74,70,84,67,70,72,68,78,79,78,74,60,69,64,14,12,9,11,14
14,Krzysztof Piątek,75,76,6500000.0,30000.0,51,80,76,64,74,70,60,41,39,75,68,75,69,75,62,77,80,72,76,66,54,32,80,52,76,75,33,34,24,10,15,10,6,13
15,Robert Dickie,74,77,4900000.0,28000.0,51,32,70,66,26,56,27,35,60,65,59,63,54,74,50,65,82,76,83,60,68,74,29,31,49,63,74,75,76,12,7,11,7,7
16,Ádám Lang,71,71,0.0,0.0,49,40,72,58,30,32,28,50,48,61,58,61,60,64,67,48,72,70,82,44,70,72,46,26,56,66,74,73,68,6,9,13,9,16
17,Oğulcan Çağlayan,67,68,1200000.0,19000.0,64,66,64,65,62,69,65,64,63,70,69,70,67,65,70,67,67,65,72,61,53,30,65,60,62,59,29,24,22,7,9,16,16,6
18,Juan Martín Lucero,75,75,5500000.0,9000.0,58,78,82,69,66,68,59,66,59,74,75,73,69,76,81,75,91,63,75,68,57,33,79,58,71,65,27,29,25,15,8,10,14,6
19,Jonas Omlin,79,81,15000000.0,23000.0,24,17,24,45,15,27,21,16,35,31,52,51,32,74,51,55,75,35,72,18,22,25,15,48,27,55,20,21,24,80,75,73,76,82
20,Christian Chimino,68,68,inf,4000.0,68,45,55,58,34,63,58,45,53,64,72,71,67,67,63,60,66,76,65,53,72,65,58,48,58,69,66,64,66,12,13,15,11,6
21,Vedat Muriqi,75,75,6000000.0,27000.0,35,76,79,73,70,71,58,53,48,76,35,63,42,78,33,78,72,73,91,72,73,18,79,63,71,73,23,25,22,8,9,14,9,10
22,Stefan Lainer,76,76,6500000.0,26000.0,70,59,63,72,63,68,65,45,70,69,75,73,76,73,78,73,69,91,72,65,86,73,66,60,45,73,74,76,74,10,14,7,8,7
23,Stephen Paul Dooley,61,61,inf,2000.0,62,58,43,62,52,60,56,50,61,63,64,66,66,61,62,55,48,69,59,61,36,56,61,61,57,61,55,57,53,15,12,10,11,8
24,Robert Bauer,70,71,1600000.0,8000.0,65,40,66,63,50,62,48,47,65,66,69,72,63,69,65,68,67,71,75,59,81,69,50,58,44,70,68,70,67,11,7,14,11,15
25,Sheraldo Becker,78,78,15000000.0,36000.0,74,81,65,71,73,79,66,50,69,77,94,95,78,76,79,79,70,71,73,71,52,45,77,63,66,72,21,32,33,6,14,15,16,13
26,Juan del Cármen Cámara Mesa,65,65,inf,3000.0,64,59,59,64,56,63,68,58,64,64,80,76,83,56,70,64,70,61,45,64,43,48,63,61,63,62,59,52,43,13,10,13,15,7
27,Sandi Lovrič,72,79,4700000.0,11000.0,66,66,55,75,47,71,68,65,73,73,57,50,63,71,65,64,58,76,66,64,63,65,70,73,48,68,58,66,61,11,10,12,13,7
28,Andreas Gruber,69,69,1500000.0,11000.0,66,67,61,66,66,68,71,72,62,67,80,83,83,68,80,70,83,67,58,71,66,24,70,70,62,71,23,41,36,13,11,9,15,8
29,Valentin Rongier,78,79,16000000.0,40000.0,65,61,53,81,66,75,74,69,80,80,72,72,74,80,88,75,73,82,77,68,81,82,64,76,65,76,78,81,75,11,8,12,7,11
30,Darnell Furlong,72,75,2800000.0,22000.0,69,35,72,61,30,68,48,36,57,72,72,76,71,68,68,36,81,79,67,30,71,68,63,60,49,63,69,69,70,14,13,11,9,8
31,Kylian Hazard,68,69,1400000.0,6000.0,68,54,39,65,60,73,71,67,64,69,82,73,90,63,82,61,73,55,68,66,53,28,64,63,56,71,17,34,32,12,15,7,6,9
32,Manuel García Alonso,73,80,6000000.0,8000.0,67,66,58,73,74,74,76,65,70,75,79,77,79,75,81,75,39,73,56,70,40,39,70,75,70,65,30,45,40,15,14,12,12,12
33,Sergio Herrera Pirón,78,80,11500000.0,24000.0,20,16,14,24,16,15,21,21,21,27,45,49,45,75,45,55,56,42,67,14,25,12,13,33,32,53,15,17,18,79,77,73,75,77
34,Karl Brillant Toko Ekambi,77,77,10500000.0,63000.0,73,79,74,74,75,77,75,63,64,76,81,85,76,79,68,81,71,75,73,73,48,21,81,74,74,78,23,14,18,10,12,12,8,14
35,André Luís Gomes Simões,73,73,2000000.0,8000.0,63,61,70,73,60,67,68,52,73,70,72,72,70,70,74,77,81,77,72,73,69,73,59,73,65,74,71,74,74,11,15,14,12,6
36,Yoann Barbet,71,71,1600000.0,6000.0,66,38,72,70,51,63,65,73,72,66,67,69,61,68,54,68,62,79,77,58,70,71,55,65,58,70,69,71,73,14,11,9,10,13
37,Ramy Bensebaini,79,80,18500000.0,31000.0,80,69,81,77,57,77,67,62,68,77,72,78,65,75,67,68,84,79,78,60,80,76,65,63,84,73,72,78,80,6,13,14,7,14
38,Robin Zentner,76,78,7000000.0,20000.0,17,14,18,30,15,11,14,16,27,16,65,65,30,74,45,44,60,27,81,13,38,18,10,22,25,32,21,17,13,77,73,59,71,81
39,Cristian David Pavón,76,76,8500000.0,18000.0,73,70,48,74,63,77,74,73,68,75,87,86,86,74,82,81,65,88,73,78,58,49,74,73,72,70,65,40,33,11,10,9,13,7
40,Joe Williams,70,74,2000000.0,16000.0,60,53,54,72,62,69,58,54,72,68,65,56,63,65,67,63,49,64,62,58,84,66,47,65,59,63,68,72,71,14,9,10,10,9
41,Karol Świderski,74,79,6500000.0,9000.0,50,78,75,70,71,69,61,60,59,75,69,68,72,71,62,73,59,74,75,69,60,33,77,65,69,75,31,21,19,14,12,11,12,7
42,Lucas Adrián Hoyos,73,73,1000000.0,10000.0,23,16,19,41,19,25,30,21,33,35,65,58,63,70,67,51,71,45,60,17,42,29,18,48,29,63,23,23,23,78,69,68,66,79
43,Gabriel Gustavo Alanís,71,71,1900000.0,8000.0,71,63,60,67,41,70,59,62,65,70,73,80,67,72,59,70,68,82,74,62,51,53,67,63,64,70,61,54,58,15,8,9,12,16
44,Maximilian Wittek,74,75,4500000.0,14000.0,77,61,58,68,70,71,78,74,63,70,77,82,79,71,85,80,72,83,67,72,77,66,71,58,52,72,65,69,72,15,12,12,13,7
45,Marius Wolf,77,77,11000000.0,42000.0,73,73,62,74,64,76,69,70,64,75,78,87,68,77,66,75,61,83,76,66,78,71,76,72,52,75,68,66,66,12,15,7,16,8
46,Emiliano Mathias Tellechea,65,65,inf,500.0,62,63,58,69,60,58,55,55,65,66,63,65,53,65,80,64,60,66,68,62,65,72,62,65,55,70,56,64,66,6,13,9,7,11
47,Rico Henry,75,78,7000000.0,33000.0,66,40,48,67,33,69,48,39,50,74,91,89,89,73,90,43,92,80,65,34,76,72,65,52,43,65,72,73,71,13,12,12,6,12
48,岳鑫,59,61,inf,2000.0,48,18,58,52,27,55,35,32,35,50,77,77,51,68,70,24,52,64,44,25,55,46,49,32,35,44,47,56,55,10,14,12,13,12
49,饶伟辉,64,64,inf,2000.0,61,38,56,58,21,55,65,57,58,54,72,70,63,58,70,24,70,76,63,44,64,58,49,35,53,56,65,62,58,13,9,11,6,15
50,李昂,67,67,inf,6000.0,57,54,63,66,57,55,75,80,67,59,59,54,58,62,75,72,87,77,85,67,67,64,56,56,57,60,65,64,64,14,7,7,13,11
51,Atabey Çiçek,65,66,inf,10000.0,53,68,71,50,60,64,59,38,29,65,65,52,51,61,53,67,69,54,78,55,66,23,65,52,69,51,22,29,27,6,9,11,16,8
52,Krystian Bielik,71,75,2400000.0,5000.0,49,33,70,70,46,69,48,45,71,67,54,63,65,67,48,62,65,62,79,52,73,72,59,68,42,74,69,70,67,15,7,12,8,8
53,Giuseppe Marco Zampano,65,66,inf,2000.0,66,48,58,67,41,59,54,42,62,64,73,73,77,64,73,58,66,81,59,53,61,60,58,56,39,52,57,62,62,13,10,7,14,5
54,Brice Wembangomo,69,74,1900000.0,3000.0,62,49,55,62,38,70,56,40,50,69,91,90,83,62,77,45,81,83,70,46,63,62,55,54,40,54,60,61,59,16,15,14,9,7
55,Bonke Innocent,68,71,1400000.0,7000.0,43,41,48,63,38,65,47,35,66,65,78,69,74,62,79,47,81,74,86,43,91,65,42,51,47,68,62,67,62,8,11,15,6,14
56,Kevin Lasagna,73,73,3000000.0,24000.0,66,66,71,70,75,71,69,47,59,71,85,89,78,71,72,82,75,64,69,70,53,39,77,61,66,72,36,30,28,8,14,13,15,15
57,Jean-Luc Mamadou Diarra Dompé,72,72,2600000.0,12000.0,83,63,36,66,73,75,81,75,63,71,75,71,84,66,87,80,81,63,50,76,42,39,67,72,57,73,31,44,42,11,7,9,11,12
58,Florin Andone,70,70,1600000.0,7000.0,62,70,73,65,72,69,58,55,53,70,68,67,70,70,68,73,76,51,65,69,81,51,73,67,70,73,45,54,38,8,6,11,15,6
59,Joe Gomez,81,86,34000000.0,100000.0,69,26,74,78,24,67,46,29,65,73,74,85,63,80,65,41,76,64,83,26,81,83,51,60,26,74,81,82,81,8,13,14,7,7
