,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Arjen Robben,79,79,5500000.0,11000.0,75,78,48,79,83,86,88,79,72,86,74,73,78,73,84,80,51,50,65,84,44,35,84,77,78,85,30,24,24,17,14,14,8,12
1,Didier Yves Drogba Tébily,81,81,0.0,0.0,67,82,85,60,76,74,78,84,60,80,64,64,63,80,56,85,76,62,86,79,80,42,81,76,84,80,22,32,29,10,11,8,6,14
2,Martín Satriano,72,81,5500000.0,31000.0,47,77,71,67,64,72,51,53,45,76,63,66,58,68,57,69,74,70,72,68,60,18,74,58,69,68,27,34,31,11,8,13,13,7
3,Gurkirat Singh,50,63,inf,500.0,36,54,30,37,32,48,38,28,35,49,76,69,70,40,75,55,55,63,67,53,30,16,49,45,49,42,44,16,25,6,10,10,11,13
4,Ricard Artero Ruiz,63,80,1200000.0,3000.0,53,61,51,64,50,65,53,50,62,66,71,64,67,58,63,63,59,64,57,57,52,54,56,61,55,55,58,57,56,8,8,14,12,14
5,Fabio Chiarodia,60,83,inf,500.0,51,26,62,57,35,55,36,34,54,50,64,67,61,61,59,42,71,50,66,38,50,56,26,31,41,53,64,61,57,11,14,11,9,7
6,Iyad Mohamed,55,68,inf,800.0,46,31,45,62,31,51,39,39,55,50,51,54,56,53,43,47,58,36,67,28,57,49,41,48,45,44,53,55,57,9,14,15,13,14
7,Cristhian Mosquera Ibargüen,66,82,2000000.0,2000.0,39,34,70,61,29,42,30,28,59,54,63,60,65,60,67,53,73,65,63,42,66,67,25,52,33,55,66,68,68,8,6,13,8,7
8,Loum Tchaouna,67,78,2100000.0,6000.0,66,59,50,67,59,72,60,49,59,70,75,76,64,65,69,64,55,55,55,61,47,32,56,61,59,59,37,36,33,14,12,15,8,14
9,Youri Regeer,65,81,1700000.0,1000.0,52,57,53,71,42,67,58,53,69,65,68,69,68,62,71,63,62,67,61,47,62,60,59,66,51,66,63,64,61,13,8,14,11,11
10,Burak Ince,62,81,1000000.0,1000.0,42,53,41,64,42,71,45,58,53,68,74,76,78,58,73,48,60,52,57,46,35,27,57,52,39,50,31,27,29,13,9,14,9,10
11,Ilias Akhomach Chakkour,67,83,2600000.0,15000.0,66,68,38,68,43,72,55,58,52,69,74,71,76,59,67,61,48,49,47,65,46,15,59,61,51,58,15,24,28,6,12,9,6,12
12,Alexis Tibidi,65,83,1800000.0,2000.0,52,64,61,62,54,68,48,36,60,68,77,77,71,60,65,67,58,59,64,58,33,24,64,60,45,55,16,21,16,8,7,11,6,12
13,Cristian Riquelme,60,78,inf,500.0,56,27,39,49,20,54,43,26,26,60,73,74,70,55,77,21,64,62,61,21,55,53,55,31,35,53,63,60,57,8,14,7,8,8
14,Matías Soulé,68,85,3100000.0,20000.0,70,58,49,72,69,79,75,73,66,80,77,75,79,48,73,66,59,67,34,72,33,19,44,50,69,48,28,31,29,15,8,11,15,14
15,Biel Farrés del Castillo,62,74,inf,3000.0,36,28,62,61,34,50,32,36,54,55,62,59,55,59,58,48,71,62,62,25,56,62,33,42,48,51,63,64,61,7,12,6,12,10
16,Alejandro Alvarado,63,76,1100000.0,500.0,58,45,51,71,56,61,63,55,67,65,62,69,57,64,82,59,60,55,42,51,42,33,62,67,59,64,44,47,53,11,14,8,15,5
17,Federico Gatti,75,81,8000000.0,59000.0,34,30,74,63,32,55,34,36,57,55,63,69,51,72,51,54,83,67,79,29,76,76,27,40,43,76,76,78,76,6,11,11,11,6
18,Matías Galarza,68,80,2900000.0,5000.0,60,52,50,71,62,69,71,58,69,73,77,70,79,67,83,52,54,69,60,54,70,66,68,70,52,75,53,64,63,7,12,13,10,13
19,Serge Ngoma,58,82,inf,500.0,49,47,37,48,40,63,42,38,43,58,90,90,87,39,70,52,49,61,58,41,44,38,51,50,48,46,38,38,34,13,12,10,7,10
20,Valentín Gómez,70,83,3500000.0,4000.0,46,22,62,69,31,50,30,29,65,58,76,78,67,70,73,42,69,71,64,29,82,71,29,53,36,64,64,74,75,11,12,7,9,7
21,Gabriel Vidović,64,80,1500000.0,4000.0,46,66,48,64,58,70,62,45,45,68,68,64,69,63,69,59,56,59,52,58,31,20,62,61,65,59,16,17,18,8,5,9,10,13
22,Pablo Torre Carral,69,86,3600000.0,27000.0,67,58,41,74,46,65,73,74,70,73,76,72,76,64,81,56,55,72,48,67,44,36,62,71,62,66,39,48,46,15,10,15,10,9
23,Enrique Camargo,67,80,2400000.0,1000.0,55,66,55,72,58,67,60,55,71,66,68,63,62,64,67,55,55,66,58,65,56,62,61,65,61,58,55,68,60,10,13,12,11,13
24,Vinícius Tobías da Silva,65,83,1700000.0,500.0,58,42,58,54,22,67,40,48,48,68,73,74,69,66,76,50,70,68,64,40,42,61,62,42,49,60,60,62,60,7,8,15,10,7
25,Lorenzo Lucca,71,82,4200000.0,3000.0,57,69,69,64,62,68,56,66,55,71,55,74,33,68,30,85,40,65,90,67,73,25,72,54,68,67,29,31,18,11,12,10,5,12
26,Adam Daghim,55,78,inf,500.0,50,51,50,56,50,61,51,50,54,61,76,77,72,43,78,54,57,55,56,51,60,52,55,53,55,62,48,53,51,9,10,9,10,7
27,Walid Cheddira,69,75,2200000.0,3000.0,66,73,61,62,57,63,49,47,58,69,75,79,71,60,52,64,60,69,83,67,55,29,74,66,70,68,41,41,34,5,6,14,10,14
28,Joshua Feeney,57,80,inf,500.0,37,27,54,53,30,32,32,37,35,50,49,50,35,52,52,47,60,46,65,25,51,56,25,37,43,61,56,64,58,11,13,13,5,14
29,Michele Collocolo,71,79,4000000.0,3000.0,53,58,54,74,57,65,66,58,68,67,67,73,72,64,62,64,61,76,72,49,81,62,67,61,58,67,69,78,75,8,5,9,11,6
30,Ernest Nuamah,61,77,inf,1000.0,48,57,37,50,41,63,44,31,39,67,87,83,90,51,80,48,54,51,62,39,35,17,62,48,49,59,29,21,23,11,8,11,9,13
31,Álvaro Fernández Carreras,66,82,2100000.0,12000.0,71,50,52,68,42,68,69,45,64,63,68,73,75,62,69,67,48,69,61,50,54,58,67,69,43,68,56,59,54,6,7,11,8,14
32,艾菲尔丁·艾斯卡尔,58,70,inf,750.0,41,52,33,43,44,66,43,37,32,56,80,75,79,56,65,57,40,56,58,38,34,19,63,51,47,47,20,25,26,13,8,10,10,15
33,Alejo Veliz,67,80,2400000.0,3000.0,49,68,72,57,62,64,56,54,51,66,70,72,60,61,69,68,71,68,72,62,40,15,69,46,62,50,17,23,21,7,6,7,6,11
34,Rohan Luthra,53,70,inf,2000.0,12,6,10,20,7,8,13,12,26,10,20,31,32,47,25,35,42,25,60,6,16,11,4,29,12,21,5,14,10,50,49,47,53,59
35,Daniel Trejo,60,65,inf,1000.0,52,62,44,61,43,65,54,46,48,60,68,64,73,55,75,57,62,51,49,53,42,26,54,58,47,54,33,30,27,6,10,9,6,13
36,Denis Huseinbašić,65,76,1600000.0,5000.0,44,57,53,69,42,59,44,36,69,67,67,68,68,62,68,61,74,76,69,55,70,59,57,63,41,59,58,58,54,10,5,14,9,15
37,Kevin Spadanuda,69,72,1800000.0,9000.0,69,68,58,69,61,73,60,57,62,69,74,73,72,53,71,67,61,59,57,67,45,30,69,61,62,62,34,35,33,8,8,8,6,7
38,Mika Biereth,62,81,1000000.0,1000.0,49,64,59,56,50,59,34,33,32,62,71,75,62,57,66,64,68,64,73,55,62,24,60,51,61,58,29,23,28,10,10,11,15,6
