,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Franco Sebastián Cristaldo,76,78,9500000.0,14000.0,64,71,65,76,66,74,70,63,74,76,78,78,81,73,82,74,70,84,67,70,72,68,78,79,78,74,60,69,64,14,12,9,11,14
1,Robert Dickie,74,77,4900000.0,28000.0,51,32,70,66,26,56,27,35,60,65,59,63,54,74,50,65,82,76,83,60,68,74,29,31,49,63,74,75,76,12,7,11,7,7
2,Oğulcan Çağlayan,67,68,1200000.0,19000.0,64,66,64,65,62,69,65,64,63,70,69,70,67,65,70,67,67,65,72,61,53,30,65,60,62,59,29,24,22,7,9,16,16,6
3,Juan Martín Lucero,75,75,5500000.0,9000.0,58,78,82,69,66,68,59,66,59,74,75,73,69,76,81,75,91,63,75,68,57,33,79,58,71,65,27,29,25,15,8,10,14,6
4,Jonas Omlin,79,81,15000000.0,23000.0,24,17,24,45,15,27,21,16,35,31,52,51,32,74,51,55,75,35,72,18,22,25,15,48,27,55,20,21,24,80,75,73,76,82
5,Christian Chimino,68,68,inf,4000.0,68,45,55,58,34,63,58,45,53,64,72,71,67,67,63,60,66,76,65,53,72,65,58,48,58,69,66,64,66,12,13,15,11,6
6,Sergio Ramón Rochet Álvarez,78,80,11500000.0,850.0,14,13,17,27,17,19,18,15,24,24,49,48,30,68,48,50,62,39,70,17,18,24,20,32,24,37,14,12,17,80,78,67,76,80
7,Vedat Muriqi,75,75,6000000.0,27000.0,35,76,79,73,70,71,58,53,48,76,35,63,42,78,33,78,72,73,91,72,73,18,79,63,71,73,23,25,22,8,9,14,9,10
8,Stefan Lainer,76,76,6500000.0,26000.0,70,59,63,72,63,68,65,45,70,69,75,73,76,73,78,73,69,91,72,65,86,73,66,60,45,73,74,76,74,10,14,7,8,7
9,Stephen Paul Dooley,61,61,inf,2000.0,62,58,43,62,52,60,56,50,61,63,64,66,66,61,62,55,48,69,59,61,36,56,61,61,57,61,55,57,53,15,12,10,11,8
10,Sheraldo Becker,78,78,15000000.0,36000.0,74,81,65,71,73,79,66,50,69,77,94,95,78,76,79,79,70,71,73,71,52,45,77,63,66,72,21,32,33,6,14,15,16,13
11,Juan del Cármen Cámara Mesa,65,65,inf,3000.0,64,59,59,64,56,63,68,58,64,64,80,76,83,56,70,64,70,61,45,64,43,48,63,61,63,62,59,52,43,13,10,13,15,7
12,Sandi Lovrič,72,79,4700000.0,11000.0,66,66,55,75,47,71,68,65,73,73,57,50,63,71,65,64,58,76,66,64,63,65,70,73,48,68,58,66,61,11,10,12,13,7
13,Andreas Gruber,69,69,1500000.0,11000.0,66,67,61,66,66,68,71,72,62,67,80,83,83,68,80,70,83,67,58,71,66,24,70,70,62,71,23,41,36,13,11,9,15,8
14,Darnell Furlong,72,75,2800000.0,22000.0,69,35,72,61,30,68,48,36,57,72,72,76,71,68,68,36,81,79,67,30,71,68,63,60,49,63,69,69,70,14,13,11,9,8
15,Kylian Hazard,68,69,1400000.0,6000.0,68,54,39,65,60,73,71,67,64,69,82,73,90,63,82,61,73,55,68,66,53,28,64,63,56,71,17,34,32,12,15,7,6,9
16,Manuel García Alonso,73,80,6000000.0,8000.0,67,66,58,73,74,74,76,65,70,75,79,77,79,75,81,75,39,73,56,70,40,39,70,75,70,65,30,45,40,15,14,12,12,12
17,Sergio Herrera Pirón,78,80,11500000.0,24000.0,20,16,14,24,16,15,21,21,21,27,45,49,45,75,45,55,56,42,67,14,25,12,13,33,32,53,15,17,18,79,77,73,75,77
18,Karl Brillant Toko Ekambi,77,77,10500000.0,63000.0,73,79,74,74,75,77,75,63,64,76,81,85,76,79,68,81,71,75,73,73,48,21,81,74,74,78,23,14,18,10,12,12,8,14
19,André Luís Gomes Simões,73,73,2000000.0,8000.0,63,61,70,73,60,67,68,52,73,70,72,72,70,70,74,77,81,77,72,73,69,73,59,73,65,74,71,74,74,11,15,14,12,6
20,Clint Leemans,67,68,1200000.0,5000.0,75,62,56,69,64,62,74,78,73,70,56,55,52,64,59,85,56,76,76,81,61,61,58,66,74,72,58,57,55,12,12,14,14,13
21,Jordy de Wijs,72,74,2500000.0,16000.0,40,44,72,57,27,44,65,68,61,58,42,61,35,68,51,75,72,69,92,55,75,69,26,29,49,65,74,72,69,11,9,15,13,7
22,Yoann Barbet,71,71,1600000.0,6000.0,66,38,72,70,51,63,65,73,72,66,67,69,61,68,54,68,62,79,77,58,70,71,55,65,58,70,69,71,73,14,11,9,10,13
23,Ramy Bensebaini,79,80,18500000.0,31000.0,80,69,81,77,57,77,67,62,68,77,72,78,65,75,67,68,84,79,78,60,80,76,65,63,84,73,72,78,80,6,13,14,7,14
24,William Sam Douglas Boyle,67,69,1100000.0,7000.0,32,25,69,58,24,48,26,27,54,50,47,46,37,64,48,46,70,70,84,20,73,65,24,34,41,56,66,67,66,8,15,13,13,7
