,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Hugo José Rama Calviño,67,72,1500000.0,4000.0,65,64,39,67,67,70,71,76,66,71,61,55,70,71,67,71,30,49,59,68,51,62,73,72,51,65,35,60,45,12,13,6,12,7
1,Charles Traoré,68,68,1000000.0,9000.0,61,24,65,56,29,64,37,40,58,67,67,69,66,58,61,45,84,76,74,37,75,69,51,48,32,50,71,68,67,13,9,11,12,7
2,Ludovic Blas,79,83,25000000.0,28000.0,73,72,58,80,77,85,77,69,75,82,78,69,79,73,76,80,66,73,63,83,55,66,74,78,74,84,47,64,59,12,9,14,14,15
3,Silvan Hefti,74,79,6000000.0,4000.0,69,38,66,68,53,61,56,43,64,69,75,79,73,69,67,70,88,91,78,52,72,68,52,59,47,65,69,71,73,11,12,12,6,8
4,Zelimkhan Bakaev,74,77,5500000.0,41000.0,73,70,46,73,52,79,69,65,69,70,86,85,76,73,75,70,49,65,62,69,54,21,71,77,63,67,33,33,29,12,11,14,7,8
5,Jhon Janer Lucumí Bonilla,73,81,6500000.0,20000.0,61,23,71,72,23,58,39,31,71,68,67,69,63,70,60,38,71,71,84,28,73,74,33,36,36,71,70,74,73,6,11,10,8,7
6,Niklas Bernd Dorsch,77,82,14500000.0,23000.0,65,66,61,80,65,77,63,63,77,80,74,70,80,75,84,82,77,77,69,80,78,71,64,74,62,73,75,76,71,12,9,5,9,5
7,Adam Mohamed Ounas,74,77,5500000.0,28000.0,68,64,51,72,65,80,72,69,65,78,86,80,89,66,81,68,61,71,53,68,77,47,68,72,60,65,28,54,47,8,6,8,7,12
8,Jason Eyenga-Lokilo,66,72,1400000.0,3000.0,58,58,40,61,45,66,62,67,56,66,83,77,88,65,87,61,49,61,50,58,41,29,62,65,55,53,19,28,27,6,6,7,12,13
9,Lee Grace,64,65,inf,1000.0,22,25,60,59,20,52,29,25,54,55,49,53,45,63,37,35,80,67,79,22,62,61,20,32,31,64,65,64,64,13,14,6,7,6
10,Jorge Enrique Flores Yrahory,67,67,inf,500.0,68,45,65,61,30,55,52,32,52,66,69,72,71,60,77,32,74,69,58,30,47,65,56,49,34,57,65,67,60,14,6,12,13,10
11,Gonzalo Ariel Montiel,79,81,20000000.0,28000.0,74,56,71,74,41,73,59,39,66,74,84,83,82,76,75,65,80,93,72,59,87,78,77,70,75,75,76,75,74,6,10,11,5,6
12,Emmanuel Iyoha,68,71,1700000.0,9000.0,60,68,55,62,59,71,61,40,43,70,77,69,72,69,54,70,60,79,77,63,31,30,72,46,56,67,30,30,20,11,14,13,5,14
