,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
0,Marco Sangalli Fuentes,67,67,inf,4000.0,65,66,44,66,78,67,70,65,65,67,72,71,71,62,67,74,54,72,62,75,46,56,60,66,70,72,53,56,44,15,7,9,7,12
1,Gonçalo Mendes Paciência,74,74,4600000.0,22000.0,42,76,84,64,78,77,67,47,51,76,52,41,72,75,73,77,78,67,81,72,79,37,77,74,80,78,21,30,23,9,8,14,12,7
2,Sebastián Alberto Torrico,72,72,inf,5000.0,18,20,14,26,18,17,14,21,21,22,36,34,32,70,51,54,60,22,61,12,20,21,13,39,21,42,20,14,15,64,71,72,76,72
3,Giovanni Pablo Simeone,78,79,17000000.0,33000.0,55,81,77,71,77,74,71,66,61,78,78,76,75,77,73,83,88,74,74,74,78,24,79,60,75,75,44,38,36,12,15,9,14,11
4,Moses Daddy-Ajala Simon,77,77,11500000.0,27000.0,75,68,46,70,73,83,69,59,63,77,89,90,90,72,92,74,88,74,68,72,38,34,72,69,60,75,30,31,33,7,13,12,13,9
5,Giovanni Di Lorenzo,82,82,27500000.0,66000.0,78,64,71,77,60,76,69,69,71,77,85,85,78,80,78,72,83,90,76,69,75,79,70,66,59,77,80,80,75,8,10,8,10,7
6,Gustavo Raúl Gómez Portillo,73,76,0.0,0.0,32,25,70,50,35,50,26,27,50,52,50,55,54,60,38,59,76,59,80,25,78,75,36,34,32,68,78,78,74,12,12,11,10,9
7,Jeremías Conan Ledesma,80,82,17500000.0,30000.0,18,16,17,35,19,17,20,18,28,13,49,42,40,74,50,54,68,40,65,22,25,22,15,38,25,42,15,15,14,82,77,72,78,83
8,Samuel Gigot,77,78,10000000.0,36000.0,68,35,75,73,30,55,44,33,74,65,63,69,61,75,57,44,81,73,82,33,81,78,54,55,45,69,78,79,76,11,15,13,10,10
9,Hamari Traoré,80,80,18000000.0,50000.0,80,52,71,75,32,76,74,42,73,77,81,85,75,76,79,72,85,89,73,58,75,73,72,66,47,72,73,79,76,10,14,9,7,16
10,Jason Steven Cummings,68,69,1400000.0,2000.0,41,69,65,63,59,64,66,55,45,66,70,72,69,69,72,69,68,71,65,65,60,45,72,66,64,69,21,40,32,15,7,11,10,12
11,Matías Vecino Falero,77,77,10000000.0,45000.0,69,68,79,79,62,76,64,58,75,80,63,62,68,75,64,78,75,73,77,74,75,76,75,78,56,80,76,75,68,4,4,4,4,4
12,Mohammed Ibrahim Kanoo,72,73,2700000.0,26000.0,66,66,69,74,56,72,56,52,75,72,70,79,74,69,61,76,67,81,76,72,68,66,68,66,62,67,70,71,62,10,15,9,13,11
